COU,Country,POLL,Pollutant,VAR,Year,Unit,PowerCode,Value
NLD,Netherlands,GHG,Greenhouse gases,TOTAL,2001,Tonnes of CO2 equivalent,Thousands,218195.274
NLD,Netherlands,GHG,Greenhouse gases,TOTAL,2002,Tonnes of CO2 equivalent,Thousands,215996.866
NLD,Netherlands,GHG,Greenhouse gases,TOTAL,2003,Tonnes of CO2 equivalent,Thousands,216641.133
NLD,Netherlands,GHG,Greenhouse gases,TOTAL,2004,Tonnes of CO2 equivalent,Thousands,218177.145
NLD,Netherlands,GHG,Greenhouse gases,TOTAL,2005,Tonnes of CO2 equivalent,Thousands,212447.591
NLD,Netherlands,GHG,Greenhouse gases,TOTAL,2006,Tonnes of CO2 equivalent,Thousands,207397.765
NLD,Netherlands,GHG,Greenhouse gases,TOTAL,2007,Tonnes of CO2 equivalent,Thousands,205783.62
NLD,Netherlands,GHG,Greenhouse gases,TOTAL,2008,Tonnes of CO2 equivalent,Thousands,205213.101
NLD,Netherlands,GHG,Greenhouse gases,TOTAL,2009,Tonnes of CO2 equivalent,Thousands,199616.392
NLD,Netherlands,GHG,Greenhouse gases,TOTAL,2010,Tonnes of CO2 equivalent,Thousands,211583.233
NLD,Netherlands,GHG,Greenhouse gases,TOTAL,2011,Tonnes of CO2 equivalent,Thousands,197244.083
NLD,Netherlands,GHG,Greenhouse gases,TOTAL,2012,Tonnes of CO2 equivalent,Thousands,193009.403
NLD,Netherlands,GHG,Greenhouse gases,TOTAL,2013,Tonnes of CO2 equivalent,Thousands,193342.444
NLD,Netherlands,GHG,Greenhouse gases,TOTAL,2014,Tonnes of CO2 equivalent,Thousands,185548.934
NLD,Netherlands,GHG,Greenhouse gases,TOTAL,2015,Tonnes of CO2 equivalent,Thousands,192648.931
NLD,Netherlands,GHG,Greenhouse gases,TOTAL,2016,Tonnes of CO2 equivalent,Thousands,193058.389
NLD,Netherlands,GHG,Greenhouse gases,TOTAL,2017,Tonnes of CO2 equivalent,Thousands,190568.238
NLD,Netherlands,GHG,Greenhouse gases,TOTAL,2018,Tonnes of CO2 equivalent,Thousands,185596.905
NLD,Netherlands,GHG,Greenhouse gases,TOTAL,2019,Tonnes of CO2 equivalent,Thousands,179837.653
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,1990,Tonnes of CO2 equivalent,Thousands,65196.981
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,1991,Tonnes of CO2 equivalent,Thousands,66175.527
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,1992,Tonnes of CO2 equivalent,Thousands,67332.214
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,1993,Tonnes of CO2 equivalent,Thousands,67194.374
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,1994,Tonnes of CO2 equivalent,Thousands,68443.501
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,1995,Tonnes of CO2 equivalent,Thousands,69012.907
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,1996,Tonnes of CO2 equivalent,Thousands,71191.486
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,1997,Tonnes of CO2 equivalent,Thousands,74027.478
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,1998,Tonnes of CO2 equivalent,Thousands,71822.353
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,1999,Tonnes of CO2 equivalent,Thousands,73576.262
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,2000,Tonnes of CO2 equivalent,Thousands,75515.169
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,2001,Tonnes of CO2 equivalent,Thousands,78503.95
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,2002,Tonnes of CO2 equivalent,Thousands,78594.908
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,2003,Tonnes of CO2 equivalent,Thousands,80784.302
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,2004,Tonnes of CO2 equivalent,Thousands,80621.383
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,2005,Tonnes of CO2 equivalent,Thousands,82666.103
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,2006,Tonnes of CO2 equivalent,Thousands,82832.552
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,2007,Tonnes of CO2 equivalent,Thousands,80727.516
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,2008,Tonnes of CO2 equivalent,Thousands,80494.161
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,2009,Tonnes of CO2 equivalent,Thousands,77834.612
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,2010,Tonnes of CO2 equivalent,Thousands,78426.317
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,2011,Tonnes of CO2 equivalent,Thousands,78290.279
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,2012,Tonnes of CO2 equivalent,Thousands,80482.572
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,2013,Tonnes of CO2 equivalent,Thousands,79805.655
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,2014,Tonnes of CO2 equivalent,Thousands,80618.398
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,2015,Tonnes of CO2 equivalent,Thousands,80450.065
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,2016,Tonnes of CO2 equivalent,Thousands,78391.484
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,2017,Tonnes of CO2 equivalent,Thousands,79889.594
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,2018,Tonnes of CO2 equivalent,Thousands,80079.582
NZL,New Zealand,GHG,Greenhouse gases,TOTAL,2019,Tonnes of CO2 equivalent,Thousands,81617.058
NOR,Norway,GHG,Greenhouse gases,TOTAL,1990,Tonnes of CO2 equivalent,Thousands,51431.791
NOR,Norway,GHG,Greenhouse gases,TOTAL,1991,Tonnes of CO2 equivalent,Thousands,49025.047
NOR,Norway,GHG,Greenhouse gases,TOTAL,1992,Tonnes of CO2 equivalent,Thousands,47367.611
NOR,Norway,GHG,Greenhouse gases,TOTAL,1993,Tonnes of CO2 equivalent,Thousands,49331.791
NOR,Norway,GHG,Greenhouse gases,TOTAL,1994,Tonnes of CO2 equivalent,Thousands,51236.051
NOR,Norway,GHG,Greenhouse gases,TOTAL,1995,Tonnes of CO2 equivalent,Thousands,51631.424
NOR,Norway,GHG,Greenhouse gases,TOTAL,1996,Tonnes of CO2 equivalent,Thousands,54511.429
NOR,Norway,GHG,Greenhouse gases,TOTAL,1997,Tonnes of CO2 equivalent,Thousands,54533.099
NOR,Norway,GHG,Greenhouse gases,TOTAL,1998,Tonnes of CO2 equivalent,Thousands,54560.823
NOR,Norway,GHG,Greenhouse gases,TOTAL,1999,Tonnes of CO2 equivalent,Thousands,55582.864
NOR,Norway,GHG,Greenhouse gases,TOTAL,2000,Tonnes of CO2 equivalent,Thousands,54922.381
NOR,Norway,GHG,Greenhouse gases,TOTAL,2001,Tonnes of CO2 equivalent,Thousands,56192.66
NOR,Norway,GHG,Greenhouse gases,TOTAL,2002,Tonnes of CO2 equivalent,Thousands,55009.78
NOR,Norway,GHG,Greenhouse gases,TOTAL,2003,Tonnes of CO2 equivalent,Thousands,55613.214
NOR,Norway,GHG,Greenhouse gases,TOTAL,2004,Tonnes of CO2 equivalent,Thousands,56013.998
NOR,Norway,GHG,Greenhouse gases,TOTAL,2005,Tonnes of CO2 equivalent,Thousands,54945.193
NOR,Norway,GHG,Greenhouse gases,TOTAL,2006,Tonnes of CO2 equivalent,Thousands,54933.791
NOR,Norway,GHG,Greenhouse gases,TOTAL,2007,Tonnes of CO2 equivalent,Thousands,56604.909
NOR,Norway,GHG,Greenhouse gases,TOTAL,2008,Tonnes of CO2 equivalent,Thousands,55131.031
NOR,Norway,GHG,Greenhouse gases,TOTAL,2009,Tonnes of CO2 equivalent,Thousands,52672.109
NOR,Norway,GHG,Greenhouse gases,TOTAL,2010,Tonnes of CO2 equivalent,Thousands,54938.674
NOR,Norway,GHG,Greenhouse gases,TOTAL,2011,Tonnes of CO2 equivalent,Thousands,53990.816
NOR,Norway,GHG,Greenhouse gases,TOTAL,2012,Tonnes of CO2 equivalent,Thousands,53412.712
NOR,Norway,GHG,Greenhouse gases,TOTAL,2013,Tonnes of CO2 equivalent,Thousands,53671.557
NOR,Norway,GHG,Greenhouse gases,TOTAL,2014,Tonnes of CO2 equivalent,Thousands,54040.582
NOR,Norway,GHG,Greenhouse gases,TOTAL,2015,Tonnes of CO2 equivalent,Thousands,54488.249
NOR,Norway,GHG,Greenhouse gases,TOTAL,2016,Tonnes of CO2 equivalent,Thousands,53585.779
NOR,Norway,GHG,Greenhouse gases,TOTAL,2017,Tonnes of CO2 equivalent,Thousands,52840.349
NOR,Norway,GHG,Greenhouse gases,TOTAL,2018,Tonnes of CO2 equivalent,Thousands,52871.073
NOR,Norway,GHG,Greenhouse gases,TOTAL,2019,Tonnes of CO2 equivalent,Thousands,51086.034
POL,Poland,GHG,Greenhouse gases,TOTAL,1990,Tonnes of CO2 equivalent,Thousands,475872.746
POL,Poland,GHG,Greenhouse gases,TOTAL,1991,Tonnes of CO2 equivalent,Thousands,463801.213
POL,Poland,GHG,Greenhouse gases,TOTAL,1992,Tonnes of CO2 equivalent,Thousands,451029.351
POL,Poland,GHG,Greenhouse gases,TOTAL,1993,Tonnes of CO2 equivalent,Thousands,450927.277
POL,Poland,GHG,Greenhouse gases,TOTAL,1994,Tonnes of CO2 equivalent,Thousands,445318.008
POL,Poland,GHG,Greenhouse gases,TOTAL,1995,Tonnes of CO2 equivalent,Thousands,447348.593
POL,Poland,GHG,Greenhouse gases,TOTAL,1996,Tonnes of CO2 equivalent,Thousands,461159.063
POL,Poland,GHG,Greenhouse gases,TOTAL,1997,Tonnes of CO2 equivalent,Thousands,451079.164
POL,Poland,GHG,Greenhouse gases,TOTAL,1998,Tonnes of CO2 equivalent,Thousands,420746.342
POL,Poland,GHG,Greenhouse gases,TOTAL,1999,Tonnes of CO2 equivalent,Thousands,409335.655
POL,Poland,GHG,Greenhouse gases,TOTAL,2000,Tonnes of CO2 equivalent,Thousands,396680.486
POL,Poland,GHG,Greenhouse gases,TOTAL,2001,Tonnes of CO2 equivalent,Thousands,395275.607
POL,Poland,GHG,Greenhouse gases,TOTAL,2002,Tonnes of CO2 equivalent,Thousands,385552.01
POL,Poland,GHG,Greenhouse gases,TOTAL,2003,Tonnes of CO2 equivalent,Thousands,399360.755
POL,Poland,GHG,Greenhouse gases,TOTAL,2004,Tonnes of CO2 equivalent,Thousands,405015.287
POL,Poland,GHG,Greenhouse gases,TOTAL,2005,Tonnes of CO2 equivalent,Thousands,405202.258
POL,Poland,GHG,Greenhouse gases,TOTAL,2006,Tonnes of CO2 equivalent,Thousands,420378.631
POL,Poland,GHG,Greenhouse gases,TOTAL,2007,Tonnes of CO2 equivalent,Thousands,420214.816
POL,Poland,GHG,Greenhouse gases,TOTAL,2008,Tonnes of CO2 equivalent,Thousands,413674.67
POL,Poland,GHG,Greenhouse gases,TOTAL,2009,Tonnes of CO2 equivalent,Thousands,395673.69
POL,Poland,GHG,Greenhouse gases,TOTAL,2010,Tonnes of CO2 equivalent,Thousands,412901.832
POL,Poland,GHG,Greenhouse gases,TOTAL,2011,Tonnes of CO2 equivalent,Thousands,411821.413
POL,Poland,GHG,Greenhouse gases,TOTAL,2012,Tonnes of CO2 equivalent,Thousands,404244.112
POL,Poland,GHG,Greenhouse gases,TOTAL,2013,Tonnes of CO2 equivalent,Thousands,400103.332
POL,Poland,GHG,Greenhouse gases,TOTAL,2014,Tonnes of CO2 equivalent,Thousands,387209.276
POL,Poland,GHG,Greenhouse gases,TOTAL,2015,Tonnes of CO2 equivalent,Thousands,389149.281
POL,Poland,GHG,Greenhouse gases,TOTAL,2016,Tonnes of CO2 equivalent,Thousands,400064.979
POL,Poland,GHG,Greenhouse gases,TOTAL,2017,Tonnes of CO2 equivalent,Thousands,414395.745
POL,Poland,GHG,Greenhouse gases,TOTAL,2018,Tonnes of CO2 equivalent,Thousands,413128.198
POL,Poland,GHG,Greenhouse gases,TOTAL,2019,Tonnes of CO2 equivalent,Thousands,390538.936
PRT,Portugal,GHG,Greenhouse gases,TOTAL,1990,Tonnes of CO2 equivalent,Thousands,58365.683
PRT,Portugal,GHG,Greenhouse gases,TOTAL,1991,Tonnes of CO2 equivalent,Thousands,60288.063
PRT,Portugal,GHG,Greenhouse gases,TOTAL,1992,Tonnes of CO2 equivalent,Thousands,64147.526
PRT,Portugal,GHG,Greenhouse gases,TOTAL,1993,Tonnes of CO2 equivalent,Thousands,62651.519
PRT,Portugal,GHG,Greenhouse gases,TOTAL,1994,Tonnes of CO2 equivalent,Thousands,63560.344
PRT,Portugal,GHG,Greenhouse gases,TOTAL,1995,Tonnes of CO2 equivalent,Thousands,68231.914
PRT,Portugal,GHG,Greenhouse gases,TOTAL,1996,Tonnes of CO2 equivalent,Thousands,65948.353
PRT,Portugal,GHG,Greenhouse gases,TOTAL,1997,Tonnes of CO2 equivalent,Thousands,69146.787
PRT,Portugal,GHG,Greenhouse gases,TOTAL,1998,Tonnes of CO2 equivalent,Thousands,74018.721
PRT,Portugal,GHG,Greenhouse gases,TOTAL,1999,Tonnes of CO2 equivalent,Thousands,82117.517
PRT,Portugal,GHG,Greenhouse gases,TOTAL,2000,Tonnes of CO2 equivalent,Thousands,81402.91
PRT,Portugal,GHG,Greenhouse gases,TOTAL,2001,Tonnes of CO2 equivalent,Thousands,80944.321
PRT,Portugal,GHG,Greenhouse gases,TOTAL,2002,Tonnes of CO2 equivalent,Thousands,85407.3
PRT,Portugal,GHG,Greenhouse gases,TOTAL,2003,Tonnes of CO2 equivalent,Thousands,80319.393
PRT,Portugal,GHG,Greenhouse gases,TOTAL,2004,Tonnes of CO2 equivalent,Thousands,83609.512
PRT,Portugal,GHG,Greenhouse gases,TOTAL,2005,Tonnes of CO2 equivalent,Thousands,85563.976
PRT,Portugal,GHG,Greenhouse gases,TOTAL,2006,Tonnes of CO2 equivalent,Thousands,80735.918
PRT,Portugal,GHG,Greenhouse gases,TOTAL,2007,Tonnes of CO2 equivalent,Thousands,78468.952
PRT,Portugal,GHG,Greenhouse gases,TOTAL,2008,Tonnes of CO2 equivalent,Thousands,76078.085
PRT,Portugal,GHG,Greenhouse gases,TOTAL,2009,Tonnes of CO2 equivalent,Thousands,72970.193
PRT,Portugal,GHG,Greenhouse gases,TOTAL,2010,Tonnes of CO2 equivalent,Thousands,68726.559
PRT,Portugal,GHG,Greenhouse gases,TOTAL,2011,Tonnes of CO2 equivalent,Thousands,67241.83
PRT,Portugal,GHG,Greenhouse gases,TOTAL,2012,Tonnes of CO2 equivalent,Thousands,65313.967
PRT,Portugal,GHG,Greenhouse gases,TOTAL,2013,Tonnes of CO2 equivalent,Thousands,63447.861
PRT,Portugal,GHG,Greenhouse gases,TOTAL,2014,Tonnes of CO2 equivalent,Thousands,63379.078
PRT,Portugal,GHG,Greenhouse gases,TOTAL,2015,Tonnes of CO2 equivalent,Thousands,67534.546
PRT,Portugal,GHG,Greenhouse gases,TOTAL,2016,Tonnes of CO2 equivalent,Thousands,65694.904
PRT,Portugal,GHG,Greenhouse gases,TOTAL,2017,Tonnes of CO2 equivalent,Thousands,70758.474
PRT,Portugal,GHG,Greenhouse gases,TOTAL,2018,Tonnes of CO2 equivalent,Thousands,67091.624
PRT,Portugal,GHG,Greenhouse gases,TOTAL,2019,Tonnes of CO2 equivalent,Thousands,63467.902
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,1990,Tonnes of CO2 equivalent,Thousands,73374.792
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,1991,Tonnes of CO2 equivalent,Thousands,63918.513
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,1992,Tonnes of CO2 equivalent,Thousands,58210.713
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,1993,Tonnes of CO2 equivalent,Thousands,54800.77
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,1994,Tonnes of CO2 equivalent,Thousands,52331.006
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,1995,Tonnes of CO2 equivalent,Thousands,52840.35
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,1996,Tonnes of CO2 equivalent,Thousands,52686.83
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,1997,Tonnes of CO2 equivalent,Thousands,52537.199
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,1998,Tonnes of CO2 equivalent,Thousands,51818.948
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,1999,Tonnes of CO2 equivalent,Thousands,50517.045
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,2000,Tonnes of CO2 equivalent,Thousands,48704.166
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,2001,Tonnes of CO2 equivalent,Thousands,51033.177
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,2002,Tonnes of CO2 equivalent,Thousands,49638.079
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,2003,Tonnes of CO2 equivalent,Thousands,49770.515
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,2004,Tonnes of CO2 equivalent,Thousands,50505.501
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,2005,Tonnes of CO2 equivalent,Thousands,50495.104
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,2006,Tonnes of CO2 equivalent,Thousands,50304.736
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,2007,Tonnes of CO2 equivalent,Thousands,48574.308
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,2008,Tonnes of CO2 equivalent,Thousands,49101.026
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,2009,Tonnes of CO2 equivalent,Thousands,44813.942
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,2010,Tonnes of CO2 equivalent,Thousands,45624.016
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,2011,Tonnes of CO2 equivalent,Thousands,44642.636
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,2012,Tonnes of CO2 equivalent,Thousands,42237.69
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,2013,Tonnes of CO2 equivalent,Thousands,41915.265
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,2014,Tonnes of CO2 equivalent,Thousands,39959.819
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,2015,Tonnes of CO2 equivalent,Thousands,40657.975
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,2016,Tonnes of CO2 equivalent,Thousands,41126.852
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,2017,Tonnes of CO2 equivalent,Thousands,42215.285
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,2018,Tonnes of CO2 equivalent,Thousands,42081.771
SVK,Slovak Republic,GHG,Greenhouse gases,TOTAL,2019,Tonnes of CO2 equivalent,Thousands,39776.349
ESP,Spain,GHG,Greenhouse gases,TOTAL,1990,Tonnes of CO2 equivalent,Thousands,290103.673
ESP,Spain,GHG,Greenhouse gases,TOTAL,1991,Tonnes of CO2 equivalent,Thousands,297816.597
ESP,Spain,GHG,Greenhouse gases,TOTAL,1992,Tonnes of CO2 equivalent,Thousands,307440.415
ESP,Spain,GHG,Greenhouse gases,TOTAL,1993,Tonnes of CO2 equivalent,Thousands,296865.052
ESP,Spain,GHG,Greenhouse gases,TOTAL,1994,Tonnes of CO2 equivalent,Thousands,313888.669
ESP,Spain,GHG,Greenhouse gases,TOTAL,1995,Tonnes of CO2 equivalent,Thousands,330044.526
ESP,Spain,GHG,Greenhouse gases,TOTAL,1996,Tonnes of CO2 equivalent,Thousands,322247.128
ESP,Spain,GHG,Greenhouse gases,TOTAL,1997,Tonnes of CO2 equivalent,Thousands,336504.83
ESP,Spain,GHG,Greenhouse gases,TOTAL,1998,Tonnes of CO2 equivalent,Thousands,345924.155
ESP,Spain,GHG,Greenhouse gases,TOTAL,1999,Tonnes of CO2 equivalent,Thousands,372916.279
ESP,Spain,GHG,Greenhouse gases,TOTAL,2000,Tonnes of CO2 equivalent,Thousands,388091.258
ESP,Spain,GHG,Greenhouse gases,TOTAL,2001,Tonnes of CO2 equivalent,Thousands,385864.193
ESP,Spain,GHG,Greenhouse gases,TOTAL,2002,Tonnes of CO2 equivalent,Thousands,403903.884
ESP,Spain,GHG,Greenhouse gases,TOTAL,2003,Tonnes of CO2 equivalent,Thousands,411770.576
ESP,Spain,GHG,Greenhouse gases,TOTAL,2004,Tonnes of CO2 equivalent,Thousands,427565.566
ESP,Spain,GHG,Greenhouse gases,TOTAL,2005,Tonnes of CO2 equivalent,Thousands,442321.403
ESP,Spain,GHG,Greenhouse gases,TOTAL,2006,Tonnes of CO2 equivalent,Thousands,435528.487
ESP,Spain,GHG,Greenhouse gases,TOTAL,2007,Tonnes of CO2 equivalent,Thousands,446685.747
ESP,Spain,GHG,Greenhouse gases,TOTAL,2008,Tonnes of CO2 equivalent,Thousands,412489.579
ESP,Spain,GHG,Greenhouse gases,TOTAL,2009,Tonnes of CO2 equivalent,Thousands,372606.631
ESP,Spain,GHG,Greenhouse gases,TOTAL,2010,Tonnes of CO2 equivalent,Thousands,358156.642
ESP,Spain,GHG,Greenhouse gases,TOTAL,2011,Tonnes of CO2 equivalent,Thousands,357852.037
ESP,Spain,GHG,Greenhouse gases,TOTAL,2012,Tonnes of CO2 equivalent,Thousands,350635.373
ESP,Spain,GHG,Greenhouse gases,TOTAL,2013,Tonnes of CO2 equivalent,Thousands,323830.863
ESP,Spain,GHG,Greenhouse gases,TOTAL,2014,Tonnes of CO2 equivalent,Thousands,325894.011
ESP,Spain,GHG,Greenhouse gases,TOTAL,2015,Tonnes of CO2 equivalent,Thousands,337416.383
ESP,Spain,GHG,Greenhouse gases,TOTAL,2016,Tonnes of CO2 equivalent,Thousands,325627.6
ESP,Spain,GHG,Greenhouse gases,TOTAL,2017,Tonnes of CO2 equivalent,Thousands,338844.75
ESP,Spain,GHG,Greenhouse gases,TOTAL,2018,Tonnes of CO2 equivalent,Thousands,333251.397
ESP,Spain,GHG,Greenhouse gases,TOTAL,2019,Tonnes of CO2 equivalent,Thousands,313828.489
SWE,Sweden,GHG,Greenhouse gases,TOTAL,1990,Tonnes of CO2 equivalent,Thousands,71441.555
SWE,Sweden,GHG,Greenhouse gases,TOTAL,1991,Tonnes of CO2 equivalent,Thousands,71688.516
SWE,Sweden,GHG,Greenhouse gases,TOTAL,1992,Tonnes of CO2 equivalent,Thousands,71213.258
SWE,Sweden,GHG,Greenhouse gases,TOTAL,1993,Tonnes of CO2 equivalent,Thousands,71510.192
SWE,Sweden,GHG,Greenhouse gases,TOTAL,1994,Tonnes of CO2 equivalent,Thousands,74016.112
SWE,Sweden,GHG,Greenhouse gases,TOTAL,1995,Tonnes of CO2 equivalent,Thousands,73363.501
SWE,Sweden,GHG,Greenhouse gases,TOTAL,1996,Tonnes of CO2 equivalent,Thousands,77313.203
SWE,Sweden,GHG,Greenhouse gases,TOTAL,1997,Tonnes of CO2 equivalent,Thousands,72310.304
SWE,Sweden,GHG,Greenhouse gases,TOTAL,1998,Tonnes of CO2 equivalent,Thousands,72759.318
SWE,Sweden,GHG,Greenhouse gases,TOTAL,1999,Tonnes of CO2 equivalent,Thousands,69684.059
SWE,Sweden,GHG,Greenhouse gases,TOTAL,2000,Tonnes of CO2 equivalent,Thousands,68337.642
SWE,Sweden,GHG,Greenhouse gases,TOTAL,2001,Tonnes of CO2 equivalent,Thousands,69156.523
SWE,Sweden,GHG,Greenhouse gases,TOTAL,2002,Tonnes of CO2 equivalent,Thousands,69871.856
SWE,Sweden,GHG,Greenhouse gases,TOTAL,2003,Tonnes of CO2 equivalent,Thousands,70231.124
SWE,Sweden,GHG,Greenhouse gases,TOTAL,2004,Tonnes of CO2 equivalent,Thousands,69656.839
SWE,Sweden,GHG,Greenhouse gases,TOTAL,2005,Tonnes of CO2 equivalent,Thousands,66827.532
SWE,Sweden,GHG,Greenhouse gases,TOTAL,2006,Tonnes of CO2 equivalent,Thousands,66441.37
SWE,Sweden,GHG,Greenhouse gases,TOTAL,2007,Tonnes of CO2 equivalent,Thousands,65324.016
SWE,Sweden,GHG,Greenhouse gases,TOTAL,2008,Tonnes of CO2 equivalent,Thousands,62952.521
SWE,Sweden,GHG,Greenhouse gases,TOTAL,2009,Tonnes of CO2 equivalent,Thousands,58680.169
SWE,Sweden,GHG,Greenhouse gases,TOTAL,2010,Tonnes of CO2 equivalent,Thousands,64713.641
SWE,Sweden,GHG,Greenhouse gases,TOTAL,2011,Tonnes of CO2 equivalent,Thousands,60371.632
SWE,Sweden,GHG,Greenhouse gases,TOTAL,2012,Tonnes of CO2 equivalent,Thousands,57508.572
SWE,Sweden,GHG,Greenhouse gases,TOTAL,2013,Tonnes of CO2 equivalent,Thousands,55842.977
SWE,Sweden,GHG,Greenhouse gases,TOTAL,2014,Tonnes of CO2 equivalent,Thousands,53944.024
SWE,Sweden,GHG,Greenhouse gases,TOTAL,2015,Tonnes of CO2 equivalent,Thousands,54105.996
SWE,Sweden,GHG,Greenhouse gases,TOTAL,2016,Tonnes of CO2 equivalent,Thousands,53701.68
SWE,Sweden,GHG,Greenhouse gases,TOTAL,2017,Tonnes of CO2 equivalent,Thousands,53100.525
SWE,Sweden,GHG,Greenhouse gases,TOTAL,2018,Tonnes of CO2 equivalent,Thousands,52149.828
SWE,Sweden,GHG,Greenhouse gases,TOTAL,2019,Tonnes of CO2 equivalent,Thousands,50810.593
CHE,Switzerland,GHG,Greenhouse gases,TOTAL,1990,Tonnes of CO2 equivalent,Thousands,53566.248
CHE,Switzerland,GHG,Greenhouse gases,TOTAL,1991,Tonnes of CO2 equivalent,Thousands,55473.483
CHE,Switzerland,GHG,Greenhouse gases,TOTAL,1992,Tonnes of CO2 equivalent,Thousands,55241.685
CHE,Switzerland,GHG,Greenhouse gases,TOTAL,1993,Tonnes of CO2 equivalent,Thousands,52695.052
CHE,Switzerland,GHG,Greenhouse gases,TOTAL,1994,Tonnes of CO2 equivalent,Thousands,51688.113
CHE,Switzerland,GHG,Greenhouse gases,TOTAL,1995,Tonnes of CO2 equivalent,Thousands,52621.606
CHE,Switzerland,GHG,Greenhouse gases,TOTAL,1996,Tonnes of CO2 equivalent,Thousands,53323.903
CHE,Switzerland,GHG,Greenhouse gases,TOTAL,1997,Tonnes of CO2 equivalent,Thousands,52170.061
CHE,Switzerland,GHG,Greenhouse gases,TOTAL,1998,Tonnes of CO2 equivalent,Thousands,53736.414
CHE,Switzerland,GHG,Greenhouse gases,TOTAL,1999,Tonnes of CO2 equivalent,Thousands,53580.156
CHE,Switzerland,GHG,Greenhouse gases,TOTAL,2000,Tonnes of CO2 equivalent,Thousands,52889.124
CHE,Switzerland,GHG,Greenhouse gases,TOTAL,2001,Tonnes of CO2 equivalent,Thousands,54428.304
CHE,Switzerland,GHG,Greenhouse gases,TOTAL,2002,Tonnes of CO2 equivalent,Thousands,52938.185
CHE,Switzerland,GHG,Greenhouse gases,TOTAL,2003,Tonnes of CO2 equivalent,Thousands,54022.305
CHE,Switzerland,GHG,Greenhouse gases,TOTAL,2004,Tonnes of CO2 equivalent,Thousands,54653.874
CHE,Switzerland,GHG,Greenhouse gases,TOTAL,2005,Tonnes of CO2 equivalent,Thousands,55299.173
CHE,Switzerland,GHG,Greenhouse gases,TOTAL,2006,Tonnes of CO2 equivalent,Thousands,54990.569
CHE,Switzerland,GHG,Greenhouse gases,TOTAL,2007,Tonnes of CO2 equivalent,Thousands,53076.988
CHE,Switzerland,GHG,Greenhouse gases,TOTAL,2008,Tonnes of CO2 equivalent,Thousands,54492.872
