demre_code,weighted_threshold,unique_code,nem_weight,ranking_weight,math_weight,lang_weight,hist_weight,scie_weight,other_wieight,tipoies,region,nombreies,nombrecarrera,jornada,ingreso_directo
29078,493.25,I75S2C25J1V2,10.0,40.0,10.0,15.0,25.0,0.0,0.0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,PEDAGOGIA EN HISTORIA Y GEOGRAFIA,Diurno,0
29076,477.2,I75S2C26J1V1,20.0,40.0,10.0,20.0,10.0,0.0,0.0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,PEDAGOGIA EN INGLES,Diurno,0
29066,586.1,I75S2C27J1V2,10.0,40.0,10.0,30.0,10.0,10.0,0.0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,TRABAJO SOCIAL,Diurno,0
29059,557.9,I75S2C29J1V2,20.0,30.0,25.0,15.0,10.0,10.0,0.0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,INGENIERIA COMERCIAL,Diurno,0
29086,496.5,I75S2C45J1V1,10.0,40.0,30.0,10.0,10.0,10.0,0.0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,PEDAGOGIA EN EDUCACION MATEMATICA,Diurno,0
29073,487.8,I75S2C50J1V1,15.0,40.0,20.0,10.0,0.0,15.0,0.0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,PEDAGOGIA EN CIENCIAS NATURALES MENCION BIOLOGIA O FISICA O QUIMICA,Diurno,0
29055,531.65,I75S2C54J1V1,15.0,30.0,15.0,25.0,0.0,15.0,0.0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,FONOAUDIOLOGIA,Diurno,0
29067,666.1,I75S2C55J1V1,20.0,40.0,10.0,20.0,10.0,10.0,0.0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,PSICOLOGIA,Diurno,0
29071,488.85,I75S2C56J1V2,30.0,30.0,15.0,15.0,10.0,10.0,0.0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,PEDAGOGIA EN EDUCACION FISICA,Diurno,0
29064,551.8,I75S2C5J1V3,20.0,30.0,10.0,30.0,10.0,0.0,0.0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,DISEÑO GRAFICO,Diurno,0
29052,605.85,I75S2C8J1V2,20.0,15.0,15.0,25.0,0.0,25.0,0.0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,ENFERMERIA,Diurno,0
30090,511.3,I76S1C102J1V2,15.0,25.0,35.0,15.0,0.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,INGENIERIA CIVIL EN BIOTECNOLOGIA,Diurno,0
30085,542.8,I76S1C11J1V1,10.0,30.0,30.0,20.0,10.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,INGENIERIA COMERCIAL,Diurno,0
30066,500.4,I76S1C125J1V1,10.0,30.0,20.0,30.0,10.0,0.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,TRABAJO SOCIAL,Diurno,0
30007,512.05,I76S1C17J1V1,15.0,25.0,35.0,15.0,0.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,INGENIERIA EN CONSTRUCCION,Diurno,0
30023,572.05,I76S1C19J1V1,10.0,30.0,25.0,15.0,0.0,20.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,KINESIOLOGIA,Diurno,0
30070,467.95,I76S1C1J1V1,10.0,30.0,25.0,20.0,0.0,15.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,AGRONOMIA,Diurno,0
30026,754.55,I76S1C20J1V1,10.0,30.0,25.0,15.0,0.0,20.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,MEDICINA,Diurno,0
30029,579.75,I76S1C21J1V1,10.0,30.0,25.0,15.0,0.0,20.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,NUTRICION Y DIETETICA,Diurno,0
30032,655.8,I76S1C22J1V1,10.0,30.0,25.0,15.0,0.0,20.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,OBSTETRICIA Y PUERICULTURA,Diurno,0
30022,534.75,I76S1C233J1V1,10.0,30.0,25.0,15.0,0.0,20.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,TERAPIA OCUPACIONAL,Diurno,0
30033,661.9,I76S1C23J1V1,10.0,35.0,30.0,15.0,0.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,ODONTOLOGIA,Diurno,0
30073,500.05,I76S1C256J1V1,15.0,25.0,35.0,15.0,0.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,BIOQUIMICA,Diurno,0
30044,484.8,I76S1C26J1V1,10.0,30.0,15.0,35.0,10.0,0.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,PEDAGOGIA EN CASTELLANO Y COMUNICACION,Diurno,0
30039,512.8,I76S1C275J1V1,10.0,30.0,20.0,25.0,15.0,0.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,DERECHO,Diurno,0
30056,477.8,I76S1C278J1V1,10.0,30.0,20.0,30.0,10.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,PEDAGOGIA EN INGLES,Diurno,0
30055,524.0,I76S1C27J1V1,10.0,30.0,20.0,30.0,10.0,0.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,PEDAGOGIA EN HISTORIA Y GEOGRAFIA Y EDUCACION CIVICA,Diurno,0
30096,505.1,I76S1C280J1V2,15.0,25.0,35.0,15.0,0.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,INGENIERIA CIVIL MECANICA,Diurno,0
30091,477.9,I76S1C28J1V1,10.0,30.0,20.0,30.0,10.0,0.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,PERIODISMO,Diurno,0
30065,489.5,I76S1C293J1V1,10.0,30.0,20.0,30.0,10.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,BACHILLERATO EN CIENCIAS SOCIALES,Diurno,0
30094,578.5,I76S1C294J1V2,15.0,25.0,35.0,15.0,0.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,INGENIERIA CIVIL,Diurno,0
30095,596.1,I76S1C296J1V2,15.0,25.0,35.0,15.0,0.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,INGENIERIA CIVIL INFORMATICA,Diurno,0
30064,638.1,I76S1C29J1V1,10.0,30.0,25.0,25.0,10.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,PSICOLOGIA,Diurno,0
30038,519.55,I76S1C310J1V2,15.0,25.0,35.0,15.0,0.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,INGENIERIA CIVIL QUIMICA,Diurno,0
30024,648.4,I76S1C311J1V1,10.0,30.0,25.0,15.0,0.0,20.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,QUIMICA Y FARMACIA,Diurno,0
30092,487.4,I76S1C31J1V1,10.0,30.0,20.0,20.0,20.0,0.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,SOCIOLOGIA,Diurno,0
30035,647.1,I76S1C34J1V1,10.0,30.0,25.0,15.0,0.0,20.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,TECNOLOGIA MEDICA,Diurno,0
30013,508.1,I76S1C371J1V1,15.0,25.0,35.0,15.0,0.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,INGENIERIA CIVIL INDUSTRIAL,Diurno,0
30037,572.4,I76S1C372J1V1,10.0,30.0,25.0,20.0,0.0,15.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,MEDICINA VETERINARIA,Diurno,0
30000,500.7,I76S1C3J1V1,10.0,30.0,30.0,20.0,10.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,CONTADOR PUBLICO Y CONTADOR AUDITOR,Diurno,0
30020,662.05,I76S1C4J1V1,10.0,30.0,25.0,15.0,0.0,20.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,ENFERMERIA,Diurno,0
30047,490.9,I76S1C77J1V1,10.0,30.0,20.0,30.0,10.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,"PEDAGOGIA EN EDUCACION FISICA, DEPORTES Y RECREACION",Diurno,0
30058,504.6,I76S1C78J1V1,10.0,30.0,30.0,20.0,0.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,PEDAGOGIA EN MATEMATICAS,Diurno,0
30086,570.9,I76S1C80J1V1,15.0,25.0,35.0,15.0,0.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,INGENIERIA INFORMATICA,Diurno,0
30060,492.0,I76S1C83J1V1,10.0,30.0,30.0,20.0,0.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,"PEDAGOGIA EN CIENCIAS MENCION BIOLOGIA, QUIMICA O FISICA",Diurno,0
30021,504.6,I76S1C87J1V1,10.0,30.0,25.0,15.0,0.0,20.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,FONOAUDIOLOGIA,Diurno,0
30068,472.95,I76S1C88J1V1,10.0,30.0,25.0,20.0,0.0,15.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,BIOTECNOLOGIA,Diurno,0
30069,455.2,I76S1C89J1V1,10.0,30.0,25.0,20.0,0.0,15.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,INGENIERIA EN RECURSOS NATURALES,Diurno,0
30012,525.2,I76S1C8J1V2,15.0,25.0,35.0,15.0,0.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,INGENIERIA CIVIL ELECTRONICA,Diurno,0
30074,509.2,I76S1C90J1V2,15.0,25.0,35.0,15.0,0.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,INGENIERIA CIVIL TELEMATICA,Diurno,0
30076,510.35,I76S1C92J1V3,15.0,25.0,35.0,15.0,0.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,PLAN COMUN INGENIERIA CIVIL,Diurno,0
30077,540.25,I76S1C93J1V2,15.0,25.0,35.0,15.0,0.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,INGENIERIA CIVIL ELECTRICA,Diurno,0
30078,523.75,I76S1C94J1V2,15.0,25.0,35.0,15.0,0.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,INGENIERIA CIVIL MATEMATICA,Diurno,0
30079,528.8,I76S1C95J1V2,15.0,25.0,35.0,15.0,0.0,10.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,INGENIERIA CIVIL AMBIENTAL,Diurno,0
0,0.0,I76S2C282J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,TECNICO GUIA DE TURISMO AVENTURA,Diurno,1
0,0.0,I76S2C283J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,TECNICO SUPERIOR EN TURISMO,Diurno,1
0,0.0,I76S2C297J1V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,TECNICO UNIVERSITARIO EN ENFERMERIA,Diurno,1
33009,461.5,I77S1C11J1V1,10.0,60.0,10.0,10.0,10.0,10.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,INGENIERIA COMERCIAL,Diurno,0
33066,499.0,I77S1C127J1V1,25.0,40.0,15.0,10.0,10.0,10.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,AGRONOMIA,Diurno,0
33080,522.6,I77S1C162J1V1,35.0,35.0,10.0,10.0,0.0,10.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,FONOAUDIOLOGIA,Diurno,0
33053,725.2,I77S1C164J1V1,20.0,25.0,25.0,15.0,15.0,15.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,MEDICINA,Diurno,0
33072,468.3,I77S1C165J1V1,35.0,35.0,10.0,10.0,0.0,10.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,NUTRICION Y DIETETICA,Diurno,0
0,0.0,I77S1C167J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA,Vespertino,1
33069,577.95,I77S1C191J1V1,35.0,35.0,10.0,10.0,10.0,10.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,PEDAGOGIA EN ARTES MUSICALES PARA ENSEÑANZA BASICA Y MEDIA,Diurno,0
33412,559.45,I77S1C203J1V1,35.0,35.0,10.0,10.0,10.0,10.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,PEDAGOGIA EN EDUCACION DIFERENCIAL,Diurno,0
0,0.0,I77S1C219J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN ACUICULTURA,Vespertino,1
0,0.0,I77S1C220J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN ANALISIS DE SISTEMAS COMPUTACIONALES,Vespertino,1
0,0.0,I77S1C222J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN EDUCACION ESPECIAL,Vespertino,1
0,0.0,I77S1C223J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN MANTENIMIENTO INDUSTRIAL MENCION HIDRAULICA NEUMATICA - MENCION ELECTRO MECANICA,Vespertino,1
0,0.0,I77S1C224J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN PROCESOS INDUSTRIALES MENCION GESTION DE CALIDAD - MENCION INDUSTRIA QUIMICA,Vespertino,1
0,0.0,I77S1C227J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN TURISMO MENCION OUTDOOR / EXPEDICIONES Y TURISMO - MENCION HOSPITALITY / HOSPITALIDAD TURISTICA,Vespertino,1
0,0.0,I77S1C241J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN CONSTRUCCION,Vespertino,1
0,0.0,I77S1C243J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN PREVENCION DE RIESGOS MENCION HIGIENE INDUSTRIAL Y SALUD OCUPACIONAL,Vespertino,1
0,0.0,I77S1C244J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN TECNOLOGIA ENERGETICA Y ENERGIAS NO CONVENCIONALES,Vespertino,1
33033,639.3,I77S1C24J1V1,35.0,35.0,10.0,10.0,10.0,10.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,PEDAGOGIA EN EDUCACION BASICA CON MENCION EN LENGUAJE Y MATEMATICAS,Diurno,0
33079,440.6,I77S1C25J1V1,35.0,35.0,10.0,10.0,10.0,10.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,PEDAGOGIA EN EDUCACION FISICA PARA ENSEÑANZA BASICA Y MEDIA,Diurno,0
33081,473.75,I77S1C26J1V1,35.0,35.0,10.0,10.0,10.0,10.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,PEDAGOGIA EN INGLES PARA ENSEÑANZA BASICA Y MEDIA,Diurno,0
33005,494.6,I77S1C27J1V1,10.0,50.0,20.0,10.0,10.0,10.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,INGENIERIA CIVIL PLAN COMUN,Diurno,0
33035,471.2,I77S1C30J1V1,30.0,40.0,10.0,10.0,10.0,10.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TRABAJO SOCIAL,Diurno,0
33025,575.3,I77S1C45J1V1,35.0,15.0,10.0,20.0,20.0,0.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,DERECHO,Diurno,0
33023,523.2,I77S1C49J1V1,30.0,40.0,10.0,10.0,0.0,10.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,KINESIOLOGIA,Diurno,0
33027,536.4,I77S1C4J1V1,10.0,60.0,10.0,10.0,10.0,10.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,AUDITORIA,Diurno,0
33024,452.4,I77S1C50J1V1,40.0,30.0,10.0,10.0,0.0,10.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TERAPIA OCUPACIONAL,Diurno,0
33032,460.05,I77S1C5J1V1,35.0,35.0,10.0,10.0,10.0,10.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,PEDAGOGIA EN EDUCACION PARVULARIA,Diurno,0
33082,514.0,I77S1C64J1V1,35.0,35.0,10.0,10.0,10.0,10.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,PEDAGOGIA EN CASTELLANO Y COMUNICACION PARA ENSEÑANZA MEDIA,Diurno,0
33030,493.9,I77S1C66J1V1,35.0,35.0,10.0,10.0,10.0,10.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,ARQUITECTURA,Diurno,0
33036,454.65,I77S1C67J1V1,20.0,40.0,15.0,10.0,15.0,15.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,BIOLOGIA MARINA,Diurno,0
33078,608.3,I77S1C69J1V1,35.0,35.0,10.0,10.0,10.0,10.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,PSICOLOGIA,Diurno,0
33060,608.85,I77S1C6J1V1,30.0,30.0,15.0,10.0,0.0,15.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,ENFERMERIA,Diurno,0
33070,473.2,I77S1C76J1V1,20.0,40.0,20.0,10.0,10.0,10.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,INGENIERIA EN CONSTRUCCION,Diurno,0
33061,474.4,I77S1C77J1V1,10.0,50.0,20.0,10.0,10.0,10.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,INGENIERIA PLAN COMUN,Diurno,0
0,0.0,I77S2C226J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN TURISMO MENCION HOSPITALITY / HOSPITALIDAD TURISTICA,Diurno,1
0,0.0,I77S4C167J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA,Diurno,1
0,0.0,I77S4C167J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,UNIVERSIDAD DE MAGALLANES,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA,Vespertino,1
0,0.0,I77S4C171J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,UNIVERSIDAD DE MAGALLANES,TECNICO EN NIVEL SUPERIOR EN EDUCACION PARVULARIA,Vespertino,1
34023,709.85,I78S1C11J1V1,25.0,25.0,25.0,10.0,0.0,15.0,0.0,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,ODONTOLOGIA,Diurno,0
34022,672.45,I78S1C12J1V1,25.0,25.0,25.0,10.0,0.0,15.0,0.0,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,TECNOLOGIA MEDICA,Diurno,0
34041,654.85,I78S1C14J1V1,25.0,25.0,25.0,15.0,10.0,10.0,0.0,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,PSICOLOGIA,Diurno,0
34024,622.1,I78S1C15J1V1,25.0,25.0,25.0,10.0,0.0,15.0,0.0,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,KINESIOLOGIA,Diurno,0
34025,458.6,I78S1C16J1V1,25.0,25.0,20.0,20.0,0.0,10.0,0.0,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,FONOAUDIOLOGIA,Diurno,0
34003,553.9,I78S1C1J1V1,25.0,25.0,30.0,10.0,0.0,10.0,0.0,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,AGRONOMIA,Diurno,0
34026,651.75,I78S1C237J1V1,25.0,25.0,25.0,10.0,0.0,15.0,0.0,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,ENFERMERIA,Diurno,0
34027,590.75,I78S1C239J1V1,25.0,25.0,25.0,10.0,0.0,15.0,0.0,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,NUTRICION Y DIETETICA,Diurno,0
34055,491.5,I78S1C242J1V1,25.0,25.0,30.0,10.0,10.0,0.0,0.0,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,AUDITORIA E INGENIERIA EN CONTROL DE GESTION,Diurno,0
34088,569.8,I78S1C243J1V1,25.0,25.0,20.0,20.0,10.0,0.0,0.0,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,ADMINISTRACION PUBLICA,Diurno,0
34030,466.6,I78S1C294J1V1,25.0,25.0,30.0,10.0,0.0,10.0,0.0,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,INGENIERIA CIVIL EN BIOINFORMATICA,Diurno,0
34079,561.3,I78S1C298J1V1,25.0,25.0,30.0,10.0,0.0,10.0,0.0,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,INGENIERIA EN DESARROLLO DE VIDEOJUEGOS Y REALIDAD VIRTUAL,Diurno,0
34060,631.4,I78S1C2J1V1,25.0,25.0,25.0,15.0,10.0,0.0,0.0,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,ARQUITECTURA,Diurno,0
34086,603.35,I78S1C332J1V1,25.0,25.0,25.0,10.0,0.0,15.0,0.0,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,BIOQUIMICA,Diurno,0
34087,568.22,I78S1C337J1V1,25.0,25.0,10.0,30.0,10.0,0.0,0.0,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,LICENCIATURA EN INTERPRETACION Y FORMACION MUSICAL ESPECIALIZADA,Diurno,0
34021,675.95,I78S1C338J1V1,25.0,25.0,25.0,10.0,0.0,15.0,0.0,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,OBSTETRICIA Y PUERICULTURA,Diurno,0
34062,551.65,I78S1C35J1V1,25.0,25.0,20.0,20.0,10.0,0.0,0.0,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,DISEÑO,Diurno,0
34101,607.7,I78S1C369J1V1,25.0,25.0,25.0,15.0,10.0,10.0,0.0,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,TERAPIA OCUPACIONAL,Diurno,0
34011,554.15,I78S1C3J1V1,25.0,25.0,30.0,10.0,10.0,0.0,0.0,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,CONTADOR PUBLICO Y AUDITOR,Diurno,0
34019,487.0,I78S1C42J1V1,25.0,25.0,30.0,10.0,10.0,0.0,0.0,Universidades,REGION DEL MAULE,UNIVERSIDAD DE TALCA,INGENIERIA EN INFORMATICA EMPRESARIAL,Diurno,0
