demre_code,weighted_threshold,unique_code,nem_weight,ranking_weight,math_weight,lang_weight,hist_weight,scie_weight,other_wieight,tipoies,region,nombreies,nombrecarrera,jornada,ingreso_directo
50801,457.75,I39S6C42J1V1,10.0,25.0,30.0,25.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD SAN SEBASTIAN,ARQUITECTURA,Diurno,0
0,0.0,I39S6C435J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD SAN SEBASTIAN,INGENIERIA EN CIBERSEGURIDAD Y AUDITORIA INFORMATICA,Vespertino,1
50806,459.2,I39S6C45J1V2,10.0,20.0,50.0,10.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD SAN SEBASTIAN,INGENIERIA CIVIL INDUSTRIAL,Diurno,0
0,0.0,I39S6C45J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD SAN SEBASTIAN,INGENIERIA CIVIL INDUSTRIAL,Vespertino,1
50937,467.0,I39S6C460J1V1,10.0,10.0,40.0,30.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD SAN SEBASTIAN,BACHILLERATO EN HUMANIDADES Y CIENCIAS SOCIALES,Diurno,0
50813,462.1,I39S6C46J1V1,10.0,20.0,30.0,30.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD SAN SEBASTIAN,PEDAGOGIA EN EDUCACION FISICA,Diurno,0
50804,468.4,I39S6C53J1V1,10.0,10.0,60.0,10.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD SAN SEBASTIAN,INGENIERIA CIVIL,Diurno,0
50832,460.4,I39S6C55J1V1,10.0,20.0,10.0,30.0,30.0,30.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD SAN SEBASTIAN,ADMINISTRACION PUBLICA,Diurno,0
0,0.0,I39S6C55J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD SAN SEBASTIAN,ADMINISTRACION PUBLICA,Vespertino,1
50931,450.4,I39S6C56J1V1,10.0,40.0,20.0,20.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD SAN SEBASTIAN,TERAPIA OCUPACIONAL,Diurno,0
50803,422.2,I39S6C5J1V2,20.0,30.0,20.0,20.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD SAN SEBASTIAN,EDUCACION PARVULARIA,Diurno,0
0,0.0,I39S6C6J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD SAN SEBASTIAN,TRABAJO SOCIAL,Vespertino,1
50817,473.7,I39S6C71J1V1,10.0,20.0,50.0,10.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD SAN SEBASTIAN,INGENIERIA CIVIL PLAN COMUN,Diurno,0
50919,501.5,I39S6C77J1V1,20.0,30.0,25.0,15.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD SAN SEBASTIAN,BACHILLERATO EN CIENCIAS DE LA SALUD,Diurno,0
0,0.0,I39S6C78J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD SAN SEBASTIAN,CONTADOR AUDITOR,Vespertino,1
50816,455.1,I39S6C85J1V2,10.0,30.0,10.0,40.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD SAN SEBASTIAN,PEDAGOGIA DE EDUCACION MEDIA EN LENGUAJE Y COMUNICACION,Diurno,0
0,0.0,I39S6C87J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD SAN SEBASTIAN,INGENIERIA INDUSTRIAL,Vespertino,1
50925,755.6,I39S6C8J1V1,10.0,40.0,20.0,20.0,0.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD SAN SEBASTIAN,MEDICINA,Diurno,0
50814,459.3,I39S6C92J1V2,15.0,15.0,10.0,20.0,40.0,40.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD SAN SEBASTIAN,PEDAGOGIA DE EDUCACION MEDIA EN HISTORIA Y GEOGRAFIA,Diurno,0
50930,516.2,I39S6C9J1V1,10.0,30.0,20.0,20.0,20.0,20.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD SAN SEBASTIAN,TECNOLOGIA MEDICA,Diurno,0
50524,451.7,I39S7C10J1V1,15.0,30.0,20.0,25.0,10.0,10.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,KINESIOLOGIA,Diurno,0
50527,561.6,I39S7C145J1V1,10.0,30.0,20.0,30.0,10.0,10.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,OBSTETRICIA,Diurno,0
0,0.0,I39S7C167J5V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,LICENCIATURA EN TRABAJO SOCIAL,Otro,1
0,0.0,I39S7C168J5V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,PROGRAMA DE FORMACION PEDAGOGICA PARA LICENCIADOS Y/O PROFESIONALES,Otro,1
50521,497.9,I39S7C16J1V1,10.0,40.0,20.0,20.0,10.0,10.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,ENFERMERIA,Diurno,0
0,0.0,I39S7C180J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Vespertino,1
50510,525.3,I39S7C18J1V1,20.0,30.0,30.0,10.0,10.0,10.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,ODONTOLOGIA,Diurno,0
50508,465.9,I39S7C1J1V1,20.0,30.0,30.0,10.0,10.0,10.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,INGENIERIA COMERCIAL,Diurno,0
0,0.0,I39S7C1J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,INGENIERIA COMERCIAL,Vespertino,1
0,0.0,I39S7C21J5V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,PEDAGOGIA EN EDUCACION DIFERENCIAL - PLAN DE PROSECUCION DE ESTUDIOS,Otro,1
50526,457.0,I39S7C26J1V1,20.0,30.0,10.0,30.0,10.0,10.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,NUTRICION Y DIETETICA,Diurno,0
50529,454.85,I39S7C28J1V1,10.0,30.0,35.0,10.0,15.0,15.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,QUIMICA Y FARMACIA,Diurno,0
50528,484.9,I39S7C2J1V1,10.0,30.0,10.0,40.0,10.0,10.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,PSICOLOGIA,Diurno,0
0,0.0,I39S7C2J5V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,PSICOLOGIA,Otro,1
0,0.0,I39S7C308J5V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,LICENCIATURA EN EDUCACION,Otro,1
50522,457.8,I39S7C39J1V1,30.0,30.0,10.0,20.0,10.0,10.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,FONOAUDIOLOGIA,Diurno,0
50502,451.0,I39S7C3J1V1,10.0,20.0,10.0,30.0,30.0,30.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,DERECHO,Diurno,0
0,0.0,I39S7C45J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,INGENIERIA CIVIL INDUSTRIAL,Vespertino,1
0,0.0,I39S7C55J5V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,ADMINISTRACION PUBLICA,Otro,1
50531,465.6,I39S7C56J1V1,10.0,40.0,20.0,20.0,10.0,10.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,TERAPIA OCUPACIONAL,Diurno,0
50519,464.55,I39S7C77J1V1,20.0,30.0,25.0,15.0,10.0,10.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,BACHILLERATO EN CIENCIAS DE LA SALUD,Diurno,0
0,0.0,I39S7C87J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,INGENIERIA INDUSTRIAL,Vespertino,1
50525,743.0,I39S7C8J1V1,10.0,40.0,20.0,20.0,0.0,10.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,MEDICINA,Diurno,0
50530,450.5,I39S7C9J1V1,10.0,30.0,20.0,20.0,20.0,20.0,0.0,Universidades,REGION DE LOS RIOS,UNIVERSIDAD SAN SEBASTIAN,TECNOLOGIA MEDICA,Diurno,0
50224,451.75,I39S8C10J1V1,15.0,30.0,20.0,25.0,10.0,10.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,KINESIOLOGIA,Diurno,0
50227,500.8,I39S8C145J1V1,10.0,30.0,20.0,30.0,10.0,10.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,OBSTETRICIA,Diurno,0
0,0.0,I39S8C167J5V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,LICENCIATURA EN TRABAJO SOCIAL,Otro,1
0,0.0,I39S8C168J5V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,PROGRAMA DE FORMACION PEDAGOGICA PARA LICENCIADOS Y/O PROFESIONALES,Otro,1
50221,469.0,I39S8C16J1V1,10.0,40.0,20.0,20.0,10.0,10.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,ENFERMERIA,Diurno,0
50233,451.7,I39S8C17J1V1,10.0,50.0,10.0,20.0,10.0,10.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,MEDICINA VETERINARIA,Diurno,0
0,0.0,I39S8C180J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Vespertino,1
50210,503.6,I39S8C18J1V1,20.0,30.0,30.0,10.0,10.0,10.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,ODONTOLOGIA,Diurno,0
50208,465.2,I39S8C1J1V1,20.0,30.0,30.0,10.0,10.0,10.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,INGENIERIA COMERCIAL,Diurno,0
0,0.0,I39S8C1J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,INGENIERIA COMERCIAL,Vespertino,1
50212,509.3,I39S8C21J1V2,20.0,40.0,15.0,15.0,10.0,10.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,PEDAGOGIA EN EDUCACION DIFERENCIAL,Diurno,0
0,0.0,I39S8C21J5V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,PEDAGOGIA EN EDUCACION DIFERENCIAL - PLAN DE PROSECUCION DE ESTUDIOS,Otro,1
50226,452.1,I39S8C26J1V1,20.0,30.0,10.0,30.0,10.0,10.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,NUTRICION Y DIETETICA,Diurno,0
50229,456.1,I39S8C28J1V1,10.0,30.0,35.0,10.0,15.0,15.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,QUIMICA Y FARMACIA,Diurno,0
50207,455.8,I39S8C29J1V1,10.0,20.0,50.0,10.0,10.0,10.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,INGENIERIA CIVIL INFORMATICA,Diurno,0
50228,489.8,I39S8C2J1V1,10.0,30.0,10.0,40.0,10.0,10.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,PSICOLOGIA,Diurno,0
0,0.0,I39S8C2J5V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,PSICOLOGIA,Otro,1
0,0.0,I39S8C308J5V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,LICENCIATURA EN EDUCACION,Otro,1
50223,480.35,I39S8C375J1V1,10.0,35.0,15.0,30.0,10.0,10.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,INGENIERIA EN GESTION DE EXPEDICIONES Y ECOTURISMO,Diurno,0
50222,457.0,I39S8C39J1V1,30.0,30.0,10.0,20.0,10.0,10.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,FONOAUDIOLOGIA,Diurno,0
50202,453.6,I39S8C3J1V1,10.0,20.0,10.0,30.0,30.0,30.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,DERECHO,Diurno,0
50215,406.85,I39S8C407J1V1,20.0,35.0,15.0,20.0,10.0,10.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,PEDAGOGIA EN INGLES,Diurno,0
50201,455.15,I39S8C42J1V1,10.0,25.0,30.0,25.0,10.0,10.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,ARQUITECTURA,Diurno,0
50206,466.0,I39S8C45J1V1,10.0,20.0,50.0,10.0,10.0,10.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,INGENIERIA CIVIL INDUSTRIAL,Diurno,0
0,0.0,I39S8C45J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,INGENIERIA CIVIL INDUSTRIAL,Vespertino,1
50232,465.8,I39S8C55J1V1,10.0,20.0,10.0,30.0,30.0,30.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,ADMINISTRACION PUBLICA,Diurno,0
0,0.0,I39S8C55J5V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,ADMINISTRACION PUBLICA,Otro,1
50231,475.0,I39S8C56J1V1,10.0,40.0,20.0,20.0,10.0,10.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,TERAPIA OCUPACIONAL,Diurno,0
0,0.0,I39S8C6J5V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,TRABAJO SOCIAL,Otro,1
50219,453.65,I39S8C77J1V1,20.0,30.0,25.0,15.0,10.0,10.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,BACHILLERATO EN CIENCIAS DE LA SALUD,Diurno,0
0,0.0,I39S8C87J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,INGENIERIA INDUSTRIAL,Vespertino,1
50225,736.0,I39S8C8J1V1,10.0,40.0,20.0,20.0,0.0,10.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,MEDICINA,Diurno,0
50230,471.3,I39S8C9J1V1,10.0,30.0,20.0,20.0,20.0,20.0,0.0,Universidades,REGION DE LOS LAGOS,UNIVERSIDAD SAN SEBASTIAN,TECNOLOGIA MEDICA,Diurno,0
46303,440.65,I42S1C11J1V1,10.0,40.0,25.0,15.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,INGENIERIA COMERCIAL,Diurno,0
0,0.0,I42S1C11J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,INGENIERIA COMERCIAL,Vespertino,1
46301,432.2,I42S1C12J1V2,20.0,30.0,10.0,20.0,20.0,20.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,TRABAJO SOCIAL,Diurno,0
0,0.0,I42S1C12J2V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,TRABAJO SOCIAL,Vespertino,1
46109,494.4,I42S1C13J1V1,10.0,30.0,40.0,10.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,PEDAGOGIA EN MATEMATICAS E INFORMATICA EDUCATIVA,Diurno,0
46201,491.0,I42S1C14J1V1,10.0,40.0,10.0,20.0,20.0,20.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,PEDAGOGIA EN FILOSOFIA,Diurno,0
46302,490.1,I42S1C15J1V1,20.0,30.0,10.0,15.0,25.0,25.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,SOCIOLOGIA,Diurno,0
46305,569.55,I42S1C20J1V1,20.0,30.0,15.0,25.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,PSICOLOGIA,Diurno,0
46110,464.5,I42S1C21J1V1,10.0,40.0,10.0,30.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,PEDAGOGIA EN EDUCACION ARTISTICA,Diurno,0
46401,456.6,I42S1C220J1V1,10.0,40.0,20.0,20.0,0.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,KINESIOLOGIA,Diurno,0
46304,477.8,I42S1C221J1V2,20.0,30.0,30.0,10.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,CONTADOR PUBLICO Y AUDITOR,Diurno,0
0,0.0,I42S1C221J2V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,CONTADOR PUBLICO Y AUDITOR,Vespertino,1
46500,433.7,I42S1C225J1V2,10.0,40.0,10.0,30.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,BACHILLERATO EN CIENCIAS Y HUMANIDADES,Diurno,0
46402,429.55,I42S1C264J1V1,15.0,35.0,15.0,25.0,0.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,FONOAUDIOLOGIA,Diurno,0
46403,571.5,I42S1C276J1V1,10.0,40.0,20.0,20.0,0.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,ENFERMERIA,Diurno,0
46404,486.6,I42S1C277J1V2,20.0,30.0,20.0,20.0,0.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,INGENIERIA EN PREVENCION DE RIESGOS Y MEDIO AMBIENTE,Diurno,0
46101,461.6,I42S1C2J1V2,20.0,30.0,20.0,20.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,PEDAGOGIA EN EDUCACION BASICA,Diurno,0
0,0.0,I42S1C2J2V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,PEDAGOGIA EN EDUCACION BASICA,Vespertino,1
46306,471.3,I42S1C35J1V1,10.0,40.0,10.0,20.0,20.0,0.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,DERECHO,Diurno,0
0,0.0,I42S1C35J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,DERECHO,Vespertino,1
46103,451.65,I42S1C3J1V2,20.0,30.0,15.0,25.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,EDUCACION PARVULARIA,Diurno,0
46104,453.4,I42S1C4J1V2,25.0,25.0,10.0,30.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,PEDAGOGIA EN EDUCACION DIFERENCIAL,Diurno,0
46105,462.75,I42S1C5J1V1,20.0,25.0,15.0,30.0,10.0,0.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,PEDAGOGIA EN CASTELLANO,Diurno,0
46106,487.9,I42S1C6J1V1,20.0,20.0,10.0,20.0,30.0,0.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,PEDAGOGIA EN HISTORIA Y GEOGRAFIA,Diurno,0
46107,434.1,I42S1C7J1V1,15.0,35.0,20.0,20.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,PEDAGOGIA EN EDUCACION FISICA,Diurno,0
46108,457.7,I42S1C8J1V3,20.0,30.0,10.0,30.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,PEDAGOGIA EN INGLES,Diurno,0
0,0.0,I45S1C11J2V1,0.0,0.0,50.0,50.0,0.0,0.0,0.0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL DESARROLLO,INGENIERIA EN EJECUCION EN ADMINISTRACION MENCION MARKETING Y FINANZAS APLICADAS,Vespertino,1
44027,500.5,I45S1C15J1V1,10.0,10.0,35.0,35.0,10.0,10.0,0.0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL DESARROLLO,DISEÑO,Diurno,0
44037,506.2,I45S1C17J1V2,10.0,10.0,30.0,40.0,10.0,10.0,0.0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL DESARROLLO,PSICOLOGIA,Diurno,0
44024,505.7,I45S1C1J1V2,10.0,10.0,40.0,30.0,10.0,10.0,0.0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL DESARROLLO,ARQUITECTURA,Diurno,0
44028,504.0,I45S1C2J1V1,20.0,20.0,40.0,10.0,10.0,10.0,0.0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL DESARROLLO,INGENIERIA COMERCIAL,Diurno,0
44032,504.0,I45S1C33J1V1,10.0,10.0,40.0,30.0,10.0,10.0,0.0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL DESARROLLO,ENFERMERIA,Diurno,0
0,0.0,I45S1C359J2V2,0.0,0.0,50.0,50.0,0.0,0.0,0.0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL DESARROLLO,INGENIERIA EN EJECUCION EN ADMINISTRACION,Vespertino,1
44036,569.15,I45S1C38J1V1,10.0,40.0,25.0,15.0,10.0,10.0,0.0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL DESARROLLO,ODONTOLOGIA,Diurno,0
44026,520.9,I45S1C4J1V1,10.0,10.0,10.0,40.0,30.0,30.0,0.0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL DESARROLLO,DERECHO,Diurno,0
44034,504.8,I45S1C53J1V1,10.0,10.0,40.0,30.0,10.0,10.0,0.0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL DESARROLLO,KINESIOLOGIA,Diurno,0
44025,508.85,I45S1C5J1V2,10.0,10.0,35.0,35.0,10.0,10.0,0.0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL DESARROLLO,PERIODISMO,Diurno,0
44031,538.6,I45S1C7J1V2,10.0,10.0,60.0,10.0,10.0,10.0,0.0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL DESARROLLO,INGENIERIA CIVIL INDUSTRIAL,Diurno,0
44035,532.8,I45S1C98J1V2,20.0,30.0,25.0,15.0,10.0,10.0,0.0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL DESARROLLO,NUTRICION Y DIETETICA,Diurno,0
44022,501.0,I45S2C101J1V1,10.0,10.0,40.0,30.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD DEL DESARROLLO,TECNOLOGIA MEDICA,Diurno,0
44007,564.75,I45S2C15J1V1,10.0,10.0,35.0,35.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD DEL DESARROLLO,DISEÑO,Diurno,0
0,0.0,I45S2C215J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD DEL DESARROLLO,PROGRAMA DE FORMACION PEDAGOGICA PARA LICENCIADOS Y PROFESIONALES,Diurno,1
44005,522.15,I45S2C24J1V1,10.0,10.0,35.0,35.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD DEL DESARROLLO,PUBLICIDAD,Diurno,0
44008,613.6,I45S2C2J1V1,10.0,10.0,60.0,10.0,10.0,10.0,0.0,Universidades,REGION METROPOLITANA,UNIVERSIDAD DEL DESARROLLO,INGENIERIA COMERCIAL,Diurno,0
