demre_code,weighted_threshold,unique_code,nem_weight,ranking_weight,math_weight,lang_weight,hist_weight,scie_weight,other_weight
0,0,I71S1C122J2V3,0,0,0,0,0,0,0
0,0,I71S1C123J2V1,0,0,0,0,0,0,0
0,0,I71S1C124J2V1,0,0,0,0,0,0,0
0,0,I71S1C125J2V1,0,0,0,0,0,0,0
0,0,I71S1C126J2V1,0,0,0,0,0,0,0
0,0,I71S1C127J2V1,0,0,0,0,0,0,0
0,0,I71S1C127J4V1,0,0,0,0,0,0,0
0,0,I71S1C128J2V1,0,0,0,0,0,0,0
0,0,I71S1C131J1V1,0,0,0,0,0,0,0
0,0,I71S1C133J2V1,0,0,0,0,0,0,0
0,0,I71S1C133J2V2,0,0,0,0,0,0,0
0,0,I71S1C136J2V1,0,0,0,0,0,0,0
0,0,I71S1C137J2V1,0,0,0,0,0,0,0
0,0,I71S1C138J2V1,0,0,0,0,0,0,0
0,0,I71S1C141J1V1,0,0,0,0,0,0,0
0,0,I71S1C146J1V1,0,0,0,0,0,0,0
0,0,I71S1C14J1V1,0,0,0,0,0,0,0
0,0,I71S1C154J2V1,0,0,0,0,0,0,0
0,0,I71S1C154J2V2,0,0,0,0,0,0,0
0,0,I71S1C155J1V1,0,0,0,0,0,0,0
0,0,I71S1C156J2V1,0,0,0,0,0,0,0
0,0,I71S1C156J2V2,0,0,0,0,0,0,0
0,0,I71S1C156J2V3,0,0,0,0,0,0,0
0,0,I71S1C157J2V1,0,0,0,0,0,0,0
0,0,I71S1C15J1V1,0,0,0,0,0,0,0
0,0,I71S1C160J3V1,0,0,0,0,0,0,0
0,0,I71S1C161J2V1,0,0,0,0,0,0,0
0,0,I71S1C161J3V1,0,0,0,0,0,0,0
0,0,I71S1C162J2V1,0,0,0,0,0,0,0
0,0,I71S1C162J3V1,0,0,0,0,0,0,0
0,0,I71S1C168J2V1,0,0,0,0,0,0,0
0,0,I71S1C16J1V1,0,0,0,0,0,0,0
0,0,I71S1C172J2V1,0,0,0,0,0,0,0
0,0,I71S1C176J2V1,0,0,0,0,0,0,0
0,0,I71S1C17J1V1,0,0,0,0,0,0,0
0,0,I71S1C18J1V1,0,0,0,0,0,0,0
0,0,I71S1C19J1V1,0,0,0,0,0,0,0
0,0,I71S1C201J2V1,0,0,0,0,0,0,0
0,0,I71S1C201J2V2,0,0,0,0,0,0,0
0,0,I71S1C205J2V1,0,0,0,0,0,0,0
0,0,I71S1C206J1V1,0,0,0,0,0,0,0
0,0,I71S1C208J2V1,0,0,0,0,0,0,0
0,0,I71S1C209J2V1,0,0,0,0,0,0,0
0,0,I71S1C20J1V1,0,0,0,0,0,0,0
0,0,I71S1C211J2V1,0,0,0,0,0,0,0
0,0,I71S1C213J2V1,0,0,0,0,0,0,0
0,0,I71S1C215J2V1,0,0,0,0,0,0,0
0,0,I71S1C217J5V1,0,0,0,0,0,0,0
0,0,I71S1C218J2V1,0,0,0,0,0,0,0
0,0,I71S1C219J5V1,0,0,0,0,0,0,0
0,0,I71S1C21J1V1,0,0,0,0,0,0,0
0,0,I71S1C220J2V1,0,0,0,0,0,0,0
0,0,I71S1C221J2V1,0,0,0,0,0,0,0
0,0,I71S1C224J2V1,0,0,0,0,0,0,0
0,0,I71S1C225J2V1,0,0,0,0,0,0,0
0,0,I71S1C225J2V2,0,0,0,0,0,0,0
0,0,I71S1C226J2V1,0,0,0,0,0,0,0
0,0,I71S1C227J1V1,0,0,0,0,0,0,0
0,0,I71S1C229J2V1,0,0,0,0,0,0,0
0,0,I71S1C22J1V1,0,0,0,0,0,0,0
0,0,I71S1C22J2V3,0,0,0,0,0,0,0
0,0,I71S1C230J1V1,0,0,0,0,0,0,0
0,0,I71S1C231J1V1,0,0,0,0,0,0,0
0,0,I71S1C232J1V1,0,0,0,0,0,0,0
0,0,I71S1C233J1V1,0,0,0,0,0,0,0
0,0,I71S1C234J1V1,0,0,0,0,0,0,0
0,0,I71S1C235J1V1,0,0,0,0,0,0,0
0,0,I71S1C236J1V1,0,0,0,0,0,0,0
0,0,I71S1C237J1V1,0,0,0,0,0,0,0
0,0,I71S1C238J1V1,0,0,0,0,0,0,0
0,0,I71S1C239J1V1,0,0,0,0,0,0,0
0,0,I71S1C240J1V1,0,0,0,0,0,0,0
0,0,I71S1C240J1V2,0,0,0,0,0,0,0
0,0,I71S1C253J2V1,0,0,0,0,0,0,0
0,0,I71S1C256J2V1,0,0,0,0,0,0,0
0,0,I71S1C258J2V1,0,0,0,0,0,0,0
0,0,I71S1C26J2V1,0,0,0,0,0,0,0
0,0,I71S1C271J2V1,0,0,0,0,0,0,0
0,0,I71S1C274J5V1,0,0,0,0,0,0,0
0,0,I71S1C275J2V1,0,0,0,0,0,0,0
0,0,I71S1C276J1V1,0,0,0,0,0,0,0
0,0,I71S1C277J2V1,0,0,0,0,0,0,0
0,0,I71S1C278J2V1,0,0,0,0,0,0,0
0,0,I71S1C279J2V1,0,0,0,0,0,0,0
0,0,I71S1C280J2V1,0,0,0,0,0,0,0
0,0,I71S1C280J3V1,0,0,0,0,0,0,0
0,0,I71S1C281J1V1,0,0,0,0,0,0,0
0,0,I71S1C290J2V1,0,0,0,0,0,0,0
0,0,I71S1C291J2V1,0,0,0,0,0,0,0
0,0,I71S1C291J2V2,0,0,0,0,0,0,0
0,0,I71S1C292J2V1,0,0,0,0,0,0,0
0,0,I71S1C293J2V1,0,0,0,0,0,0,0
0,0,I71S1C296J2V2,0,0,0,0,0,0,0
0,0,I71S1C2J2V1,0,0,0,0,0,0,0
0,0,I71S1C2J2V2,0,0,0,0,0,0,0
0,0,I71S1C301J3V1,0,0,0,0,0,0,0
0,0,I71S1C301J3V2,0,0,0,0,0,0,0
0,0,I71S1C313J1V1,0,0,0,0,0,0,0
0,0,I71S1C316J2V1,0,0,0,0,0,0,0
0,0,I71S1C320J1V1,0,0,0,0,0,0,0
0,0,I71S1C332J2V1,0,0,0,0,0,0,0
0,0,I71S1C333J1V1,0,0,0,0,0,0,0
0,0,I71S1C337J2V1,0,0,0,0,0,0,0
0,0,I71S1C337J3V1,0,0,0,0,0,0,0
0,0,I71S1C338J2V1,0,0,0,0,0,0,0
0,0,I71S1C339J2V2,0,0,0,0,0,0,0
0,0,I71S1C34J1V1,0,0,0,0,0,0,0
0,0,I71S1C350J5V1,0,0,0,0,0,0,0
0,0,I71S1C351J2V1,0,0,0,0,0,0,0
0,0,I71S1C361J2V1,0,0,0,0,0,0,0
0,0,I71S1C361J2V2,0,0,0,0,0,0,0
0,0,I71S1C363J1V1,0,0,0,0,0,0,0
0,0,I71S1C364J1V1,0,0,0,0,0,0,0
0,0,I71S1C365J1V1,0,0,0,0,0,0,0
0,0,I71S1C366J1V1,0,0,0,0,0,0,0
0,0,I71S1C367J1V1,0,0,0,0,0,0,0
0,0,I71S1C368J1V1,0,0,0,0,0,0,0
0,0,I71S1C369J1V1,0,0,0,0,0,0,0
0,0,I71S1C374J1V1,0,0,0,0,0,0,0
0,0,I71S1C393J1V1,0,0,0,0,0,0,0
0,0,I71S1C394J1V1,0,0,0,0,0,0,0
0,0,I71S1C395J1V1,0,0,0,0,0,0,0
0,0,I71S1C396J1V1,0,0,0,0,0,0,0
0,0,I71S1C396J1V2,0,0,0,0,0,0,0
0,0,I71S1C398J2V1,0,0,0,0,0,0,0
0,0,I71S1C3J1V1,0,0,0,0,0,0,0
0,0,I71S1C408J1V2,0,0,0,0,0,0,0
0,0,I71S1C410J3V1,0,0,0,0,0,0,0
0,0,I71S1C411J2V1,0,0,0,0,0,0,0
0,0,I71S1C412J1V1,0,0,0,0,0,0,0
0,0,I71S1C429J2V1,0,0,0,0,0,0,0
0,0,I71S1C432J2V1,0,0,0,0,0,0,0
0,0,I71S1C436J2V1,0,0,0,0,0,0,0
0,0,I71S1C438J1V1,0,0,0,0,0,0,0
0,0,I71S1C439J2V1,0,0,0,0,0,0,0
0,0,I71S1C440J2V1,0,0,0,0,0,0,0
0,0,I71S1C441J1V1,0,0,0,0,0,0,0
0,0,I71S1C442J1V1,0,0,0,0,0,0,0
0,0,I71S1C443J1V1,0,0,0,0,0,0,0
0,0,I71S1C445J2V1,0,0,0,0,0,0,0
0,0,I71S1C447J2V1,0,0,0,0,0,0,0
0,0,I71S1C451J2V2,0,0,0,0,0,0,0
0,0,I71S1C453J2V1,0,0,0,0,0,0,0
0,0,I71S1C454J2V1,0,0,0,0,0,0,0
0,0,I71S1C454J2V2,0,0,0,0,0,0,0
0,0,I71S1C468J4V2,0,0,0,0,0,0,0
0,0,I71S1C471J3V1,0,0,0,0,0,0,0
0,0,I71S1C475J1V2,0,0,0,0,0,0,0
0,0,I71S1C476J1V1,0,0,0,0,0,0,0
0,0,I71S1C477J2V1,0,0,0,0,0,0,0
0,0,I71S1C485J1V1,0,0,0,0,0,0,0
0,0,I71S1C490J3V1,0,0,0,0,0,0,0
0,0,I71S1C491J1V1,0,0,0,0,0,0,0
0,0,I71S1C492J2V1,0,0,0,0,0,0,0
0,0,I71S1C493J2V1,0,0,0,0,0,0,0
0,0,I71S1C504J3V1,0,0,0,0,0,0,0
0,0,I71S1C505J1V1,0,0,0,0,0,0,0
0,0,I71S1C510J1V1,0,0,0,0,0,0,0
0,0,I71S1C515J1V1,0,0,0,0,0,0,0
0,0,I71S1C518J3V1,0,0,0,0,0,0,0
0,0,I71S1C521J2V1,0,0,0,0,0,0,0
0,0,I71S1C524J3V2,0,0,0,0,0,0,0
0,0,I71S1C526J2V1,0,0,0,0,0,0,0
0,0,I71S1C529J3V1,0,0,0,0,0,0,0
0,0,I71S1C530J2V1,0,0,0,0,0,0,0
0,0,I71S1C531J2V1,0,0,0,0,0,0,0
0,0,I71S1C535J5V1,0,0,0,0,0,0,0
0,0,I71S1C536J2V2,0,0,0,0,0,0,0
0,0,I71S1C537J3V1,0,0,0,0,0,0,0
0,0,I71S1C546J1V1,0,0,0,0,0,0,0
0,0,I71S1C547J1V1,0,0,0,0,0,0,0
0,0,I71S1C54J1V1,0,0,0,0,0,0,0
0,0,I71S1C550J2V1,0,0,0,0,0,0,0
0,0,I71S1C550J3V1,0,0,0,0,0,0,0
0,0,I71S1C554J1V1,0,0,0,0,0,0,0
0,0,I71S1C55J1V1,0,0,0,0,0,0,0
0,0,I71S1C560J2V1,0,0,0,0,0,0,0
0,0,I71S1C560J2V2,0,0,0,0,0,0,0
0,0,I71S1C56J1V1,0,0,0,0,0,0,0
0,0,I71S1C570J4V1,0,0,0,0,0,0,0
0,0,I71S1C573J1V1,0,0,0,0,0,0,0
0,0,I71S1C575J3V1,0,0,0,0,0,0,0
0,0,I71S1C579J3V1,0,0,0,0,0,0,0
0,0,I71S1C580J3V1,0,0,0,0,0,0,0
0,0,I71S1C589J2V1,0,0,0,0,0,0,0
0,0,I71S1C592J4V1,0,0,0,0,0,0,0
0,0,I71S1C595J2V1,0,0,0,0,0,0,0
0,0,I71S1C599J2V1,0,0,0,0,0,0,0
0,0,I71S1C59J1V1,0,0,0,0,0,0,0
0,0,I71S1C600J1V1,0,0,0,0,0,0,0
0,0,I71S1C601J2V1,0,0,0,0,0,0,0
0,0,I71S1C602J2V1,0,0,0,0,0,0,0
0,0,I71S1C605J1V1,0,0,0,0,0,0,0
0,0,I71S1C606J2V1,0,0,0,0,0,0,0
0,0,I71S1C610J1V1,0,0,0,0,0,0,0
0,0,I71S1C611J3V1,0,0,0,0,0,0,0
0,0,I71S1C616J3V1,0,0,0,0,0,0,0
0,0,I71S1C618J3V1,0,0,0,0,0,0,0
0,0,I71S1C619J2V1,0,0,0,0,0,0,0
0,0,I71S1C621J2V1,0,0,0,0,0,0,0
0,0,I71S1C621J2V2,0,0,0,0,0,0,0
0,0,I71S1C624J5V1,0,0,0,0,0,0,0
0,0,I71S1C626J1V1,0,0,0,0,0,0,0
0,0,I71S1C627J3V1,0,0,0,0,0,0,0
0,0,I71S1C629J2V1,0,0,0,0,0,0,0
0,0,I71S1C62J2V1,0,0,0,0,0,0,0
0,0,I71S1C634J1V1,0,0,0,0,0,0,0
0,0,I71S1C635J1V1,0,0,0,0,0,0,0
0,0,I71S1C635J1V2,0,0,0,0,0,0,0
0,0,I71S1C635J2V2,0,0,0,0,0,0,0
0,0,I71S1C636J3V1,0,0,0,0,0,0,0
0,0,I71S1C63J2V1,0,0,0,0,0,0,0
0,0,I71S1C641J2V1,0,0,0,0,0,0,0
0,0,I71S1C642J1V1,0,0,0,0,0,0,0
0,0,I71S1C642J2V1,0,0,0,0,0,0,0
0,0,I71S1C643J1V1,0,0,0,0,0,0,0
0,0,I71S1C648J3V2,0,0,0,0,0,0,0
0,0,I71S1C649J2V1,0,0,0,0,0,0,0
0,0,I71S1C64J1V1,0,0,0,0,0,0,0
0,0,I71S1C65J1V1,0,0,0,0,0,0,0
0,0,I71S1C66J2V1,0,0,0,0,0,0,0
0,0,I71S1C671J5V1,0,0,0,0,0,0,0
0,0,I71S1C673J2V1,0,0,0,0,0,0,0
0,0,I71S1C674J3V1,0,0,0,0,0,0,0
0,0,I71S1C675J3V1,0,0,0,0,0,0,0
0,0,I71S1C676J3V1,0,0,0,0,0,0,0
0,0,I71S1C678J2V1,0,0,0,0,0,0,0
0,0,I71S1C680J5V1,0,0,0,0,0,0,0
0,0,I71S1C681J3V1,0,0,0,0,0,0,0
0,0,I71S1C681J5V1,0,0,0,0,0,0,0
0,0,I71S1C682J1V1,0,0,0,0,0,0,0
0,0,I71S1C683J3V1,0,0,0,0,0,0,0
0,0,I71S1C684J1V1,0,0,0,0,0,0,0
0,0,I71S1C685J2V1,0,0,0,0,0,0,0
0,0,I71S1C686J2V1,0,0,0,0,0,0,0
0,0,I71S1C687J5V1,0,0,0,0,0,0,0
0,0,I71S1C689J2V1,0,0,0,0,0,0,0
0,0,I71S1C690J3V1,0,0,0,0,0,0,0
0,0,I71S1C691J3V1,0,0,0,0,0,0,0
0,0,I71S1C692J2V1,0,0,0,0,0,0,0
0,0,I71S1C695J1V1,0,0,0,0,0,0,0
0,0,I71S1C697J2V1,0,0,0,0,0,0,0
0,0,I71S1C698J2V1,0,0,0,0,0,0,0
0,0,I71S1C69J1V1,0,0,0,0,0,0,0
0,0,I71S1C69J2V3,0,0,0,0,0,0,0
0,0,I71S1C6J2V1,0,0,0,0,0,0,0
0,0,I71S1C6J2V2,0,0,0,0,0,0,0
0,0,I71S1C700J4V1,0,0,0,0,0,0,0
0,0,I71S1C701J1V1,0,0,0,0,0,0,0
0,0,I71S1C703J1V1,0,0,0,0,0,0,0
0,0,I71S1C704J2V1,0,0,0,0,0,0,0
0,0,I71S1C70J2V1,0,0,0,0,0,0,0
0,0,I71S1C710J2V1,0,0,0,0,0,0,0
0,0,I71S1C711J1V1,0,0,0,0,0,0,0
0,0,I71S1C712J2V1,0,0,0,0,0,0,0
0,0,I71S1C713J1V1,0,0,0,0,0,0,0
0,0,I71S1C714J2V1,0,0,0,0,0,0,0
0,0,I71S1C715J1V1,0,0,0,0,0,0,0
0,0,I71S1C715J2V1,0,0,0,0,0,0,0
0,0,I71S1C716J1V1,0,0,0,0,0,0,0
0,0,I71S1C716J2V1,0,0,0,0,0,0,0
0,0,I71S1C717J1V1,0,0,0,0,0,0,0
0,0,I71S1C718J1V1,0,0,0,0,0,0,0
0,0,I71S1C719J1V1,0,0,0,0,0,0,0
0,0,I71S1C720J1V1,0,0,0,0,0,0,0
0,0,I71S1C721J1V1,0,0,0,0,0,0,0
0,0,I71S1C722J1V1,0,0,0,0,0,0,0
0,0,I71S1C722J2V1,0,0,0,0,0,0,0
0,0,I71S1C723J1V1,0,0,0,0,0,0,0
0,0,I71S1C723J2V1,0,0,0,0,0,0,0
0,0,I71S1C724J1V1,0,0,0,0,0,0,0
0,0,I71S1C725J2V1,0,0,0,0,0,0,0
0,0,I71S1C726J2V1,0,0,0,0,0,0,0
0,0,I71S1C727J2V1,0,0,0,0,0,0,0
0,0,I71S1C728J2V1,0,0,0,0,0,0,0
0,0,I71S1C729J2V1,0,0,0,0,0,0,0
0,0,I71S1C730J2V1,0,0,0,0,0,0,0
0,0,I71S1C731J1V1,0,0,0,0,0,0,0
0,0,I71S1C731J2V1,0,0,0,0,0,0,0
0,0,I71S1C732J1V1,0,0,0,0,0,0,0
0,0,I71S1C733J1V1,0,0,0,0,0,0,0
0,0,I71S1C734J1V1,0,0,0,0,0,0,0
0,0,I71S1C735J1V1,0,0,0,0,0,0,0
0,0,I71S1C736J1V1,0,0,0,0,0,0,0
0,0,I71S1C737J4V1,0,0,0,0,0,0,0
0,0,I71S1C738J2V1,0,0,0,0,0,0,0
0,0,I71S1C738J2V2,0,0,0,0,0,0,0
0,0,I71S1C739J2V1,0,0,0,0,0,0,0
0,0,I71S1C739J2V2,0,0,0,0,0,0,0
0,0,I71S1C740J2V1,0,0,0,0,0,0,0
0,0,I71S1C741J1V1,0,0,0,0,0,0,0
0,0,I71S1C741J2V1,0,0,0,0,0,0,0
0,0,I71S1C742J1V1,0,0,0,0,0,0,0
0,0,I71S1C742J2V1,0,0,0,0,0,0,0
0,0,I71S1C743J1V1,0,0,0,0,0,0,0
0,0,I71S1C744J1V1,0,0,0,0,0,0,0
0,0,I71S1C744J2V1,0,0,0,0,0,0,0
0,0,I71S1C745J2V2,0,0,0,0,0,0,0
0,0,I71S1C746J1V1,0,0,0,0,0,0,0
0,0,I71S1C748J2V1,0,0,0,0,0,0,0
0,0,I71S1C753J2V1,0,0,0,0,0,0,0
0,0,I71S1C757J2V1,0,0,0,0,0,0,0
0,0,I71S1C758J2V1,0,0,0,0,0,0,0
0,0,I71S1C759J2V1,0,0,0,0,0,0,0
0,0,I71S1C760J1V1,0,0,0,0,0,0,0
0,0,I71S1C761J1V1,0,0,0,0,0,0,0
0,0,I71S1C762J2V1,0,0,0,0,0,0,0
0,0,I71S1C763J1V1,0,0,0,0,0,0,0
0,0,I71S1C764J2V1,0,0,0,0,0,0,0
0,0,I71S1C765J2V1,0,0,0,0,0,0,0
0,0,I71S1C766J2V2,0,0,0,0,0,0,0
0,0,I71S1C767J1V1,0,0,0,0,0,0,0
0,0,I71S1C768J1V1,0,0,0,0,0,0,0
0,0,I71S1C769J2V1,0,0,0,0,0,0,0
0,0,I71S1C770J3V1,0,0,0,0,0,0,0
0,0,I71S1C771J1V1,0,0,0,0,0,0,0
0,0,I71S1C772J1V1,0,0,0,0,0,0,0
0,0,I71S1C773J3V1,0,0,0,0,0,0,0
0,0,I71S1C776J1V1,0,0,0,0,0,0,0
0,0,I71S1C782J2V1,0,0,0,0,0,0,0
0,0,I71S1C783J1V1,0,0,0,0,0,0,0
0,0,I71S1C784J2V1,0,0,0,0,0,0,0
0,0,I71S1C785J1V1,0,0,0,0,0,0,0
0,0,I71S1C785J3V1,0,0,0,0,0,0,0
0,0,I71S1C786J2V1,0,0,0,0,0,0,0
0,0,I71S1C787J1V1,0,0,0,0,0,0,0
0,0,I71S1C78J2V1,0,0,0,0,0,0,0
0,0,I71S1C78J2V2,0,0,0,0,0,0,0
0,0,I71S1C797J2V1,0,0,0,0,0,0,0
0,0,I71S1C797J2V2,0,0,0,0,0,0,0
0,0,I71S1C798J3V1,0,0,0,0,0,0,0
0,0,I71S1C799J2V1,0,0,0,0,0,0,0
0,0,I71S1C79J2V2,0,0,0,0,0,0,0
0,0,I71S1C800J2V1,0,0,0,0,0,0,0
0,0,I71S1C801J2V1,0,0,0,0,0,0,0
0,0,I71S1C802J2V1,0,0,0,0,0,0,0
0,0,I71S1C803J2V1,0,0,0,0,0,0,0
0,0,I71S1C804J2V1,0,0,0,0,0,0,0
0,0,I71S1C805J2V1,0,0,0,0,0,0,0
0,0,I71S1C806J2V1,0,0,0,0,0,0,0
0,0,I71S1C807J2V1,0,0,0,0,0,0,0
0,0,I71S1C808J2V1,0,0,0,0,0,0,0
0,0,I71S1C809J2V1,0,0,0,0,0,0,0
0,0,I71S1C810J3V1,0,0,0,0,0,0,0
0,0,I71S1C811J3V1,0,0,0,0,0,0,0
0,0,I71S1C812J3V1,0,0,0,0,0,0,0
0,0,I71S1C813J4V1,0,0,0,0,0,0,0
0,0,I71S1C814J3V1,0,0,0,0,0,0,0
0,0,I71S1C815J2V1,0,0,0,0,0,0,0
0,0,I71S1C816J3V1,0,0,0,0,0,0,0
0,0,I71S1C817J2V1,0,0,0,0,0,0,0
0,0,I71S1C818J3V1,0,0,0,0,0,0,0
0,0,I71S1C819J3V1,0,0,0,0,0,0,0
0,0,I71S1C820J2V1,0,0,0,0,0,0,0
0,0,I71S1C821J2V1,0,0,0,0,0,0,0
0,0,I71S1C822J1V1,0,0,0,0,0,0,0
0,0,I71S1C823J1V1,0,0,0,0,0,0,0
0,0,I71S1C827J3V1,0,0,0,0,0,0,0
0,0,I71S1C828J2V1,0,0,0,0,0,0,0
0,0,I71S1C829J3V1,0,0,0,0,0,0,0
0,0,I71S1C830J4V1,0,0,0,0,0,0,0
0,0,I71S1C831J2V1,0,0,0,0,0,0,0
0,0,I71S1C832J4V1,0,0,0,0,0,0,0
0,0,I71S1C833J1V1,0,0,0,0,0,0,0
0,0,I71S1C834J4V1,0,0,0,0,0,0,0
0,0,I71S1C835J4V1,0,0,0,0,0,0,0
0,0,I71S1C836J4V1,0,0,0,0,0,0,0
0,0,I71S1C837J3V1,0,0,0,0,0,0,0
0,0,I71S1C838J4V1,0,0,0,0,0,0,0
0,0,I71S1C839J3V1,0,0,0,0,0,0,0
0,0,I71S1C840J3V1,0,0,0,0,0,0,0
0,0,I71S1C841J4V1,0,0,0,0,0,0,0
0,0,I71S1C842J2V1,0,0,0,0,0,0,0
0,0,I71S1C84J2V1,0,0,0,0,0,0,0
0,0,I71S1C84J3V1,0,0,0,0,0,0,0
0,0,I71S1C859J3V1,0,0,0,0,0,0,0
0,0,I71S1C859J3V2,0,0,0,0,0,0,0
0,0,I71S1C85J2V1,0,0,0,0,0,0,0
0,0,I71S1C860J4V1,0,0,0,0,0,0,0
0,0,I71S1C861J4V1,0,0,0,0,0,0,0
0,0,I71S1C863J3V1,0,0,0,0,0,0,0
0,0,I71S1C864J2V1,0,0,0,0,0,0,0
0,0,I71S1C865J4V1,0,0,0,0,0,0,0
0,0,I71S1C866J2V1,0,0,0,0,0,0,0
0,0,I71S1C867J3V1,0,0,0,0,0,0,0
0,0,I71S1C868J4V1,0,0,0,0,0,0,0
0,0,I71S1C869J4V1,0,0,0,0,0,0,0
0,0,I71S1C86J2V1,0,0,0,0,0,0,0
0,0,I71S1C870J4V1,0,0,0,0,0,0,0
0,0,I71S1C871J4V1,0,0,0,0,0,0,0
0,0,I71S1C872J2V1,0,0,0,0,0,0,0
0,0,I71S1C873J4V1,0,0,0,0,0,0,0
0,0,I71S1C874J4V1,0,0,0,0,0,0,0
0,0,I71S1C875J4V1,0,0,0,0,0,0,0
0,0,I71S1C876J4V1,0,0,0,0,0,0,0
0,0,I71S1C877J4V1,0,0,0,0,0,0,0
0,0,I71S1C878J4V1,0,0,0,0,0,0,0
0,0,I71S1C87J2V1,0,0,0,0,0,0,0
0,0,I71S1C883J2V1,0,0,0,0,0,0,0
0,0,I71S1C884J3V1,0,0,0,0,0,0,0
0,0,I71S1C885J3V1,0,0,0,0,0,0,0
0,0,I71S1C886J3V1,0,0,0,0,0,0,0
0,0,I71S1C887J4V1,0,0,0,0,0,0,0
0,0,I71S1C888J4V1,0,0,0,0,0,0,0
0,0,I71S1C889J4V1,0,0,0,0,0,0,0
0,0,I71S1C88J2V1,0,0,0,0,0,0,0
0,0,I71S1C890J2V1,0,0,0,0,0,0,0
0,0,I71S1C891J1V1,0,0,0,0,0,0,0
0,0,I71S1C892J4V1,0,0,0,0,0,0,0
0,0,I71S1C89J2V1,0,0,0,0,0,0,0
0,0,I71S1C89J3V1,0,0,0,0,0,0,0
0,0,I71S1C8J1V1,0,0,0,0,0,0,0
0,0,I71S1C8J1V2,0,0,0,0,0,0,0
0,0,I71S1C90J2V1,0,0,0,0,0,0,0
0,0,I71S1C91J1V1,0,0,0,0,0,0,0
0,0,I71S1C92J1V1,0,0,0,0,0,0,0
0,0,I71S1C93J2V1,0,0,0,0,0,0,0
0,0,I71S1C94J2V1,0,0,0,0,0,0,0
0,0,I71S1C95J2V1,0,0,0,0,0,0,0
0,0,I71S1C96J2V1,0,0,0,0,0,0,0
0,0,I71S1C97J2V1,0,0,0,0,0,0,0
0,0,I71S1C98J1V1,0,0,0,0,0,0,0
0,0,I71S1C9J1V1,0,0,0,0,0,0,0
0,0,I72S1C10J2V1,0,0,0,0,0,0,0
0,0,I72S1C115J1V1,0,0,0,0,0,0,0
0,0,I72S1C145J1V1,0,0,0,0,0,0,0
0,0,I72S1C15J2V1,0,0,0,0,0,0,0
0,0,I72S1C302J2V1,0,0,0,0,0,0,0
0,0,I72S1C303J2V2,0,0,0,0,0,0,0
0,0,I72S1C304J2V2,0,0,0,0,0,0,0
0,0,I72S1C305J2V1,0,0,0,0,0,0,0
0,0,I72S1C313J1V1,0,0,0,0,0,0,0
0,0,I72S1C314J1V1,0,0,0,0,0,0,0
0,0,I72S1C315J1V1,0,0,0,0,0,0,0
0,0,I72S1C316J1V1,0,0,0,0,0,0,0
0,0,I72S1C317J2V1,0,0,0,0,0,0,0
0,0,I72S1C318J1V1,0,0,0,0,0,0,0
0,0,I72S1C319J2V1,0,0,0,0,0,0,0
0,0,I72S1C320J1V1,0,0,0,0,0,0,0
0,0,I72S1C321J2V1,0,0,0,0,0,0,0
0,0,I72S1C322J1V1,0,0,0,0,0,0,0
0,0,I72S1C323J2V1,0,0,0,0,0,0,0
0,0,I72S1C326J2V1,0,0,0,0,0,0,0
0,0,I72S1C327J2V1,0,0,0,0,0,0,0
0,0,I72S1C330J1V1,0,0,0,0,0,0,0
0,0,I72S1C331J1V1,0,0,0,0,0,0,0
0,0,I72S1C334J1V1,0,0,0,0,0,0,0
0,0,I72S1C335J1V1,0,0,0,0,0,0,0
0,0,I72S1C336J1V1,0,0,0,0,0,0,0
0,0,I72S1C337J1V1,0,0,0,0,0,0,0
0,0,I72S1C338J2V1,0,0,0,0,0,0,0
0,0,I72S1C339J2V1,0,0,0,0,0,0,0
0,0,I72S1C340J2V1,0,0,0,0,0,0,0
0,0,I72S1C341J1V1,0,0,0,0,0,0,0
0,0,I72S1C345J2V1,0,0,0,0,0,0,0
0,0,I72S1C350J1V1,0,0,0,0,0,0,0
0,0,I72S1C351J1V2,0,0,0,0,0,0,0
0,0,I72S1C352J1V1,0,0,0,0,0,0,0
0,0,I72S1C353J1V1,0,0,0,0,0,0,0
0,0,I72S1C354J1V1,0,0,0,0,0,0,0
0,0,I72S1C358J1V1,0,0,0,0,0,0,0
0,0,I72S1C359J1V1,0,0,0,0,0,0,0
0,0,I72S1C361J1V2,0,0,0,0,0,0,0
0,0,I72S1C362J1V1,0,0,0,0,0,0,0
0,0,I72S1C363J1V1,0,0,0,0,0,0,0
0,0,I72S1C364J1V1,0,0,0,0,0,0,0
0,0,I72S1C365J1V1,0,0,0,0,0,0,0
0,0,I72S1C366J1V1,0,0,0,0,0,0,0
0,0,I72S1C367J1V1,0,0,0,0,0,0,0
0,0,I72S1C368J1V1,0,0,0,0,0,0,0
0,0,I72S1C369J1V1,0,0,0,0,0,0,0
0,0,I72S1C370J1V1,0,0,0,0,0,0,0
0,0,I72S1C371J1V1,0,0,0,0,0,0,0
0,0,I72S1C372J1V1,0,0,0,0,0,0,0
0,0,I72S1C373J1V1,0,0,0,0,0,0,0
0,0,I72S1C374J1V1,0,0,0,0,0,0,0
0,0,I72S1C375J1V1,0,0,0,0,0,0,0
0,0,I72S1C376J1V1,0,0,0,0,0,0,0
0,0,I72S1C377J1V1,0,0,0,0,0,0,0
0,0,I72S1C379J1V1,0,0,0,0,0,0,0
