demre_code,weighted_threshold,unique_code,nem_weight,ranking_weight,math_weight,lang_weight,hist_weight,scie_weight,other_weight
0,0,I89S1C374J2V1,0,0,0,0,0,0,0
0,0,I89S1C378J2V1,0,0,0,0,0,0,0
0,0,I89S1C37J1V1,0,0,0,0,0,0,0
0,0,I89S1C380J1V1,0,0,0,0,0,0,0
0,0,I89S1C385J1V1,0,0,0,0,0,0,0
0,0,I89S1C386J1V1,0,0,0,0,0,0,0
0,0,I89S1C388J1V1,0,0,0,0,0,0,0
0,0,I89S1C389J1V1,0,0,0,0,0,0,0
0,0,I89S1C390J1V1,0,0,0,0,0,0,0
0,0,I89S1C393J1V1,0,0,0,0,0,0,0
0,0,I89S1C399J1V1,0,0,0,0,0,0,0
0,0,I89S1C401J1V1,0,0,0,0,0,0,0
0,0,I89S1C403J1V1,0,0,0,0,0,0,0
0,0,I89S1C404J1V1,0,0,0,0,0,0,0
0,0,I89S1C405J1V1,0,0,0,0,0,0,0
0,0,I89S1C408J1V1,0,0,0,0,0,0,0
0,0,I89S1C40J1V1,0,0,0,0,0,0,0
0,0,I89S1C424J2V1,0,0,0,0,0,0,0
0,0,I89S1C42J1V1,0,0,0,0,0,0,0
0,0,I89S1C441J3V1,0,0,0,0,0,0,0
0,0,I89S1C446J3V1,0,0,0,0,0,0,0
0,0,I89S1C45J1V1,0,0,0,0,0,0,0
0,0,I89S1C46J1V1,0,0,0,0,0,0,0
0,0,I89S1C47J1V1,0,0,0,0,0,0,0
0,0,I89S1C48J1V1,0,0,0,0,0,0,0
0,0,I89S1C49J1V1,0,0,0,0,0,0,0
0,0,I89S1C50J1V2,0,0,0,0,0,0,0
0,0,I89S1C52J1V1,0,0,0,0,0,0,0
0,0,I89S1C62J1V1,0,0,0,0,0,0,0
0,0,I89S1C6J1V1,0,0,0,0,0,0,0
0,0,I89S1C74J1V1,0,0,0,0,0,0,0
0,0,I89S1C75J1V1,0,0,0,0,0,0,0
0,0,I89S1C78J1V1,0,0,0,0,0,0,0
0,0,I89S1C80J1V1,0,0,0,0,0,0,0
0,0,I89S1C81J1V1,0,0,0,0,0,0,0
0,0,I89S1C8J1V1,0,0,0,0,0,0,0
0,0,I89S1C8J1V2,0,0,0,0,0,0,0
0,0,I89S1C95J1V1,0,0,0,0,0,0,0
0,0,I89S1C96J1V1,0,0,0,0,0,0,0
0,0,I89S1C97J1V1,0,0,0,0,0,0,0
0,0,I89S2C224J2V2,0,0,0,0,0,0,0
0,0,I89S2C234J2V1,0,0,0,0,0,0,0
0,0,I89S2C242J2V1,0,0,0,0,0,0,0
0,0,I89S2C267J2V2,0,0,0,0,0,0,0
0,0,I89S2C296J1V2,0,0,0,0,0,0,0
0,0,I89S2C297J1V2,0,0,0,0,0,0,0
0,0,I89S2C313J2V2,0,0,0,0,0,0,0
0,0,I89S2C332J2V2,0,0,0,0,0,0,0
0,0,I89S2C359J2V2,0,0,0,0,0,0,0
0,0,I89S2C369J2V1,0,0,0,0,0,0,0
0,0,I89S2C373J2V2,0,0,0,0,0,0,0
0,0,I89S2C442J3V1,0,0,0,0,0,0,0
0,0,I89S2C443J3V1,0,0,0,0,0,0,0
0,0,I89S2C444J3V1,0,0,0,0,0,0,0
0,0,I89S2C445J3V1,0,0,0,0,0,0,0
0,0,I89S2C62J1V2,0,0,0,0,0,0,0
0,0,I90S1C103J1V1,0,0,0,0,0,0,0
0,0,I90S1C105J1V1,0,0,0,0,0,0,0
0,0,I90S1C106J1V1,0,0,0,0,0,0,0
0,0,I90S1C113J1V1,0,0,0,0,0,0,0
0,0,I90S1C114J1V1,0,0,0,0,0,0,0
0,0,I90S1C128J1V1,0,0,0,0,0,0,0
0,0,I90S1C131J1V1,0,0,0,0,0,0,0
0,0,I90S1C135J1V1,0,0,0,0,0,0,0
0,0,I90S1C136J4V2,0,0,0,0,0,0,0
0,0,I90S1C137J2V2,0,0,0,0,0,0,0
0,0,I90S1C142J1V1,0,0,0,0,0,0,0
0,0,I90S1C143J1V1,0,0,0,0,0,0,0
0,0,I90S1C146J1V1,0,0,0,0,0,0,0
0,0,I90S1C17J1V1,0,0,0,0,0,0,0
0,0,I90S1C206J1V1,0,0,0,0,0,0,0
0,0,I90S1C208J1V1,0,0,0,0,0,0,0
0,0,I90S1C213J1V1,0,0,0,0,0,0,0
0,0,I90S1C218J1V1,0,0,0,0,0,0,0
0,0,I90S1C219J1V1,0,0,0,0,0,0,0
0,0,I90S1C21J1V1,0,0,0,0,0,0,0
0,0,I90S1C236J1V1,0,0,0,0,0,0,0
0,0,I90S1C238J1V1,0,0,0,0,0,0,0
0,0,I90S1C241J1V1,0,0,0,0,0,0,0
0,0,I90S1C241J1V2,0,0,0,0,0,0,0
0,0,I90S1C253J1V2,0,0,0,0,0,0,0
0,0,I90S1C255J2V2,0,0,0,0,0,0,0
0,0,I90S1C257J1V1,0,0,0,0,0,0,0
0,0,I90S1C258J1V1,0,0,0,0,0,0,0
0,0,I90S1C258J4V2,0,0,0,0,0,0,0
0,0,I90S1C25J1V1,0,0,0,0,0,0,0
0,0,I90S1C261J1V1,0,0,0,0,0,0,0
0,0,I90S1C27J1V1,0,0,0,0,0,0,0
0,0,I90S1C28J1V1,0,0,0,0,0,0,0
0,0,I90S1C326J1V1,0,0,0,0,0,0,0
0,0,I90S1C327J1V1,0,0,0,0,0,0,0
0,0,I90S1C329J1V1,0,0,0,0,0,0,0
0,0,I90S1C33J1V1,0,0,0,0,0,0,0
0,0,I90S1C34J1V1,0,0,0,0,0,0,0
0,0,I90S1C41J1V1,0,0,0,0,0,0,0
0,0,I90S1C472J1V2,0,0,0,0,0,0,0
0,0,I90S1C495J1V1,0,0,0,0,0,0,0
0,0,I90S1C496J2V1,0,0,0,0,0,0,0
0,0,I90S1C499J1V1,0,0,0,0,0,0,0
0,0,I90S1C500J1V1,0,0,0,0,0,0,0
0,0,I90S1C501J1V1,0,0,0,0,0,0,0
0,0,I90S1C502J1V1,0,0,0,0,0,0,0
0,0,I90S1C503J1V1,0,0,0,0,0,0,0
0,0,I90S1C504J1V1,0,0,0,0,0,0,0
0,0,I90S1C505J1V1,0,0,0,0,0,0,0
0,0,I90S1C506J1V1,0,0,0,0,0,0,0
0,0,I90S1C507J1V1,0,0,0,0,0,0,0
0,0,I90S1C508J1V1,0,0,0,0,0,0,0
0,0,I90S1C509J1V1,0,0,0,0,0,0,0
0,0,I90S1C50J1V1,0,0,0,0,0,0,0
0,0,I90S1C510J1V1,0,0,0,0,0,0,0
0,0,I90S1C512J1V1,0,0,0,0,0,0,0
0,0,I90S1C513J1V1,0,0,0,0,0,0,0
0,0,I90S1C514J1V1,0,0,0,0,0,0,0
0,0,I90S1C515J1V1,0,0,0,0,0,0,0
0,0,I90S1C516J1V1,0,0,0,0,0,0,0
0,0,I90S1C52J1V1,0,0,0,0,0,0,0
0,0,I90S1C532J2V2,0,0,0,0,0,0,0
0,0,I90S1C557J1V2,0,0,0,0,0,0,0
0,0,I90S1C558J3V2,0,0,0,0,0,0,0
0,0,I90S1C559J1V1,0,0,0,0,0,0,0
0,0,I90S1C560J1V1,0,0,0,0,0,0,0
0,0,I90S1C561J1V1,0,0,0,0,0,0,0
0,0,I90S1C562J1V1,0,0,0,0,0,0,0
0,0,I90S1C563J2V2,0,0,0,0,0,0,0
0,0,I90S1C570J1V1,0,0,0,0,0,0,0
0,0,I90S1C571J1V1,0,0,0,0,0,0,0
0,0,I90S1C584J1V1,0,0,0,0,0,0,0
0,0,I90S1C587J1V1,0,0,0,0,0,0,0
0,0,I90S1C588J1V1,0,0,0,0,0,0,0
0,0,I90S1C589J1V1,0,0,0,0,0,0,0
0,0,I90S1C591J5V1,0,0,0,0,0,0,0
0,0,I90S1C592J1V1,0,0,0,0,0,0,0
0,0,I90S1C599J2V1,0,0,0,0,0,0,0
0,0,I90S1C5J1V1,0,0,0,0,0,0,0
0,0,I90S1C5J1V3,0,0,0,0,0,0,0
0,0,I90S1C600J2V1,0,0,0,0,0,0,0
0,0,I90S1C601J3V1,0,0,0,0,0,0,0
0,0,I90S1C602J3V1,0,0,0,0,0,0,0
0,0,I90S1C603J3V1,0,0,0,0,0,0,0
0,0,I90S1C605J2V1,0,0,0,0,0,0,0
0,0,I90S1C606J3V1,0,0,0,0,0,0,0
0,0,I90S1C607J1V1,0,0,0,0,0,0,0
0,0,I90S1C608J1V1,0,0,0,0,0,0,0
0,0,I90S1C610J1V1,0,0,0,0,0,0,0
0,0,I90S1C618J1V1,0,0,0,0,0,0,0
0,0,I90S1C61J2V2,0,0,0,0,0,0,0
0,0,I90S1C623J1V1,0,0,0,0,0,0,0
0,0,I90S1C623J1V2,0,0,0,0,0,0,0
0,0,I90S1C628J1V1,0,0,0,0,0,0,0
0,0,I90S1C643J1V1,0,0,0,0,0,0,0
0,0,I90S1C644J4V1,0,0,0,0,0,0,0
0,0,I90S1C645J2V1,0,0,0,0,0,0,0
0,0,I90S1C645J4V1,0,0,0,0,0,0,0
0,0,I90S1C646J2V1,0,0,0,0,0,0,0
0,0,I90S1C646J4V1,0,0,0,0,0,0,0
0,0,I90S1C647J2V1,0,0,0,0,0,0,0
0,0,I90S1C649J1V1,0,0,0,0,0,0,0
0,0,I90S1C64J1V1,0,0,0,0,0,0,0
0,0,I90S1C650J1V1,0,0,0,0,0,0,0
0,0,I90S1C658J3V1,0,0,0,0,0,0,0
0,0,I90S1C659J3V1,0,0,0,0,0,0,0
0,0,I90S1C668J1V1,0,0,0,0,0,0,0
0,0,I90S1C669J3V1,0,0,0,0,0,0,0
0,0,I90S1C670J1V2,0,0,0,0,0,0,0
0,0,I90S1C69J1V1,0,0,0,0,0,0,0
0,0,I90S1C70J1V1,0,0,0,0,0,0,0
0,0,I90S1C72J1V1,0,0,0,0,0,0,0
0,0,I90S1C79J1V1,0,0,0,0,0,0,0
0,0,I90S1C80J1V1,0,0,0,0,0,0,0
0,0,I90S1C81J1V1,0,0,0,0,0,0,0
0,0,I90S1C85J1V1,0,0,0,0,0,0,0
0,0,I90S2C126J1V1,0,0,0,0,0,0,0
0,0,I90S2C45J1V1,0,0,0,0,0,0,0
0,0,I90S2C572J1V1,0,0,0,0,0,0,0
0,0,I90S2C573J2V2,0,0,0,0,0,0,0
0,0,I90S2C594J1V1,0,0,0,0,0,0,0
0,0,I90S2C617J1V1,0,0,0,0,0,0,0
0,0,I90S2C648J3V1,0,0,0,0,0,0,0
0,0,I90S2C663J2V1,0,0,0,0,0,0,0
0,0,I90S4C474J1V1,0,0,0,0,0,0,0
0,0,I90S4C475J1V1,0,0,0,0,0,0,0
0,0,I90S4C487J1V1,0,0,0,0,0,0,0
0,0,I90S4C488J2V1,0,0,0,0,0,0,0
0,0,I90S4C489J2V1,0,0,0,0,0,0,0
0,0,I90S4C489J2V2,0,0,0,0,0,0,0
0,0,I90S4C490J2V1,0,0,0,0,0,0,0
0,0,I90S4C545J1V1,0,0,0,0,0,0,0
0,0,I90S4C545J1V2,0,0,0,0,0,0,0
0,0,I90S4C564J1V1,0,0,0,0,0,0,0
0,0,I90S4C564J2V1,0,0,0,0,0,0,0
0,0,I90S4C573J2V3,0,0,0,0,0,0,0
0,0,I90S4C574J1V1,0,0,0,0,0,0,0
0,0,I90S4C574J1V2,0,0,0,0,0,0,0
0,0,I90S4C622J2V1,0,0,0,0,0,0,0
0,0,I90S4C633J1V2,0,0,0,0,0,0,0
0,0,I90S4C653J1V1,0,0,0,0,0,0,0
0,0,I90S4C653J2V1,0,0,0,0,0,0,0
0,0,I91S1C100J1V1,0,0,0,0,0,0,0
0,0,I91S1C107J1V1,0,0,0,0,0,0,0
0,0,I91S1C108J1V1,0,0,0,0,0,0,0
0,0,I91S1C111J5V1,0,0,0,0,0,0,0
0,0,I91S1C115J1V1,0,0,0,0,0,0,0
0,0,I91S1C124J1V1,0,0,0,0,0,0,0
0,0,I91S1C160J1V1,0,0,0,0,0,0,0
0,0,I91S1C202J1V1,0,0,0,0,0,0,0
0,0,I91S1C204J1V1,0,0,0,0,0,0,0
0,0,I91S1C205J5V1,0,0,0,0,0,0,0
0,0,I91S1C208J1V1,0,0,0,0,0,0,0
0,0,I91S1C209J5V1,0,0,0,0,0,0,0
0,0,I91S1C210J5V1,0,0,0,0,0,0,0
0,0,I91S1C214J1V1,0,0,0,0,0,0,0
0,0,I91S1C25J1V1,0,0,0,0,0,0,0
0,0,I91S1C269J1V1,0,0,0,0,0,0,0
0,0,I91S1C269J1V2,0,0,0,0,0,0,0
0,0,I91S1C26J1V1,0,0,0,0,0,0,0
0,0,I91S1C270J5V1,0,0,0,0,0,0,0
0,0,I91S1C272J1V1,0,0,0,0,0,0,0
0,0,I91S1C287J1V1,0,0,0,0,0,0,0
0,0,I91S1C28J1V1,0,0,0,0,0,0,0
0,0,I91S1C29J1V1,0,0,0,0,0,0,0
0,0,I91S1C304J5V1,0,0,0,0,0,0,0
0,0,I91S1C305J5V1,0,0,0,0,0,0,0
0,0,I91S1C309J5V1,0,0,0,0,0,0,0
0,0,I91S1C30J1V1,0,0,0,0,0,0,0
0,0,I91S1C317J5V1,0,0,0,0,0,0,0
0,0,I91S1C31J1V1,0,0,0,0,0,0,0
0,0,I91S1C320J3V1,0,0,0,0,0,0,0
0,0,I91S1C328J1V1,0,0,0,0,0,0,0
0,0,I91S1C32J1V1,0,0,0,0,0,0,0
0,0,I91S1C34J1V1,0,0,0,0,0,0,0
0,0,I91S1C352J4V1,0,0,0,0,0,0,0
0,0,I91S1C354J4V1,0,0,0,0,0,0,0
0,0,I91S1C355J4V1,0,0,0,0,0,0,0
0,0,I91S1C356J4V1,0,0,0,0,0,0,0
0,0,I91S1C35J1V1,0,0,0,0,0,0,0
0,0,I91S1C360J4V1,0,0,0,0,0,0,0
0,0,I91S1C361J4V1,0,0,0,0,0,0,0
0,0,I91S1C36J1V1,0,0,0,0,0,0,0
0,0,I91S1C378J5V1,0,0,0,0,0,0,0
0,0,I91S1C379J3V1,0,0,0,0,0,0,0
0,0,I91S1C380J1V1,0,0,0,0,0,0,0
0,0,I91S1C381J1V1,0,0,0,0,0,0,0
0,0,I91S1C382J1V1,0,0,0,0,0,0,0
0,0,I91S1C383J1V1,0,0,0,0,0,0,0
0,0,I91S1C387J1V2,0,0,0,0,0,0,0
0,0,I91S1C388J1V1,0,0,0,0,0,0,0
0,0,I91S1C389J5V1,0,0,0,0,0,0,0
0,0,I91S1C38J1V1,0,0,0,0,0,0,0
0,0,I91S1C399J1V1,0,0,0,0,0,0,0
0,0,I91S1C39J1V1,0,0,0,0,0,0,0
0,0,I91S1C400J5V1,0,0,0,0,0,0,0
0,0,I91S1C408J5V1,0,0,0,0,0,0,0
0,0,I91S1C410J1V1,0,0,0,0,0,0,0
0,0,I91S1C412J1V1,0,0,0,0,0,0,0
0,0,I91S1C417J1V1,0,0,0,0,0,0,0
0,0,I91S1C418J1V1,0,0,0,0,0,0,0
0,0,I91S1C41J1V1,0,0,0,0,0,0,0
0,0,I91S1C420J2V1,0,0,0,0,0,0,0
0,0,I91S1C421J2V1,0,0,0,0,0,0,0
0,0,I91S1C424J1V1,0,0,0,0,0,0,0
0,0,I91S1C436J1V1,0,0,0,0,0,0,0
0,0,I91S1C437J1V1,0,0,0,0,0,0,0
0,0,I91S1C439J4V1,0,0,0,0,0,0,0
0,0,I91S1C43J5V1,0,0,0,0,0,0,0
0,0,I91S1C440J1V1,0,0,0,0,0,0,0
0,0,I91S1C441J1V1,0,0,0,0,0,0,0
0,0,I91S1C442J1V1,0,0,0,0,0,0,0
0,0,I91S1C443J1V1,0,0,0,0,0,0,0
0,0,I91S1C446J1V1,0,0,0,0,0,0,0
0,0,I91S1C447J1V1,0,0,0,0,0,0,0
0,0,I91S1C449J1V1,0,0,0,0,0,0,0
0,0,I91S1C44J1V1,0,0,0,0,0,0,0
0,0,I91S1C450J1V1,0,0,0,0,0,0,0
0,0,I91S1C451J4V1,0,0,0,0,0,0,0
0,0,I91S1C452J1V1,0,0,0,0,0,0,0
0,0,I91S1C455J3V1,0,0,0,0,0,0,0
0,0,I91S1C460J1V1,0,0,0,0,0,0,0
0,0,I91S1C470J2V1,0,0,0,0,0,0,0
0,0,I91S1C471J3V1,0,0,0,0,0,0,0
0,0,I91S1C473J4V1,0,0,0,0,0,0,0
0,0,I91S1C473J4V2,0,0,0,0,0,0,0
0,0,I91S1C474J2V1,0,0,0,0,0,0,0
0,0,I91S1C475J4V1,0,0,0,0,0,0,0
0,0,I91S1C476J4V2,0,0,0,0,0,0,0
0,0,I91S1C477J1V1,0,0,0,0,0,0,0
0,0,I91S1C478J1V1,0,0,0,0,0,0,0
0,0,I91S1C479J1V1,0,0,0,0,0,0,0
0,0,I91S1C480J1V1,0,0,0,0,0,0,0
0,0,I91S1C490J1V1,0,0,0,0,0,0,0
0,0,I91S1C491J1V1,0,0,0,0,0,0,0
0,0,I91S1C509J1V1,0,0,0,0,0,0,0
0,0,I91S1C50J1V2,0,0,0,0,0,0,0
0,0,I91S1C510J1V1,0,0,0,0,0,0,0
0,0,I91S1C511J1V1,0,0,0,0,0,0,0
0,0,I91S1C512J1V1,0,0,0,0,0,0,0
0,0,I91S1C58J1V1,0,0,0,0,0,0,0
0,0,I91S1C59J1V1,0,0,0,0,0,0,0
0,0,I91S1C5J2V1,0,0,0,0,0,0,0
0,0,I91S1C79J1V1,0,0,0,0,0,0,0
0,0,I91S1C81J1V1,0,0,0,0,0,0,0
0,0,I91S1C81J1V2,0,0,0,0,0,0,0
0,0,I91S1C82J1V1,0,0,0,0,0,0,0
0,0,I91S1C83J1V1,0,0,0,0,0,0,0
0,0,I91S1C9J5V1,0,0,0,0,0,0,0
0,0,I91S2C109J1V1,0,0,0,0,0,0,0
0,0,I91S2C113J1V1,0,0,0,0,0,0,0
0,0,I91S2C113J1V2,0,0,0,0,0,0,0
0,0,I91S2C114J5V1,0,0,0,0,0,0,0
0,0,I91S2C205J5V1,0,0,0,0,0,0,0
0,0,I91S2C211J5V1,0,0,0,0,0,0,0
0,0,I91S2C212J1V2,0,0,0,0,0,0,0
0,0,I91S2C213J1V1,0,0,0,0,0,0,0
0,0,I91S2C270J5V1,0,0,0,0,0,0,0
0,0,I91S2C290J5V1,0,0,0,0,0,0,0
0,0,I91S2C292J5V1,0,0,0,0,0,0,0
0,0,I91S2C29J1V1,0,0,0,0,0,0,0
0,0,I91S2C30J1V1,0,0,0,0,0,0,0
0,0,I91S2C323J1V1,0,0,0,0,0,0,0
0,0,I91S2C324J1V1,0,0,0,0,0,0,0
0,0,I91S2C325J1V1,0,0,0,0,0,0,0
0,0,I91S2C326J1V1,0,0,0,0,0,0,0
0,0,I91S2C328J1V1,0,0,0,0,0,0,0
0,0,I91S2C363J1V1,0,0,0,0,0,0,0
0,0,I91S2C364J1V1,0,0,0,0,0,0,0
0,0,I91S2C365J1V2,0,0,0,0,0,0,0
0,0,I91S2C376J5V1,0,0,0,0,0,0,0
0,0,I91S2C377J5V1,0,0,0,0,0,0,0
0,0,I91S2C37J1V1,0,0,0,0,0,0,0
0,0,I91S2C384J1V1,0,0,0,0,0,0,0
0,0,I91S2C384J1V2,0,0,0,0,0,0,0
0,0,I91S2C402J5V1,0,0,0,0,0,0,0
0,0,I91S2C40J1V1,0,0,0,0,0,0,0
0,0,I91S2C411J1V1,0,0,0,0,0,0,0
0,0,I91S2C421J1V1,0,0,0,0,0,0,0
0,0,I91S2C424J1V1,0,0,0,0,0,0,0
0,0,I91S2C432J1V1,0,0,0,0,0,0,0
0,0,I91S2C433J1V1,0,0,0,0,0,0,0
0,0,I91S2C434J1V1,0,0,0,0,0,0,0
0,0,I91S2C435J1V1,0,0,0,0,0,0,0
0,0,I91S2C438J1V1,0,0,0,0,0,0,0
0,0,I91S2C444J1V1,0,0,0,0,0,0,0
0,0,I91S2C445J1V1,0,0,0,0,0,0,0
0,0,I91S2C448J1V1,0,0,0,0,0,0,0
0,0,I91S2C453J1V1,0,0,0,0,0,0,0
0,0,I91S2C454J1V1,0,0,0,0,0,0,0
0,0,I91S2C472J3V1,0,0,0,0,0,0,0
0,0,I91S2C477J1V1,0,0,0,0,0,0,0
0,0,I91S2C478J1V1,0,0,0,0,0,0,0
0,0,I91S2C481J1V1,0,0,0,0,0,0,0
0,0,I91S2C482J1V1,0,0,0,0,0,0,0
0,0,I91S2C508J1V1,0,0,0,0,0,0,0
0,0,I91S2C513J1V1,0,0,0,0,0,0,0
0,0,I91S2C81J1V1,0,0,0,0,0,0,0
0,0,I91S3C224J4V1,0,0,0,0,0,0,0
0,0,I91S3C226J4V1,0,0,0,0,0,0,0
0,0,I91S3C230J4V1,0,0,0,0,0,0,0
0,0,I91S3C239J4V1,0,0,0,0,0,0,0
0,0,I91S3C240J4V1,0,0,0,0,0,0,0
0,0,I91S3C241J4V1,0,0,0,0,0,0,0
0,0,I91S3C242J4V1,0,0,0,0,0,0,0
0,0,I91S3C243J4V1,0,0,0,0,0,0,0
0,0,I91S3C244J4V1,0,0,0,0,0,0,0
0,0,I91S3C368J4V1,0,0,0,0,0,0,0
0,0,I91S3C369J4V1,0,0,0,0,0,0,0
0,0,I91S3C405J4V3,0,0,0,0,0,0,0
0,0,I91S3C406J3V3,0,0,0,0,0,0,0
0,0,I91S3C407J4V3,0,0,0,0,0,0,0
0,0,I91S3C68J4V1,0,0,0,0,0,0,0
0,0,I91S3C69J4V1,0,0,0,0,0,0,0
0,0,I91S3C92J4V1,0,0,0,0,0,0,0
0,0,I91S3C95J4V1,0,0,0,0,0,0,0
0,0,I92S1C100J1V2,0,0,0,0,0,0,0
0,0,I92S1C102J1V1,0,0,0,0,0,0,0
0,0,I92S1C103J1V2,0,0,0,0,0,0,0
0,0,I92S1C106J1V2,0,0,0,0,0,0,0
0,0,I92S1C120J1V2,0,0,0,0,0,0,0
0,0,I92S1C135J2V1,0,0,0,0,0,0,0
0,0,I92S1C15J1V1,0,0,0,0,0,0,0
0,0,I92S1C163J1V1,0,0,0,0,0,0,0
0,0,I92S1C164J1V1,0,0,0,0,0,0,0
0,0,I92S1C165J1V1,0,0,0,0,0,0,0
0,0,I92S1C166J1V1,0,0,0,0,0,0,0
0,0,I92S1C167J1V1,0,0,0,0,0,0,0
0,0,I92S1C168J1V1,0,0,0,0,0,0,0
0,0,I92S1C169J1V1,0,0,0,0,0,0,0
0,0,I92S1C170J1V1,0,0,0,0,0,0,0
0,0,I92S1C171J1V1,0,0,0,0,0,0,0
0,0,I92S1C172J1V1,0,0,0,0,0,0,0
0,0,I92S1C173J1V1,0,0,0,0,0,0,0
0,0,I92S1C174J2V3,0,0,0,0,0,0,0
0,0,I92S1C199J1V1,0,0,0,0,0,0,0
0,0,I92S1C201J1V1,0,0,0,0,0,0,0
0,0,I92S1C201J1V2,0,0,0,0,0,0,0
0,0,I92S1C203J1V1,0,0,0,0,0,0,0
0,0,I92S1C204J1V1,0,0,0,0,0,0,0
0,0,I92S1C205J1V1,0,0,0,0,0,0,0
0,0,I92S1C210J1V1,0,0,0,0,0,0,0
0,0,I92S1C211J1V1,0,0,0,0,0,0,0
0,0,I92S1C215J1V1,0,0,0,0,0,0,0
0,0,I92S1C216J1V1,0,0,0,0,0,0,0
0,0,I92S1C217J1V1,0,0,0,0,0,0,0
0,0,I92S1C218J1V1,0,0,0,0,0,0,0
0,0,I92S1C219J2V3,0,0,0,0,0,0,0
0,0,I92S1C233J1V1,0,0,0,0,0,0,0
0,0,I92S1C233J1V2,0,0,0,0,0,0,0
0,0,I92S1C234J1V1,0,0,0,0,0,0,0
0,0,I92S1C235J1V1,0,0,0,0,0,0,0
0,0,I92S1C237J1V1,0,0,0,0,0,0,0
0,0,I92S1C238J1V1,0,0,0,0,0,0,0
0,0,I92S1C240J1V1,0,0,0,0,0,0,0
0,0,I92S1C241J1V1,0,0,0,0,0,0,0
0,0,I92S1C246J1V1,0,0,0,0,0,0,0
0,0,I92S1C256J1V1,0,0,0,0,0,0,0
0,0,I92S1C286J1V1,0,0,0,0,0,0,0
0,0,I92S1C287J1V1,0,0,0,0,0,0,0
0,0,I92S1C288J1V2,0,0,0,0,0,0,0
0,0,I92S1C289J1V1,0,0,0,0,0,0,0
0,0,I92S1C290J1V1,0,0,0,0,0,0,0
0,0,I92S1C340J1V1,0,0,0,0,0,0,0
0,0,I92S1C341J1V1,0,0,0,0,0,0,0
0,0,I92S1C345J1V1,0,0,0,0,0,0,0
0,0,I92S1C346J1V1,0,0,0,0,0,0,0
0,0,I92S1C347J1V1,0,0,0,0,0,0,0
0,0,I92S1C348J1V1,0,0,0,0,0,0,0
0,0,I92S1C349J1V1,0,0,0,0,0,0,0
0,0,I92S1C354J1V1,0,0,0,0,0,0,0
0,0,I92S1C357J1V1,0,0,0,0,0,0,0
0,0,I92S1C374J4V1,0,0,0,0,0,0,0
0,0,I92S1C375J2V1,0,0,0,0,0,0,0
0,0,I92S1C376J1V1,0,0,0,0,0,0,0
0,0,I92S1C377J2V1,0,0,0,0,0,0,0
0,0,I92S1C378J2V1,0,0,0,0,0,0,0
0,0,I92S1C379J1V1,0,0,0,0,0,0,0
0,0,I92S1C380J2V1,0,0,0,0,0,0,0
0,0,I92S1C381J2V1,0,0,0,0,0,0,0
0,0,I92S1C382J4V1,0,0,0,0,0,0,0
0,0,I92S1C384J4V1,0,0,0,0,0,0,0
0,0,I92S1C385J2V1,0,0,0,0,0,0,0
0,0,I92S1C386J2V1,0,0,0,0,0,0,0
0,0,I92S1C387J2V1,0,0,0,0,0,0,0
0,0,I92S1C388J2V1,0,0,0,0,0,0,0
0,0,I92S1C389J4V1,0,0,0,0,0,0,0
0,0,I92S1C390J1V1,0,0,0,0,0,0,0
0,0,I92S1C3J2V2,0,0,0,0,0,0,0
0,0,I92S1C424J4V1,0,0,0,0,0,0,0
0,0,I92S1C425J4V1,0,0,0,0,0,0,0
0,0,I92S1C426J4V1,0,0,0,0,0,0,0
0,0,I92S1C427J4V1,0,0,0,0,0,0,0
0,0,I92S1C429J4V1,0,0,0,0,0,0,0
0,0,I92S1C430J4V1,0,0,0,0,0,0,0
0,0,I92S1C431J4V1,0,0,0,0,0,0,0
0,0,I92S1C432J4V1,0,0,0,0,0,0,0
0,0,I92S1C433J4V1,0,0,0,0,0,0,0
0,0,I92S1C434J1V1,0,0,0,0,0,0,0
0,0,I92S1C435J1V1,0,0,0,0,0,0,0
0,0,I92S1C436J2V1,0,0,0,0,0,0,0
0,0,I92S1C437J2V1,0,0,0,0,0,0,0
0,0,I92S1C4J1V1,0,0,0,0,0,0,0
0,0,I92S1C7J1V1,0,0,0,0,0,0,0
0,0,I92S1C8J1V1,0,0,0,0,0,0,0
0,0,I92S1C9J2V1,0,0,0,0,0,0,0
0,0,I92S2C135J2V1,0,0,0,0,0,0,0
0,0,I92S2C166J1V1,0,0,0,0,0,0,0
0,0,I92S2C1J2V1,0,0,0,0,0,0,0
0,0,I92S2C202J1V1,0,0,0,0,0,0,0
0,0,I92S2C242J2V3,0,0,0,0,0,0,0
0,0,I92S2C251J1V1,0,0,0,0,0,0,0
0,0,I92S2C383J4V1,0,0,0,0,0,0,0
0,0,I92S2C3J2V2,0,0,0,0,0,0,0
0,0,I92S2C428J3V1,0,0,0,0,0,0,0
0,0,I92S2C49J1V1,0,0,0,0,0,0,0
0,0,I92S2C50J2V3,0,0,0,0,0,0,0
0,0,I92S2C9J1V1,0,0,0,0,0,0,0
0,0,I92S4C300J2V1,0,0,0,0,0,0,0
0,0,I92S4C301J1V1,0,0,0,0,0,0,0
0,0,I92S4C302J1V1,0,0,0,0,0,0,0
0,0,I92S4C303J1V1,0,0,0,0,0,0,0
0,0,I92S4C304J1V1,0,0,0,0,0,0,0
0,0,I92S4C305J1V1,0,0,0,0,0,0,0
