unique_code,tipoies,region,nombreies,nombrecarrera
I70S1C675J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN MEDICINA GENERAL FAMILIAR
I70S1C676J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN MEDICINA INTERNA
I70S1C677J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN MEDICINA LEGAL
I70S1C678J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN MEDICINA NUCLEAR
I70S1C679J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN MICROBIOLOGIA
I70S1C67J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,DANZA
I70S1C680J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN NEUROCIRUGIA
I70S1C681J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN NEUROLOGIA
I70S1C682J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN NEUROLOGIA PEDIATRICA
I70S1C683J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN OBSTETRICIA Y GINECOLOGIA
I70S1C684J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN OFTALMOLOGIA
I70S1C685J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA
I70S1C686J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN OTORRINOLARINGOLOGIA
I70S1C687J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN PEDIATRIA
I70S1C688J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN PSIQUIATRIA ADULTOS
I70S1C689J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN RADIOLOGIA
I70S1C68J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,ACTUACION TEATRAL
I70S1C68J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,ACTUACION TEATRAL
I70S1C690J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN SALUD PUBLICA
I70S1C691J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN UROLOGIA
I70S1C692J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,"TITULO DE PROFESIONAL ESPECIALISTA EN CIRUGIA DE CABEZA, CUELLO Y PLASTICA MAXILO FACIAL"
I70S1C693J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN CIRUGIA CARDIOVASCULAR
I70S1C694J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN CIRUGIA DIGESTIVA
I70S1C695J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN CIRUGIA DE TORAX
I70S1C696J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN CIRUGIA PLASTICA Y REPARADORA
I70S1C697J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN CIRUGIA COLOPROCTOLOGICA
I70S1C698J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN CIRUGIA VASCULAR PERIFERICA
I70S1C699J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN CARDIOLOGIA
I70S1C69J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,ARTES PLASTICAS
I70S1C6J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,BIOQUIMICA
I70S1C700J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN ENDOCRINOLOGIA
I70S1C701J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN ENFERMEDADES RESPIRATORIAS
I70S1C702J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN GASTROENTEROLOGIA
I70S1C703J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN GERIATRIA
I70S1C704J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN HEMATOLOGIA
I70S1C705J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN INFECTOLOGIA
I70S1C706J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN NEFROLOGIA
I70S1C707J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN ONCOLOGIA MEDICA
I70S1C708J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN REUMATOLOGIA
I70S1C709J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN GINECOLOGIA PEDIATRICA Y DE LA ADOLESCENCIA
I70S1C70J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,DISEÑO TEATRAL
I70S1C710J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN GINECOLOGIA ONCOLOGICA
I70S1C711J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN MEDICINA REPRODUCTIVA E INFERTILIDAD
I70S1C712J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN ADOLESCENCIA
I70S1C713J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN CARDIOLOGIA PEDIATRICA
I70S1C714J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN ENFERMEDADES RESPIRATORIAS PEDIATRICAS
I70S1C715J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN HEMATOLOGIA ONCOLOGICA PEDIATRICA
I70S1C716J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN INFECTOLOGIA PEDIATRICA
I70S1C717J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN NEONATOLOGIA
I70S1C718J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN NEFROLOGIA PEDIATRICA
I70S1C719J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN RADIOTERAPIA ONCOLOGICA
I70S1C71J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,INTERPRETACION MUSICAL
I70S1C71J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,INTERPRETACION MUSICAL
I70S1C722J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN PSIQUIATRIA INFANTIL Y DEL ADOLESCENTE
I70S1C723J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN DIABETES DEL ADULTO
I70S1C724J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN CATETERISMO CARDIACO Y CARDIOLOGIA INTERVENCIONAL
I70S1C725J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN MEDICINA INTENSIVA DEL ADULTO
I70S1C726J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN CUIDADOS INTENSIVOS PEDIATRICOS
I70S1C727J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN MEDICINA MATERNO FETAL
I70S1C728J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN ENDODONCIA
I70S1C729J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN CIRUGIA Y TRAUMATOLOGIA BUCAL Y MAXILO FACIAL
I70S1C72J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,LICENCIATURA EN ARTES CON MENCION EN SONIDO
I70S1C730J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN PATOLOGIA BUCOMAXILO FACIAL
I70S1C731J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN ODONTOPEDIATRIA
I70S1C732J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN ORTODONCIA Y ORTOPEDIA DENTO MAXILO FACIAL
I70S1C733J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN PERIODONCIA
I70S1C734J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN RADIOLOGIA DENTO MAXILO FACIAL
I70S1C735J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN REHABILITACION ORAL
I70S1C736J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN IMPLANTOLOGIA BUCO MAXILO FACIAL
I70S1C737J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN CIENCIAS MENCION GEOFISICA
I70S1C738J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN ESTUDIOS LATINOAMERICANOS
I70S1C739J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN GOBIERNO Y GERENCIA PUBLICA
I70S1C73J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TEORIA DE LA MUSICA
I70S1C73J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TEORIA DE LA MUSICA
I70S1C740J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN SALUD PUBLICA
I70S1C741J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN URBANISMO
I70S1C742J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,DOCTORADO EN CIENCIAS FARMACEUTICAS
I70S1C743J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN EDUCACION CON MENCION EN CURRICULO Y COMUNIDAD EDUCATIVA
I70S1C744J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN CIENCIAS SOCIALES CON MENCION EN SOCIOLOGIA DE LA MODERNIZACION
I70S1C745J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,DOCTORADO EN PSICOLOGIA
I70S1C74J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TEORIA E HISTORIA DEL ARTE
I70S1C751J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN PSICOLOGIA MENCION PSICOLOGIA CLINICA INFANTO JUVENIL
I70S1C753J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,DOCTORADO EN SALUD PUBLICA
I70S1C755J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,DOCTORADO EN ESTUDIOS LATINOAMERICANOS
I70S1C756J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN EDUCACION CON MENCION EN INFORMATICA EDUCATIVA
I70S1C757J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN TRIBUTACION
I70S1C759J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN DERECHO AMBIENTAL
I70S1C760J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,"MAGISTER EN ADMINISTRACION MBA SIN MENCIONES Y CON MENCIONES EN GESTION EN FINANZAS, GESTION EN MARKETING Y GESTION EN RECURSOS HUMANOS"
I70S1C761J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN ARTES CON MENCION EN ARTES VISUALES
I70S1C762J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN ARTES CON MENCION EN DIRECCION TEATRAL
I70S1C763J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN GASTROENTEROLOGIA PEDIATRICA
I70S1C764J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO DE PROFESIONAL ESPECIALISTA EN ENDOCRINOLOGIA PEDIATRICA
I70S1C76J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,LICENCIATURA EN CIENCIAS CON MENCION EN BIOLOGIA
I70S1C773J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,CURSO DE ESPECIALIZACION PARA PROFESORES DE EDUCACION GENERAL BASICA CON MENCION EN LENGUAJE Y COMUNICACION
I70S1C774J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,CURSO DE ESPECIALIZACION PARA PROFESORES DE EDUCACION GENERAL BASICA CON MENCION EN EDUCACION MATEMATICA
I70S1C779J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,DOCTORADO EN FILOSOFIA CON MENCION EN ESTETICA Y TEORIA DEL ARTE
I70S1C77J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,LICENCIATURA EN CIENCIAS CON MENCION EN FISICA
I70S1C781J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,CURSO DE ESPECIALIZACION DE POSTITULO EN TERAPIAS DE ARTE MENCION EN ARTE TERAPIA
I70S1C78J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,LICENCIATURA EN CIENCIAS CON MENCION EN MATEMATICAS
I70S1C795J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN GESTION DE PERSONAS Y DINAMICA ORGANIZACIONAL
I70S1C796J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN INGENIERIA DE REDES DE COMUNICACIONES
I70S1C797J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN FILOSOFIA
I70S1C798J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN CINE DOCUMENTAL
I70S1C799J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,DOCTORADO EN INGENIERIA DE MINAS
I70S1C79J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,LICENCIATURA EN CIENCIAS CON MENCION EN QUIMICA
I70S1C800J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,"TITULO DE PROFESIONAL ESPECIALISTA EN TRASTORNOS DEL LENGUAJE, HABLA Y DEGLUCION EN ADULTOS"
I70S1C80J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,LICENCIATURA EN ARTES CON MENCION EN COMPOSICION
I70S1C80J1V3,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,LICENCIATURA EN ARTES CON MENCION EN COMPOSICION
I70S1C810J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN ESTRATEGIA INTERNACIONAL Y POLITICA COMERCIAL
I70S1C811J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN ANALISIS ECONOMICO
I70S1C814J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,CONTADOR AUDITOR
I70S1C815J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,DOCTORADO EN BIOTECNOLOGIA MOLECULAR
I70S1C816J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,INGENIERIA EN INFORMACION Y CONTROL DE GESTION
I70S1C819J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN COMUNICACION SOCIAL
I70S1C81J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,LICENCIATURA EN FILOSOFIA
I70S1C820J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN DERECHO PENAL DE LOS NEGOCIOS Y DE LA EMPRESA
I70S1C821J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN DERECHO Y NUEVAS TECNOLOGIAS
I70S1C822J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN FARMACOLOGIA
I70S1C823J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN FISIOLOGIA
I70S1C824J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN FISIOPATOLOGIA
I70S1C825J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN GENETICA
I70S1C826J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN INMUNOLOGIA
I70S1C827J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN MICROBIOLOGIA
I70S1C828J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN MORFOLOGIA
I70S1C829J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN NEUROCIENCIAS
I70S1C82J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,LICENCIATURA EN HISTORIA
I70S1C839J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,ETAPA BASICA DE LA LICENCIATURA EN ARTES CON MENCION EN ARTES PLASTICAS
I70S1C83J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,LICENCIATURA EN LINGÜISTICA Y LITERATURA
I70S1C840J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,ETAPA BASICA DE LA LICENCIATURA EN ARTES CON MENCION EN COMPOSICION
I70S1C841J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,ETAPA BASICA DE LA LICENCIATURA EN ARTES CON MENCION EN DANZA
I70S1C842J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,ETAPA BASICA DE LA LICENCIATURA EN ARTES CON MENCION EN INTERPRETACION MUSICAL
I70S1C843J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN ARQUEOLOGIA
I70S1C844J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN CIENCIAS ANIMALES Y VETERINARIAS
I70S1C845J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN INFORMATICA MEDICA
I70S1C84J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,LICENCIATURA EN LINGÜISTICA Y LITERATURA INGLESAS
I70S1C856J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN CIENCIAS AGROPECUARIAS
I70S1C857J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN DERECHO DE FAMILIA (S) Y DERECHO DE LA INFANCIA Y DE LA ADOLESCENCIA
I70S1C858J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN DERECHO DEL TRABAJO Y DE LA SEGURIDAD SOCIAL
I70S1C861J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,PEDAGOGIA EN EDUCACION BASICA
I70S1C862J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,PEDAGOGIA EN EDUCACION PARVULARIA
I70S1C863J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,PEDAGOGIA EN EDUCACION MEDIA EN BIOLOGIA Y QUIMICA
I70S1C864J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TRABAJO SOCIAL
I70S1C870J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,DOCTORADO EN ADMINISTRACION DE NEGOCIOS
I70S1C871J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,DOCTORADO EN CIENCIAS DE LA INGENIERIA MENCION INGENIERIA QUIMICA Y BIOTECNOLOGIA
I70S1C872J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,DOCTORADO EN CIENCIAS ODONTOLOGICAS
I70S1C873J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,INGENIERIA EN SONIDO
I70S1C874J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN ANTROPOLOGIA SOCIOCULTURAL
I70S1C875J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN CIENCIAS DE LA INGENIERIA CON MENCION EN MATEMATICAS APLICADAS
I70S1C876J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,"MAGISTER EN CIENCIAS DE LA INGENIERIA MENCION INGENIERIA ESTRUCTURAL, SISMICA Y GEOTECNICA"
I70S1C877J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO PROFESIONAL DE ESPECIALISTA EN LABORATORIO CLINICO
I70S1C878J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO PROFESIONAL DE ESPECIALISTA EN NUTRICION CLINICA DEL NIÑO Y DEL ADOLESCENTE
I70S1C879J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO PROFESIONAL DE ESPECIALISTA EN RELACIONES INTERNACIONALES
I70S1C890J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,CURSO DE ESPECIALIZACION DE POSTITULO PARA PROFESORES DE EDUCACION GENERAL BASICA CON MENCION EN CIENCIAS NATURALES
I70S1C891J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO PROFESIONAL DE ESPECIALISTA EN SALUD PUBLICA ODONTOLOGICA
I70S1C892J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO PROFESIONAL DE ESPECIALISTA EN ODONTOLOGIA LEGAL Y FORENSE
I70S1C893J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO PROFESIONAL DE ESPECIALISTA EN ODONTOLOGIA RESTAURADORA
I70S1C894J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN ARQUITECTURA
I70S1C895J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN INTERPRETACION MUSICAL
I70S1C896J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN OCUPACION Y TERAPIA OCUPACIONAL
I70S1C899J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,DOCTORADO EN COMPUTACION
I70S1C900J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,"DOCTORADO EN TERRITORIO, ESPACIO Y SOCIEDAD"
I70S1C901J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,ESTUDIOS INTERNACIONALES
I70S1C902J5V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN CONTABILIDAD
I70S1C903J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,TITULO PROFESIONAL DE ESPECIALISTA EN REUMATOLOGIA PEDIATRICA
I70S1C906J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN TRABAJO SOCIAL
I70S1C907J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN INTERVENCION DEL PATRIMONIO ARQUITECTONICO
I70S1C908J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN GEOGRAFIA
I70S1C911J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,CIENCIA POLITICA
I70S1C914J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,"CURSO DE ESPECIALIZACION DE POSTITULO PARA PROFESORES DE EDUCACION GENERAL BASICA CON MENCION EN HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES"
I70S1C915J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,DOCTORADO EN FILOSOFIA CON MENCION EN FILOSOFIA
I70S1C916J5V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN ADMINISTRACION DE SALUD
I70S1C917J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN DESARROLLO Y COOPERACION INTERNACIONAL
I70S1C918J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE CHILE,MAGISTER EN DIDACTICA
