demre_code,weighted_threshold,unique_code,nem_weight,ranking_weight,math_weight,lang_weight,hist_weight,scie_weight,other_wieight
55027,410.8,I13S4C2J1V1,20,30,30,10,10,10,0
55028,548.5,I13S3C2J1V1,20,30,30,10,10,10,0
55029,488.5,I13S5C2J1V1,20,30,30,10,10,10,0
55030,521.6,I13S4C31J1V1,10,40,25,15,10,10,0
55031,458.75,I13S2C31J1V1,10,40,25,15,10,10,0
55032,546.15,I13S16C31J1V1,10,40,25,15,10,10,0
55033,530,I13S3C31J1V1,10,40,25,15,10,10,0
55034,541.8,I13S5C31J1V1,10,40,25,15,10,10,0
55035,546.55,I13S9C31J1V1,10,40,25,15,10,10,0
55036,528.5,I13S1C31J1V1,10,40,25,15,10,10,0
55037,528.3,I13S7C31J1V1,10,40,25,15,10,10,0
55038,537.55,I13S6C31J1V1,10,40,25,15,10,10,0
55039,538.9,I13S16C1J1V1,10,30,30,20,10,10,0
55040,536.5,I13S11C1J1V1,10,30,30,20,10,10,0
55041,562.1,I13S1C1J1V1,10,30,30,20,10,10,0
55042,557.3,I13S7C1J1V1,10,30,30,20,10,10,0
55043,546.3,I13S10C1J1V1,10,30,30,20,10,10,0
55044,558.1,I13S6C1J1V1,10,30,30,20,10,10,0
55045,483.1,I13S4C37J1V1,10,30,30,20,10,10,0
55046,531.8,I13S5C37J1V1,10,30,30,20,10,10,0
55047,514.5,I13S9C37J1V1,10,30,30,20,10,10,0
55048,512.9,I13S1C37J1V1,10,30,30,20,10,10,0
55049,507.4,I13S7C37J1V1,10,30,30,20,10,10,0
55050,522,I13S6C37J1V1,10,30,30,20,10,10,0
55051,506.3,I13S5C39J1V2,10,30,25,25,10,10,0
55052,436.65,I13S1C39J1V2,10,30,25,25,10,10,0
55054,518.4,I13S4C6J1V1,10,30,10,40,10,10,0
55055,511.1,I13S2C6J1V1,10,30,10,40,10,10,0
55056,568.5,I13S16C6J1V1,10,30,10,40,10,10,0
55057,515.5,I13S3C6J1V1,10,30,10,40,10,10,0
55058,591,I13S5C6J1V1,10,30,10,40,10,10,0
55059,556.5,I13S9C6J1V1,10,30,10,40,10,10,0
55061,546.6,I13S11C6J1V1,10,30,10,40,10,10,0
55062,565.9,I13S1C6J1V1,10,30,10,40,10,10,0
55063,531,I13S7C6J1V1,10,30,10,40,10,10,0
55064,527.9,I13S10C6J1V1,10,30,10,40,10,10,0
55065,561.1,I13S6C6J1V1,10,30,10,40,10,10,0
55066,540.9,I13S3C34J1V1,10,40,30,10,10,10,0
55067,628.8,I13S5C34J1V1,10,40,30,10,10,10,0
55069,537.2,I13S11C34J1V1,10,40,30,10,10,10,0
55070,556.3,I13S1C34J1V1,10,40,30,10,10,10,0
55071,543.2,I13S10C34J1V1,10,40,30,10,10,10,0
55072,590.3,I13S6C34J1V1,10,40,30,10,10,10,0
55073,440.1,I13S2C44J1V1,10,40,20,20,10,10,0
55074,480.8,I13S16C44J1V1,10,40,20,20,10,10,0
55075,410.8,I13S3C44J1V1,10,40,20,20,10,10,0
55076,520,I13S5C44J1V1,10,40,20,20,10,10,0
55077,492.6,I13S9C44J1V1,10,40,20,20,10,10,0
55079,408.8,I13S11C44J1V1,10,40,20,20,10,10,0
55080,500.3,I13S1C44J1V1,10,40,20,20,10,10,0
55081,458.9,I13S10C44J1V1,10,40,20,20,10,10,0
55082,489.2,I13S17C44J1V1,10,40,20,20,10,10,0
55083,502.5,I13S6C44J1V1,10,40,20,20,10,10,0
55084,414.6,I13S5C14J1V1,10,30,10,30,20,20,0
55085,440.1,I13S9C14J1V1,10,30,10,30,20,20,0
55086,526.3,I13S1C14J1V1,10,30,10,30,20,20,0
55088,534.1,I13S1C42J1V1,10,20,50,10,10,10,0
55089,498.8,I13S1C244J1V1,10,20,50,10,10,10,0
55090,475.2,I13S1C38J1V1,20,30,20,10,20,20,0
55091,514.8,I13S1C12J1V1,20,30,30,10,10,10,0
55092,520.1,I13S16C9J1V1,10,30,10,30,20,20,0
55093,468.5,I13S5C30J1V2,10,30,25,25,10,10,0
55094,498.4,I13S1C30J1V2,10,30,25,25,10,10,0
55095,502.55,I13S1C160J1V1,10,40,15,25,10,10,0
55097,496.25,I13S16C160J1V1,10,40,15,25,10,10,0
55099,525.9,I13S1C378J1V1,10,20,50,10,10,10,0
55100,548.8,I13S1C2J1V1,20,30,30,10,10,10,0
55101,508.3,I13S9C2J1V1,20,30,30,10,10,10,0
55102,474.9,I13S1C600J1V2,20,30,30,10,10,10,0
55103,502.85,I13S10C31J1V1,10,40,25,15,10,10,0
55104,479.4,I13S11C31J1V1,10,40,25,15,10,10,0
55105,388.9,I13S17C31J1V1,10,40,25,15,10,10,0
55106,514.7,I13S3C37J1V1,10,30,30,20,10,10,0
55107,502.6,I13S16C37J1V1,10,30,30,20,10,10,0
55108,471.1,I13S10C37J1V1,10,30,30,20,10,10,0
55109,463.7,I13S11C37J1V1,10,30,30,20,10,10,0
55110,502.1,I13S17C34J1V1,10,40,30,10,10,10,0
55111,510.7,I13S6C14J1V1,10,30,10,30,20,20,0
55112,458.6,I13S16C14J1V1,10,30,10,30,20,20,0
55113,419.1,I13S7C2J1V1,20,30,30,10,10,10,0
56102,402.5,I19S1C1J1V1,40,30,10,10,10,10,0
56103,565.8,I19S1C3J1V1,40,30,10,10,10,10,0
56104,377.4,I19S1C13J1V1,40,30,10,10,10,10,0
56106,404.2,I19S1C126J1V1,40,30,10,10,10,10,0
56108,392.4,I19S1C7J1V1,40,30,10,10,10,10,0
56110,363.1,I19S1C21J1V1,40,30,10,10,10,10,0
56112,539.4,I19S1C419J1V1,40,30,10,10,10,10,0
56114,424.7,I19S1C2J1V1,40,30,10,10,10,10,0
56116,324.3,I19S1C98J1V1,40,30,10,10,10,10,0
56117,416.4,I19S1C392J1V1,40,30,10,10,10,10,0
56118,361.1,I19S1C37J1V1,40,30,10,10,10,10,0
56119,443.6,I19S1C148J1V1,40,30,10,10,10,10,0
56124,476.1,I19S1C9J1V1,40,30,10,10,10,10,0
56125,408.7,I19S1C228J1V1,40,30,10,10,10,10,0
56127,501.3,I19S1C62J1V2,40,30,10,10,10,10,0
56201,417.7,I19S4C453J1V1,40,30,10,10,10,10,0
56205,567.6,I19S4C5J1V1,40,30,10,10,10,10,0
56207,427.8,I19S4C24J1V1,40,30,10,10,10,10,0
56208,423.3,I19S4C7J1V1,40,30,10,10,10,10,0
56209,410.4,I19S4C19J1V2,40,30,10,10,10,10,0
56210,352.3,I19S4C21J1V1,40,30,10,10,10,10,0
56211,454.9,I19S1C229J1V1,40,30,10,10,10,10,0
56213,420.2,I19S4C27J1V1,40,30,10,10,10,10,0
56215,483.4,I19S4C12J1V1,40,30,10,10,10,10,0
56216,393.4,I19S4C98J1V1,40,30,10,10,10,10,0
56218,353.9,I19S4C37J1V1,40,30,10,10,10,10,0
56219,416,I19S4C148J1V1,40,30,10,10,10,10,0
56220,457.4,I19S4C20J1V2,40,30,10,10,10,10,0
56221,522,I19S4C120J1V2,40,30,10,10,10,10,0
56222,464.3,I19S4C38J1V2,40,30,10,10,10,10,0
56223,374.9,I19S4C22J1V1,40,30,10,10,10,10,0
56224,404.9,I19S4C9J1V1,40,30,10,10,10,10,0
56225,364.2,I19S4C228J1V1,40,30,10,10,10,10,0
56226,402.4,I19S4C104J1V1,40,30,10,10,10,10,0
56310,396.6,I19S2C21J1V1,40,30,10,10,10,10,0
56314,402.4,I19S2C2J1V1,40,30,10,10,10,10,0
56316,410.3,I19S2C98J1V1,40,30,10,10,10,10,0
56318,405.5,I19S2C37J1V1,40,30,10,10,10,10,0
56319,439.6,I19S2C148J1V1,40,30,10,10,10,10,0
56324,475.3,I19S2C9J1V1,40,30,10,10,10,10,0
56410,370.9,I19S3C21J1V1,40,30,10,10,10,10,0
56416,415.5,I19S3C98J1V1,40,30,10,10,10,10,0
56418,352.4,I19S3C37J1V1,40,30,10,10,10,10,0
56424,414.3,I19S3C9J1V1,40,30,10,10,10,10,0
56508,426.4,I19S6C7J1V1,40,30,10,10,10,10,0
56510,370.6,I19S6C21J1V1,40,30,10,10,10,10,0
56511,436.1,I19S6C229J1V1,40,30,10,10,10,10,0
56514,434.7,I19S6C2J1V1,40,30,10,10,10,10,0
56516,397.2,I19S6C98J1V1,40,30,10,10,10,10,0
56518,408,I19S6C37J1V1,40,30,10,10,10,10,0
56519,349.1,I19S6C148J1V1,40,30,10,10,10,10,0
56521,496.4,I19S6C120J1V2,40,30,10,10,10,10,0
56524,487.7,I19S6C9J1V1,40,30,10,10,10,10,0
56525,449,I19S6C228J1V1,40,30,10,10,10,10,0
56527,426.7,I19S6C62J1V2,40,30,10,10,10,10,0
56608,399.1,I19S5C7J1V1,40,30,10,10,10,10,0
56609,420.1,I19S5C19J1V2,40,30,10,10,10,10,0
56610,364,I19S5C21J1V1,40,30,10,10,10,10,0
56611,392.1,I19S5C229J1V1,40,30,10,10,10,10,0
56614,429.6,I19S5C2J1V1,40,30,10,10,10,10,0
56616,415.6,I19S5C98J1V1,40,30,10,10,10,10,0
56618,415.3,I19S5C37J1V1,40,30,10,10,10,10,0
56619,451.2,I19S5C148J1V1,40,30,10,10,10,10,0
56621,571,I19S5C120J1V2,40,30,10,10,10,10,0
56624,403.2,I19S5C9J1V1,40,30,10,10,10,10,0
56625,455.3,I19S5C228J1V1,40,30,10,10,10,10,0
56626,364.9,I19S5C104J1V1,40,30,10,10,10,10,0
56627,542.2,I19S5C62J1V2,40,30,10,10,10,10,0
57002,395.5,I68S1C2J1V1,30,35,10,15,10,10,0
57011,465.25,I68S1C11J1V1,30,35,10,15,10,10,0
57028,458.35,I68S1C28J1V1,30,35,15,10,10,10,0
57040,442.3,I68S1C40J1V1,30,35,10,15,10,10,0
18074,,I91S1C38J1V2,20,30,30,10,10,10,0
39399,,I10S9C761J1V1,20,50,10,10,10,10,0
57026,,I68S1C26J1V1,30,35,10,15,10,10,0
0,,I70S1C182J1V1,0,0,0,0,0,0,0
0,,I70S1C183J1V1,0,0,0,0,0,0,0
0,,I70S1C185J1V1,0,0,0,0,0,0,0
0,,I70S1C1J1V1,0,0,0,0,0,0,0
0,,I70S1C3J1V1,0,0,0,0,0,0,0
0,,I70S1C406J2V1,0,0,0,0,0,0,0
0,,I70S1C411J2V1,0,0,0,0,0,0,0
0,,I70S1C420J2V1,0,0,0,0,0,0,0
0,,I70S1C421J2V1,0,0,0,0,0,0,0
0,,I70S1C44J1V1,0,0,0,0,0,0,0
0,,I70S1C44J1V2,0,0,0,0,0,0,0
0,,I70S1C46J1V1,0,0,0,0,0,0,0
0,,I70S1C48J1V1,0,0,0,0,0,0,0
0,,I70S1C48J1V2,0,0,0,0,0,0,0
0,,I70S1C49J1V1,0,0,0,0,0,0,0
0,,I70S1C49J1V2,0,0,0,0,0,0,0
0,,I70S1C500J1V1,0,0,0,0,0,0,0
0,,I70S1C501J1V1,0,0,0,0,0,0,0
0,,I70S1C502J1V1,0,0,0,0,0,0,0
0,,I70S1C503J1V1,0,0,0,0,0,0,0
0,,I70S1C504J1V1,0,0,0,0,0,0,0
0,,I70S1C505J1V1,0,0,0,0,0,0,0
0,,I70S1C506J1V1,0,0,0,0,0,0,0
0,,I70S1C507J1V1,0,0,0,0,0,0,0
0,,I70S1C508J1V1,0,0,0,0,0,0,0
0,,I70S1C50J1V1,0,0,0,0,0,0,0
0,,I70S1C50J1V2,0,0,0,0,0,0,0
0,,I70S1C510J1V1,0,0,0,0,0,0,0
0,,I70S1C511J1V1,0,0,0,0,0,0,0
0,,I70S1C512J1V1,0,0,0,0,0,0,0
0,,I70S1C513J1V1,0,0,0,0,0,0,0
0,,I70S1C514J1V1,0,0,0,0,0,0,0
0,,I70S1C515J1V1,0,0,0,0,0,0,0
0,,I70S1C516J1V1,0,0,0,0,0,0,0
0,,I70S1C517J1V1,0,0,0,0,0,0,0
0,,I70S1C518J2V1,0,0,0,0,0,0,0
0,,I70S1C519J1V1,0,0,0,0,0,0,0
0,,I70S1C51J1V1,0,0,0,0,0,0,0
0,,I70S1C51J1V2,0,0,0,0,0,0,0
0,,I70S1C520J1V1,0,0,0,0,0,0,0
0,,I70S1C521J1V1,0,0,0,0,0,0,0
0,,I70S1C522J1V1,0,0,0,0,0,0,0
0,,I70S1C523J2V1,0,0,0,0,0,0,0
0,,I70S1C524J1V1,0,0,0,0,0,0,0
0,,I70S1C525J1V1,0,0,0,0,0,0,0
0,,I70S1C526J1V1,0,0,0,0,0,0,0
0,,I70S1C527J2V1,0,0,0,0,0,0,0
0,,I70S1C528J5V1,0,0,0,0,0,0,0
0,,I70S1C529J5V1,0,0,0,0,0,0,0
0,,I70S1C530J1V1,0,0,0,0,0,0,0
0,,I70S1C531J1V1,0,0,0,0,0,0,0
0,,I70S1C532J1V1,0,0,0,0,0,0,0
0,,I70S1C533J2V1,0,0,0,0,0,0,0
0,,I70S1C534J2V1,0,0,0,0,0,0,0
0,,I70S1C535J2V1,0,0,0,0,0,0,0
0,,I70S1C536J2V1,0,0,0,0,0,0,0
0,,I70S1C537J1V1,0,0,0,0,0,0,0
0,,I70S1C538J1V1,0,0,0,0,0,0,0
0,,I70S1C539J1V1,0,0,0,0,0,0,0
0,,I70S1C53J1V1,0,0,0,0,0,0,0
0,,I70S1C53J1V2,0,0,0,0,0,0,0
0,,I70S1C541J1V1,0,0,0,0,0,0,0
0,,I70S1C546J1V1,0,0,0,0,0,0,0
0,,I70S1C547J1V1,0,0,0,0,0,0,0
0,,I70S1C548J1V1,0,0,0,0,0,0,0
0,,I70S1C549J2V1,0,0,0,0,0,0,0
0,,I70S1C54J1V1,0,0,0,0,0,0,0
0,,I70S1C54J1V2,0,0,0,0,0,0,0
0,,I70S1C550J1V1,0,0,0,0,0,0,0
0,,I70S1C551J1V1,0,0,0,0,0,0,0
0,,I70S1C552J1V1,0,0,0,0,0,0,0
0,,I70S1C553J1V1,0,0,0,0,0,0,0
0,,I70S1C554J1V1,0,0,0,0,0,0,0
0,,I70S1C555J1V1,0,0,0,0,0,0,0
0,,I70S1C556J1V1,0,0,0,0,0,0,0
0,,I70S1C557J1V1,0,0,0,0,0,0,0
0,,I70S1C558J1V1,0,0,0,0,0,0,0
0,,I70S1C559J1V1,0,0,0,0,0,0,0
0,,I70S1C55J1V1,0,0,0,0,0,0,0
0,,I70S1C55J1V2,0,0,0,0,0,0,0
0,,I70S1C560J1V1,0,0,0,0,0,0,0
0,,I70S1C561J1V1,0,0,0,0,0,0,0
0,,I70S1C562J1V1,0,0,0,0,0,0,0
0,,I70S1C563J1V1,0,0,0,0,0,0,0
0,,I70S1C564J1V1,0,0,0,0,0,0,0
0,,I70S1C566J1V1,0,0,0,0,0,0,0
0,,I70S1C567J2V1,0,0,0,0,0,0,0
0,,I70S1C568J2V1,0,0,0,0,0,0,0
0,,I70S1C569J1V1,0,0,0,0,0,0,0
0,,I70S1C56J1V1,0,0,0,0,0,0,0
0,,I70S1C56J1V2,0,0,0,0,0,0,0
0,,I70S1C570J2V1,0,0,0,0,0,0,0
0,,I70S1C571J1V1,0,0,0,0,0,0,0
0,,I70S1C572J1V1,0,0,0,0,0,0,0
0,,I70S1C573J2V1,0,0,0,0,0,0,0
0,,I70S1C574J2V1,0,0,0,0,0,0,0
0,,I70S1C575J2V1,0,0,0,0,0,0,0
0,,I70S1C576J2V1,0,0,0,0,0,0,0
0,,I70S1C577J5V1,0,0,0,0,0,0,0
0,,I70S1C57J1V1,0,0,0,0,0,0,0
0,,I70S1C57J1V2,0,0,0,0,0,0,0
0,,I70S1C580J1V1,0,0,0,0,0,0,0
0,,I70S1C581J1V1,0,0,0,0,0,0,0
0,,I70S1C582J1V1,0,0,0,0,0,0,0
0,,I70S1C584J2V1,0,0,0,0,0,0,0
0,,I70S1C585J2V1,0,0,0,0,0,0,0
0,,I70S1C586J2V1,0,0,0,0,0,0,0
0,,I70S1C587J2V1,0,0,0,0,0,0,0
0,,I70S1C589J2V1,0,0,0,0,0,0,0
0,,I70S1C590J2V1,0,0,0,0,0,0,0
0,,I70S1C591J1V1,0,0,0,0,0,0,0
0,,I70S1C592J1V1,0,0,0,0,0,0,0
0,,I70S1C593J2V1,0,0,0,0,0,0,0
0,,I70S1C595J1V1,0,0,0,0,0,0,0
0,,I70S1C596J2V1,0,0,0,0,0,0,0
0,,I70S1C597J2V1,0,0,0,0,0,0,0
0,,I70S1C600J2V1,0,0,0,0,0,0,0
0,,I70S1C601J2V1,0,0,0,0,0,0,0
0,,I70S1C602J2V1,0,0,0,0,0,0,0
0,,I70S1C603J1V1,0,0,0,0,0,0,0
0,,I70S1C604J2V1,0,0,0,0,0,0,0
0,,I70S1C605J2V1,0,0,0,0,0,0,0
0,,I70S1C606J2V1,0,0,0,0,0,0,0
0,,I70S1C607J1V1,0,0,0,0,0,0,0
0,,I70S1C608J1V1,0,0,0,0,0,0,0
0,,I70S1C609J1V1,0,0,0,0,0,0,0
0,,I70S1C60J1V1,0,0,0,0,0,0,0
0,,I70S1C610J1V1,0,0,0,0,0,0,0
0,,I70S1C611J1V1,0,0,0,0,0,0,0
0,,I70S1C612J1V1,0,0,0,0,0,0,0
0,,I70S1C619J1V1,0,0,0,0,0,0,0
0,,I70S1C620J1V1,0,0,0,0,0,0,0
0,,I70S1C627J1V1,0,0,0,0,0,0,0
0,,I70S1C634J1V1,0,0,0,0,0,0,0
0,,I70S1C636J2V1,0,0,0,0,0,0,0
0,,I70S1C637J2V1,0,0,0,0,0,0,0
0,,I70S1C647J2V1,0,0,0,0,0,0,0
0,,I70S1C64J1V1,0,0,0,0,0,0,0
0,,I70S1C651J1V1,0,0,0,0,0,0,0
0,,I70S1C652J1V1,0,0,0,0,0,0,0
0,,I70S1C653J1V1,0,0,0,0,0,0,0
0,,I70S1C656J1V1,0,0,0,0,0,0,0
0,,I70S1C662J2V1,0,0,0,0,0,0,0
0,,I70S1C663J1V1,0,0,0,0,0,0,0
0,,I70S1C665J1V1,0,0,0,0,0,0,0
0,,I70S1C666J1V1,0,0,0,0,0,0,0
0,,I70S1C667J1V1,0,0,0,0,0,0,0
0,,I70S1C668J1V1,0,0,0,0,0,0,0
0,,I70S1C669J1V1,0,0,0,0,0,0,0
0,,I70S1C670J1V1,0,0,0,0,0,0,0
0,,I70S1C671J1V1,0,0,0,0,0,0,0
0,,I70S1C672J1V1,0,0,0,0,0,0,0
0,,I70S1C674J1V1,0,0,0,0,0,0,0
0,,I70S1C675J1V1,0,0,0,0,0,0,0
0,,I70S1C676J1V1,0,0,0,0,0,0,0
0,,I70S1C677J1V1,0,0,0,0,0,0,0
0,,I70S1C678J1V1,0,0,0,0,0,0,0
0,,I70S1C679J1V1,0,0,0,0,0,0,0
0,,I70S1C680J1V1,0,0,0,0,0,0,0
0,,I70S1C681J1V1,0,0,0,0,0,0,0
0,,I70S1C682J1V1,0,0,0,0,0,0,0
0,,I70S1C683J1V1,0,0,0,0,0,0,0
0,,I70S1C684J1V1,0,0,0,0,0,0,0
0,,I70S1C685J1V1,0,0,0,0,0,0,0
0,,I70S1C686J1V1,0,0,0,0,0,0,0
0,,I70S1C687J1V1,0,0,0,0,0,0,0
0,,I70S1C688J1V1,0,0,0,0,0,0,0
0,,I70S1C689J1V1,0,0,0,0,0,0,0
0,,I70S1C68J1V1,0,0,0,0,0,0,0
0,,I70S1C690J1V1,0,0,0,0,0,0,0
0,,I70S1C691J1V1,0,0,0,0,0,0,0
0,,I70S1C692J1V1,0,0,0,0,0,0,0
0,,I70S1C693J1V1,0,0,0,0,0,0,0
0,,I70S1C694J1V1,0,0,0,0,0,0,0
0,,I70S1C695J1V1,0,0,0,0,0,0,0
0,,I70S1C696J1V1,0,0,0,0,0,0,0
0,,I70S1C697J1V1,0,0,0,0,0,0,0
0,,I70S1C698J1V1,0,0,0,0,0,0,0
0,,I70S1C699J1V1,0,0,0,0,0,0,0
0,,I70S1C69J1V1,0,0,0,0,0,0,0
0,,I70S1C700J1V1,0,0,0,0,0,0,0
0,,I70S1C701J1V1,0,0,0,0,0,0,0
0,,I70S1C702J1V1,0,0,0,0,0,0,0
0,,I70S1C703J1V1,0,0,0,0,0,0,0
0,,I70S1C704J1V1,0,0,0,0,0,0,0
0,,I70S1C705J1V1,0,0,0,0,0,0,0
0,,I70S1C706J1V1,0,0,0,0,0,0,0
0,,I70S1C707J1V1,0,0,0,0,0,0,0
0,,I70S1C708J1V1,0,0,0,0,0,0,0
0,,I70S1C709J1V1,0,0,0,0,0,0,0
0,,I70S1C710J1V1,0,0,0,0,0,0,0
0,,I70S1C711J1V1,0,0,0,0,0,0,0
0,,I70S1C712J1V1,0,0,0,0,0,0,0
0,,I70S1C713J1V1,0,0,0,0,0,0,0
0,,I70S1C714J1V1,0,0,0,0,0,0,0
0,,I70S1C715J1V1,0,0,0,0,0,0,0
0,,I70S1C716J1V1,0,0,0,0,0,0,0
0,,I70S1C717J1V1,0,0,0,0,0,0,0
0,,I70S1C718J1V1,0,0,0,0,0,0,0
0,,I70S1C719J1V1,0,0,0,0,0,0,0
0,,I70S1C71J1V1,0,0,0,0,0,0,0
0,,I70S1C71J1V2,0,0,0,0,0,0,0
0,,I70S1C722J1V1,0,0,0,0,0,0,0
0,,I70S1C723J1V1,0,0,0,0,0,0,0
0,,I70S1C724J1V1,0,0,0,0,0,0,0
0,,I70S1C725J1V1,0,0,0,0,0,0,0
0,,I70S1C726J1V1,0,0,0,0,0,0,0
0,,I70S1C727J1V1,0,0,0,0,0,0,0
0,,I70S1C728J1V1,0,0,0,0,0,0,0
0,,I70S1C729J1V1,0,0,0,0,0,0,0
0,,I70S1C72J1V1,0,0,0,0,0,0,0
0,,I70S1C730J1V1,0,0,0,0,0,0,0
0,,I70S1C731J1V1,0,0,0,0,0,0,0
0,,I70S1C732J1V1,0,0,0,0,0,0,0
0,,I70S1C733J1V1,0,0,0,0,0,0,0
0,,I70S1C734J1V1,0,0,0,0,0,0,0
0,,I70S1C735J1V1,0,0,0,0,0,0,0
0,,I70S1C736J1V1,0,0,0,0,0,0,0
0,,I70S1C737J1V1,0,0,0,0,0,0,0
0,,I70S1C738J2V1,0,0,0,0,0,0,0
0,,I70S1C739J2V1,0,0,0,0,0,0,0
0,,I70S1C73J1V1,0,0,0,0,0,0,0
0,,I70S1C740J1V1,0,0,0,0,0,0,0
0,,I70S1C741J1V1,0,0,0,0,0,0,0
0,,I70S1C742J1V1,0,0,0,0,0,0,0
0,,I70S1C743J2V1,0,0,0,0,0,0,0
0,,I70S1C744J2V1,0,0,0,0,0,0,0
0,,I70S1C745J2V1,0,0,0,0,0,0,0
0,,I70S1C751J1V1,0,0,0,0,0,0,0
0,,I70S1C753J1V1,0,0,0,0,0,0,0
0,,I70S1C755J2V1,0,0,0,0,0,0,0
0,,I70S1C756J2V1,0,0,0,0,0,0,0
0,,I70S1C757J2V1,0,0,0,0,0,0,0
0,,I70S1C759J2V1,0,0,0,0,0,0,0
0,,I70S1C760J2V1,0,0,0,0,0,0,0
0,,I70S1C761J2V1,0,0,0,0,0,0,0
0,,I70S1C762J2V1,0,0,0,0,0,0,0
0,,I70S1C763J1V1,0,0,0,0,0,0,0
0,,I70S1C764J1V1,0,0,0,0,0,0,0
0,,I70S1C773J2V1,0,0,0,0,0,0,0
0,,I70S1C774J2V1,0,0,0,0,0,0,0
0,,I70S1C779J2V1,0,0,0,0,0,0,0
0,,I70S1C781J2V1,0,0,0,0,0,0,0
0,,I70S1C795J2V1,0,0,0,0,0,0,0
0,,I70S1C796J1V1,0,0,0,0,0,0,0
0,,I70S1C797J2V1,0,0,0,0,0,0,0
0,,I70S1C798J2V1,0,0,0,0,0,0,0
0,,I70S1C799J1V1,0,0,0,0,0,0,0
0,,I70S1C800J1V1,0,0,0,0,0,0,0
0,,I70S1C80J1V1,0,0,0,0,0,0,0
0,,I70S1C80J1V3,0,0,0,0,0,0,0
0,,I70S1C810J2V1,0,0,0,0,0,0,0
0,,I70S1C811J1V1,0,0,0,0,0,0,0
0,,I70S1C815J1V1,0,0,0,0,0,0,0
0,,I70S1C819J2V1,0,0,0,0,0,0,0
0,,I70S1C820J2V1,0,0,0,0,0,0,0
0,,I70S1C821J2V1,0,0,0,0,0,0,0
0,,I70S1C822J1V1,0,0,0,0,0,0,0
0,,I70S1C823J1V1,0,0,0,0,0,0,0
0,,I70S1C824J1V1,0,0,0,0,0,0,0
0,,I70S1C825J1V1,0,0,0,0,0,0,0
0,,I70S1C826J1V1,0,0,0,0,0,0,0
0,,I70S1C827J1V1,0,0,0,0,0,0,0
0,,I70S1C828J1V1,0,0,0,0,0,0,0
0,,I70S1C829J1V1,0,0,0,0,0,0,0
0,,I70S1C839J1V1,0,0,0,0,0,0,0
0,,I70S1C840J1V1,0,0,0,0,0,0,0
0,,I70S1C841J1V1,0,0,0,0,0,0,0
0,,I70S1C842J1V1,0,0,0,0,0,0,0
0,,I70S1C843J1V1,0,0,0,0,0,0,0
0,,I70S1C844J1V1,0,0,0,0,0,0,0
0,,I70S1C845J2V1,0,0,0,0,0,0,0
0,,I70S1C856J1V1,0,0,0,0,0,0,0
0,,I70S1C857J2V1,0,0,0,0,0,0,0
0,,I70S1C858J2V1,0,0,0,0,0,0,0
0,,I70S1C870J1V1,0,0,0,0,0,0,0
0,,I70S1C871J1V1,0,0,0,0,0,0,0
0,,I70S1C872J1V1,0,0,0,0,0,0,0
0,,I70S1C874J2V1,0,0,0,0,0,0,0
0,,I70S1C875J1V1,0,0,0,0,0,0,0
0,,I70S1C876J1V1,0,0,0,0,0,0,0
0,,I70S1C877J1V1,0,0,0,0,0,0,0
0,,I70S1C878J1V1,0,0,0,0,0,0,0
0,,I70S1C879J1V1,0,0,0,0,0,0,0
0,,I70S1C890J1V1,0,0,0,0,0,0,0
0,,I70S1C891J1V1,0,0,0,0,0,0,0
0,,I70S1C892J1V1,0,0,0,0,0,0,0
0,,I70S1C893J1V1,0,0,0,0,0,0,0
0,,I70S1C894J1V1,0,0,0,0,0,0,0
0,,I70S1C895J2V1,0,0,0,0,0,0,0
0,,I70S1C896J1V1,0,0,0,0,0,0,0
0,,I70S1C899J1V1,0,0,0,0,0,0,0
0,,I70S1C900J1V1,0,0,0,0,0,0,0
0,,I70S1C902J5V1,0,0,0,0,0,0,0
0,,I70S1C903J1V1,0,0,0,0,0,0,0
0,,I70S1C906J2V1,0,0,0,0,0,0,0
0,,I70S1C907J1V1,0,0,0,0,0,0,0
0,,I70S1C908J1V1,0,0,0,0,0,0,0
0,,I70S1C914J2V1,0,0,0,0,0,0,0
0,,I70S1C915J2V1,0,0,0,0,0,0,0
0,,I70S1C916J5V1,0,0,0,0,0,0,0
0,,I70S1C917J2V1,0,0,0,0,0,0,0
0,,I70S1C918J2V1,0,0,0,0,0,0,0
0,,I70S1C919J2V1,0,0,0,0,0,0,0
0,,I70S1C920J1V1,0,0,0,0,0,0,0
0,,I70S1C921J2V1,0,0,0,0,0,0,0
0,,I70S1C922J1V1,0,0,0,0,0,0,0
0,,I70S1C924J1V1,0,0,0,0,0,0,0
0,,I70S1C925J1V1,0,0,0,0,0,0,0
0,,I70S1C926J1V1,0,0,0,0,0,0,0
0,,I70S1C927J1V1,0,0,0,0,0,0,0
0,,I70S1C932J1V1,0,0,0,0,0,0,0
0,,I70S1C933J1V1,0,0,0,0,0,0,0
0,,I70S1C937J1V1,0,0,0,0,0,0,0
0,,I70S1C938J1V1,0,0,0,0,0,0,0
0,,I70S1C939J1V1,0,0,0,0,0,0,0
0,,I70S1C940J5V1,0,0,0,0,0,0,0
0,,I70S1C950J1V1,0,0,0,0,0,0,0
0,,I70S1C951J1V1,0,0,0,0,0,0,0
0,,I70S1C952J1V1,0,0,0,0,0,0,0
0,,I70S1C962J3V1,0,0,0,0,0,0,0
