demre_code,weighted_threshold,unique_code,nem_weight,ranking_weight,math_weight,lang_weight,hist_weight,scie_weight,other_weight,tipoies,region,nombreies,nombrecarrera
0,0.0,I81S1C418J2V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR MINERIA METALURGICA
0,0.0,I81S1C424J2V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,EDUCACION PARVULARIA INTERCULTURAL
0,0.0,I81S1C424J2V3,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,EDUCACION PARVULARIA INTERCULTURAL
0,0.0,I81S1C429J2V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN EDUCACION CON SALIDA INTERMEDIA EN LICENCIATURA EN EDUCACION Y PROFESOR DE EDUCACION MEDIA CON MENCION
0,0.0,I81S1C463J1V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,DIPLOMADO EN DESARROLLO Y EVALUACION DE PROYECTO
0,0.0,I81S1C469J4V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN EDUCACION VERSION INTERNACIONAL COLOMBIA
0,0.0,I81S1C486J1V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,DIPLOMADO PLANIFICACION Y GESTION CURRICULAR
0,0.0,I81S1C498J1V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN GESTION E INNOVACION DE INSTITUCIONES EDUCATIVAS
0,0.0,I81S1C499J1V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN RELACIONES INTERNACIONALES Y ESTUDIOS TRANSFRONTERIZOS
0,0.0,I81S1C500J4V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN GESTION Y ADMINISTRACION AMBIENTAL
0,0.0,I81S1C502J1V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,DIPLOMADO EN GESTION DEL PATRIMONIO INTANGIBLE
0,0.0,I81S1C504J1V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,DIPLOMADO EN PLANIFICACION Y GESTION CURRICULAR
0,0.0,I81S1C505J1V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,POSTITULO DE MENCION PARA DOCENTES QUE EJERCEN EN EL SEGUNDO CICLO DE ENSEÑANZA BASICA EN LA ASIGNATURA DE MATEMATICAS EN LA REGION DE TARAPACA.
0,0.0,I81S1C506J1V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,POSTITULO EN DIFICULTADES DE APRENDIZAJE E INCLUSION EN EL AULA
0,0.0,I81S1C507J1V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,POSTITULO EN PEDAGOGIA PARA PROFESIONALES DE LA EDUCACION TECNICO PROFESIONAL
0,0.0,I81S1C517J4V2,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,DOCTORADO EN CIENCIAS DE LA EDUCACION
0,0.0,I81S1C518J1V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN ACUICULTURA
0,0.0,I81S1C520J1V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN CONTROL DE GESTION
0,0.0,I81S1C523J4V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN MARKETING DIGITAL Y REDES SOCIALES
0,0.0,I81S1C532J1V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN GESTION INDUSTRIAL
0,0.0,I81S1C538J4V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN GESTION DE SISTEMAS INTEGRADOS DE CALIDAD Y SEGURIDAD INTEGRAL
0,0.0,I81S1C539J2V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,POSTITULO CURSO DE ESPECIALIZACION PARA PROFESORES DE EDUCACION BASICA
0,0.0,I81S1C53J1V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR PREVENCION DE RIESGOS
0,0.0,I81S1C53J2V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR PREVENCION DE RIESGOS
0,0.0,I81S1C544J2V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR MECANICO MANTENEDOR EQUIPOS FIJOS
0,0.0,I81S1C554J3V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN AGRICULTURA SOSTENIBLE EN CONDICIONES DE ESTRES
0,0.0,I81S1C555J2V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN BIOTECNOLOGIA
0,0.0,I81S1C556J1V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN CIENCIAS CON MENCION EN FISICA TEORICA
0,0.0,I81S1C562J2V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,INGENIERIA EN ADMINISTRACION DE EMPRESAS
0,0.0,I81S1C563J2V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,INGENIERIA EN COMERCIO INTERNACIONAL
0,0.0,I81S1C564J2V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,INGENIERIA EN CONTROL DE GESTION
0,0.0,I81S1C569J1V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,DOCTORADO EN ESTUDIOS TRANSFRONTERIZOS
0,0.0,I81S1C570J1V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN CIENCIAS QUIMICAS Y FARMACEUTICAS
0,0.0,I81S1C571J4V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,DIPLOMADO EN ESTADO SOCIEDAD Y CONSTITUCION APRENDIZAJES Y DESAFIOS
0,0.0,I81S1C6J1V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,EDUCACION PARVULARIA
0,0.0,I81S1C70J1V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR OPERACIONES MINA
0,0.0,I81S1C70J2V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR OPERACIONES MINA
0,0.0,I81S1C72J2V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR TRADUCTOR BILINGÜE INGLES-ESPAÑOL
0,0.0,I81S1C74J2V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR MECANICO MANTENEDOR PLANTAS MINERAS
0,0.0,I81S1C76J2V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR GEOLOGIA
0,0.0,I81S1C88J2V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS
0,0.0,I81S1C96J2V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,INGENIERIA DE EJECUCION EN CONTROL DE GESTION
0,0.0,I81S1C97J2V1,0,0,0,0,0,0,0,Universidades,REGION DE TARAPACA,UNIVERSIDAD ARTURO PRAT,INGENIERIA EJECUCION EN ELECTRONICA INDUSTRIAL
0,0.0,I81S2C231J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN DIRECCION Y RECURSOS HUMANOS
0,0.0,I81S3C101J1V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD ARTURO PRAT,INGENIERIA DE EJECUCION EN PREVENCION DE RIESGOS
0,0.0,I81S3C115J2V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR COMPUTACION E INFORMATICA
0,0.0,I81S3C11J1V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD ARTURO PRAT,INGENIERIA CIVIL EN COMPUTACION E INFORMATICA
0,0.0,I81S3C12J1V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD ARTURO PRAT,INGENIERIA CIVIL INDUSTRIAL
0,0.0,I81S3C210J2V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR ASISTENTE EN EDUCACION DE PARVULOS
0,0.0,I81S3C213J1V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR ENFERMERIA
0,0.0,I81S3C213J2V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR ENFERMERIA
0,0.0,I81S3C215J2V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN EDUCACION SUPERIOR MENCION DOCENCIA UNIVERSITARIA
0,0.0,I81S3C223J2V4,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD ARTURO PRAT,INGENIERIA COMERCIAL MENCION ADMINISTRACION DE EMPRESAS
0,0.0,I81S3C230J2V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD ARTURO PRAT,"MAGISTER EN ADMINISTRACION DE EMPRESAS MENCIONES GESTION EN RRHH, MARKETING, FINANZAS, NEGOCIOS INTERNACIONALES"
0,0.0,I81S3C303J1V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR ADMINISTRACION DE EMPRESAS MARKETING Y GESTION COMERCIAL
0,0.0,I81S3C303J2V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR ADMINISTRACION DE EMPRESAS MARKETING Y GESTION COMERCIAL
0,0.0,I81S3C359J2V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN GERENCIA PUBLICA
0,0.0,I81S3C410J1V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD ARTURO PRAT,INGENIERIA COMERCIAL MENCION CONTROL DE GESTION
0,0.0,I81S3C416J2V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR AGROPECUARIO
0,0.0,I81S3C510J1V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD ARTURO PRAT,DIPLOMADO EN DERECHO PENAL PARTE GENERAL Y PUEBLOS ORIGINARIOS
0,0.0,I81S3C53J1V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR PREVENCION DE RIESGOS
0,0.0,I81S3C53J2V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR PREVENCION DE RIESGOS
0,0.0,I81S3C562J2V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD ARTURO PRAT,INGENIERIA EN ADMINISTRACION DE EMPRESAS
0,0.0,I81S3C88J1V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD ARTURO PRAT,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS
0,0.0,I81S5C101J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,INGENIERIA DE EJECUCION EN PREVENCION DE RIESGOS
0,0.0,I81S5C200J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,INGENIERIA COMERCIAL MENCION CONTROL DE GESTION
0,0.0,I81S5C223J2V4,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,INGENIERIA COMERCIAL MENCION ADMINISTRACION DE EMPRESAS
0,0.0,I81S5C227J2V2,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,INGENIERIA EN ADMINISTRACION LOGISTICA
0,0.0,I81S5C295J1V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR ADMINISTRACION Y GESTION DE PERSONAL
0,0.0,I81S5C295J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR ADMINISTRACION Y GESTION DE PERSONAL
0,0.0,I81S5C303J1V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR ADMINISTRACION DE EMPRESAS MARKETING Y GESTION COMERCIAL
0,0.0,I81S5C303J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR ADMINISTRACION DE EMPRESAS MARKETING Y GESTION COMERCIAL
0,0.0,I81S5C359J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN GERENCIA PUBLICA
0,0.0,I81S5C411J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,INGENIERIA DE EJECUCION AGRICOLA
0,0.0,I81S5C424J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,EDUCACION PARVULARIA INTERCULTURAL
0,0.0,I81S5C472J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN DIRECCION Y RECURSOS HUMANOS
0,0.0,I81S5C518J1V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN ACUICULTURA
0,0.0,I81S5C520J1V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN CONTROL DE GESTION
0,0.0,I81S5C528J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR AGRICOLA
0,0.0,I81S5C535J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR EN ACUICULTURA
0,0.0,I81S5C53J1V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR PREVENCION DE RIESGOS
0,0.0,I81S5C53J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR PREVENCION DE RIESGOS
0,0.0,I81S5C562J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,INGENIERIA EN ADMINISTRACION DE EMPRESAS
0,0.0,I81S5C564J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,INGENIERIA EN CONTROL DE GESTION
0,0.0,I81S5C5J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,DERECHO
0,0.0,I81S5C70J1V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR OPERACIONES MINA
0,0.0,I81S5C70J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR OPERACIONES MINA
0,0.0,I81S5C72J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR TRADUCTOR BILINGÜE INGLES-ESPAÑOL
0,0.0,I81S5C88J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS
0,0.0,I81S5C96J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD ARTURO PRAT,INGENIERIA DE EJECUCION EN CONTROL DE GESTION
0,0.0,I81S6C101J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD ARTURO PRAT,INGENIERIA DE EJECUCION EN PREVENCION DE RIESGOS
0,0.0,I81S6C102J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD ARTURO PRAT,INGENIERIA DE EJECUCION INDUSTRIAL
0,0.0,I81S6C12J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD ARTURO PRAT,INGENIERIA CIVIL INDUSTRIAL MENCION GESTION
0,0.0,I81S6C14J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD ARTURO PRAT,INGENIERIA COMERCIAL
0,0.0,I81S6C14J2V2,0,0,0,0,0,0,0,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD ARTURO PRAT,INGENIERIA COMERCIAL
0,0.0,I81S6C223J2V4,0,0,0,0,0,0,0,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD ARTURO PRAT,INGENIERIA COMERCIAL MENCION ADMINISTRACION DE EMPRESAS
0,0.0,I81S6C227J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD ARTURO PRAT,INGENIERIA EN ADMINISTRACION LOGISTICA
0,0.0,I81S6C227J2V2,0,0,0,0,0,0,0,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD ARTURO PRAT,INGENIERIA EN ADMINISTRACION LOGISTICA
0,0.0,I81S6C29J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR COMERCIO EXTERIOR
0,0.0,I81S6C303J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR ADMINISTRACION DE EMPRESAS MARKETING Y GESTION COMERCIAL
0,0.0,I81S6C359J1V1,0,0,0,0,0,0,0,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN GERENCIA PUBLICA
0,0.0,I81S6C53J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR PREVENCION DE RIESGOS
0,0.0,I81S6C562J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD ARTURO PRAT,INGENIERIA EN ADMINISTRACION DE EMPRESAS
0,0.0,I81S6C564J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD ARTURO PRAT,INGENIERIA EN CONTROL DE GESTION
0,0.0,I81S6C70J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR OPERACIONES MINA
0,0.0,I81S6C72J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR TRADUCTOR BILINGÜE INGLES-ESPAÑOL
0,0.0,I81S6C88J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD ARTURO PRAT,INGENIERIA DE EJECUCION EN ADMINISTRACION EMPRESAS
0,0.0,I81S6C96J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD ARTURO PRAT,INGENIERIA DE EJECUCION EN CONTROL DE GESTION
0,0.0,I81S6C96J2V2,0,0,0,0,0,0,0,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD ARTURO PRAT,INGENIERIA DE EJECUCION EN CONTROL DE GESTION
0,0.0,I81S7C101J2V1,0,0,0,0,0,0,0,Universidades,REGION METROPOLITANA,UNIVERSIDAD ARTURO PRAT,INGENIERIA DE EJECUCION EN PREVENCION DE RIESGOS
0,0.0,I81S7C102J2V1,0,0,0,0,0,0,0,Universidades,REGION METROPOLITANA,UNIVERSIDAD ARTURO PRAT,INGENIERIA DE EJECUCION INDUSTRIAL
0,0.0,I81S7C106J2V1,0,0,0,0,0,0,0,Universidades,REGION METROPOLITANA,UNIVERSIDAD ARTURO PRAT,LICENCIATURA EN LENGUA INGLESA CON MENCION ENSEÑANZA DEL INGLES COMO LENGUA EXTRANJERA
0,0.0,I81S7C127J2V1,0,0,0,0,0,0,0,Universidades,REGION METROPOLITANA,UNIVERSIDAD ARTURO PRAT,INGENIERIA CIVIL INDUSTRIAL MENCION GESTION
0,0.0,I81S7C130J2V1,0,0,0,0,0,0,0,Universidades,REGION METROPOLITANA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN FINANZAS
0,0.0,I81S7C14J2V3,0,0,0,0,0,0,0,Universidades,REGION METROPOLITANA,UNIVERSIDAD ARTURO PRAT,INGENIERIA COMERCIAL
0,0.0,I81S7C211J2V1,0,0,0,0,0,0,0,Universidades,REGION METROPOLITANA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR ADMINISTRACION DE EMPRESAS MARKETING Y GESTION COMERCIAL
0,0.0,I81S7C215J1V1,0,0,0,0,0,0,0,Universidades,REGION METROPOLITANA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN EDUCACION SUPERIOR MENCION DOCENCIA UNIVERSITARIA
0,0.0,I81S7C223J2V1,0,0,0,0,0,0,0,Universidades,REGION METROPOLITANA,UNIVERSIDAD ARTURO PRAT,INGENIERIA COMERCIAL MENCION ADMINISTRACION DE EMPRESAS
0,0.0,I81S7C223J2V4,0,0,0,0,0,0,0,Universidades,REGION METROPOLITANA,UNIVERSIDAD ARTURO PRAT,INGENIERIA COMERCIAL MENCION ADMINISTRACION DE EMPRESAS
0,0.0,I81S7C227J2V1,0,0,0,0,0,0,0,Universidades,REGION METROPOLITANA,UNIVERSIDAD ARTURO PRAT,INGENIERIA EN ADMINISTRACION LOGISTICA
0,0.0,I81S7C227J2V2,0,0,0,0,0,0,0,Universidades,REGION METROPOLITANA,UNIVERSIDAD ARTURO PRAT,INGENIERIA EN ADMINISTRACION LOGISTICA
0,0.0,I81S7C230J2V1,0,0,0,0,0,0,0,Universidades,REGION METROPOLITANA,UNIVERSIDAD ARTURO PRAT,"MAGISTER EN ADMINISTRACION DE EMPRESAS MENCION MARKETING, FINANZAS, RECURSOS HUMANOS Y/O NEGOCIOS INTERNACIONALES"
0,0.0,I81S7C295J2V1,0,0,0,0,0,0,0,Universidades,REGION METROPOLITANA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR ADMINISTRACION Y GESTION DE PERSONAL
0,0.0,I81S7C443J2V1,0,0,0,0,0,0,0,Universidades,REGION METROPOLITANA,UNIVERSIDAD ARTURO PRAT,TECNICO DE NIVEL SUPERIOR OPERACIONES MINA
0,0.0,I81S7C466J2V1,0,0,0,0,0,0,0,Universidades,REGION METROPOLITANA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN DIRECCION DE EMPRESAS
0,0.0,I81S7C468J4V1,0,0,0,0,0,0,0,Universidades,REGION METROPOLITANA,UNIVERSIDAD ARTURO PRAT,MAGISTER EN EDUCACION SUPERIOR MENCION DOCENCIA UNIVERSITARIA VERSION INTERNACIONAL COLOMBIA
0,0.0,I81S7C470J2V1,0,0,0,0,0,0,0,Universidades,REGION METROPOLITANA,UNIVERSIDAD ARTURO PRAT,"MAGISTER EN GESTION DE PERSONAS, LIDERAZGO Y COACHING"
0,0.0,I81S7C481J4V1,0,0,0,0,0,0,0,Universidades,REGION METROPOLITANA,UNIVERSIDAD ARTURO PRAT,"MAGISTER EN ADMINISTRACION DE EMPRESA MENCION MARKETING, FINANZAS, RECURSOS HUMANOS Y NEGOCIOS INTERNACIONALES, VERSION INTERNACIONAL MENCIONES"
0,0.0,I81S7C512J1V1,0,0,0,0,0,0,0,Universidades,REGION METROPOLITANA,UNIVERSIDAD ARTURO PRAT,DIPLOMADO GESTION DEL CAPITAL HUMANO
0,0.0,I81S7C513J1V1,0,0,0,0,0,0,0,Universidades,REGION METROPOLITANA,UNIVERSIDAD ARTURO PRAT,DIPLOMADO EN ADMINISTRACION DE RECURSOS HUMANOS
0,0.0,I81S7C514J1V1,0,0,0,0,0,0,0,Universidades,REGION METROPOLITANA,UNIVERSIDAD ARTURO PRAT,DIPLOMADO EN COMPETENCIAS LABORALES PARA FUNCIONARIOS DE REGISTRO CIVIL E IDENTIFICACION
