COU,Country,POLL,Pollutant,VAR,Year,Unit,PowerCode,Value
AUS,Australia,GHG,Greenhouse gases,TOTAL,1990,Tonnes of CO2 equivalent,Thousands,425624.307
AUS,Australia,GHG,Greenhouse gases,TOTAL,1991,Tonnes of CO2 equivalent,Thousands,425686.445
AUS,Australia,GHG,Greenhouse gases,TOTAL,1992,Tonnes of CO2 equivalent,Thousands,429473.085
AUS,Australia,GHG,Greenhouse gases,TOTAL,1993,Tonnes of CO2 equivalent,Thousands,430381.731
AUS,Australia,GHG,Greenhouse gases,TOTAL,1994,Tonnes of CO2 equivalent,Thousands,430848.498
AUS,Australia,GHG,Greenhouse gases,TOTAL,1995,Tonnes of CO2 equivalent,Thousands,439269.878
AUS,Australia,GHG,Greenhouse gases,TOTAL,1996,Tonnes of CO2 equivalent,Thousands,445847.225
AUS,Australia,GHG,Greenhouse gases,TOTAL,1997,Tonnes of CO2 equivalent,Thousands,457864.51
AUS,Australia,GHG,Greenhouse gases,TOTAL,1998,Tonnes of CO2 equivalent,Thousands,472145.832
AUS,Australia,GHG,Greenhouse gases,TOTAL,1999,Tonnes of CO2 equivalent,Thousands,478136.875
AUS,Australia,GHG,Greenhouse gases,TOTAL,2000,Tonnes of CO2 equivalent,Thousands,489528.649
AUS,Australia,GHG,Greenhouse gases,TOTAL,2001,Tonnes of CO2 equivalent,Thousands,497352.025
AUS,Australia,GHG,Greenhouse gases,TOTAL,2002,Tonnes of CO2 equivalent,Thousands,501000.843
AUS,Australia,GHG,Greenhouse gases,TOTAL,2003,Tonnes of CO2 equivalent,Thousands,501128.976
AUS,Australia,GHG,Greenhouse gases,TOTAL,2004,Tonnes of CO2 equivalent,Thousands,518408.438
AUS,Australia,GHG,Greenhouse gases,TOTAL,2005,Tonnes of CO2 equivalent,Thousands,524811.845
AUS,Australia,GHG,Greenhouse gases,TOTAL,2006,Tonnes of CO2 equivalent,Thousands,529240.641
AUS,Australia,GHG,Greenhouse gases,TOTAL,2007,Tonnes of CO2 equivalent,Thousands,535807.552
AUS,Australia,GHG,Greenhouse gases,TOTAL,2008,Tonnes of CO2 equivalent,Thousands,538590.714
AUS,Australia,GHG,Greenhouse gases,TOTAL,2009,Tonnes of CO2 equivalent,Thousands,541475.792
AUS,Australia,GHG,Greenhouse gases,TOTAL,2010,Tonnes of CO2 equivalent,Thousands,536893.738
AUS,Australia,GHG,Greenhouse gases,TOTAL,2011,Tonnes of CO2 equivalent,Thousands,538663.878
AUS,Australia,GHG,Greenhouse gases,TOTAL,2012,Tonnes of CO2 equivalent,Thousands,541899.74
AUS,Australia,GHG,Greenhouse gases,TOTAL,2013,Tonnes of CO2 equivalent,Thousands,532267.335
AUS,Australia,GHG,Greenhouse gases,TOTAL,2014,Tonnes of CO2 equivalent,Thousands,526711.78
AUS,Australia,GHG,Greenhouse gases,TOTAL,2015,Tonnes of CO2 equivalent,Thousands,534936.017
AUS,Australia,GHG,Greenhouse gases,TOTAL,2016,Tonnes of CO2 equivalent,Thousands,543976.812
AUS,Australia,GHG,Greenhouse gases,TOTAL,2017,Tonnes of CO2 equivalent,Thousands,550874.868
AUS,Australia,GHG,Greenhouse gases,TOTAL,2018,Tonnes of CO2 equivalent,Thousands,552484.025
AUS,Australia,GHG,Greenhouse gases,TOTAL,2019,Tonnes of CO2 equivalent,Thousands,546200.224
AUS,Australia,GHG,Greenhouse gases,TOTAL,2020,Tonnes of CO2 equivalent,Thousands,527737.048
AUS,Australia,CO2,Carbon dioxide,TOTAL,1990,Tonnes of CO2 equivalent,Thousands,278154.156
AUS,Australia,CO2,Carbon dioxide,TOTAL,1991,Tonnes of CO2 equivalent,Thousands,279528.51
AUS,Australia,CO2,Carbon dioxide,TOTAL,1992,Tonnes of CO2 equivalent,Thousands,284525.345
AUS,Australia,CO2,Carbon dioxide,TOTAL,1993,Tonnes of CO2 equivalent,Thousands,288870.537
AUS,Australia,CO2,Carbon dioxide,TOTAL,1994,Tonnes of CO2 equivalent,Thousands,293696.553
AUS,Australia,CO2,Carbon dioxide,TOTAL,1995,Tonnes of CO2 equivalent,Thousands,305002.996
AUS,Australia,CO2,Carbon dioxide,TOTAL,1996,Tonnes of CO2 equivalent,Thousands,311886.129
AUS,Australia,CO2,Carbon dioxide,TOTAL,1997,Tonnes of CO2 equivalent,Thousands,320282.63
AUS,Australia,CO2,Carbon dioxide,TOTAL,1998,Tonnes of CO2 equivalent,Thousands,334075.978
AUS,Australia,CO2,Carbon dioxide,TOTAL,1999,Tonnes of CO2 equivalent,Thousands,343488.633
AUS,Australia,CO2,Carbon dioxide,TOTAL,2000,Tonnes of CO2 equivalent,Thousands,349635.487
AUS,Australia,CO2,Carbon dioxide,TOTAL,2001,Tonnes of CO2 equivalent,Thousands,357132.367
AUS,Australia,CO2,Carbon dioxide,TOTAL,2002,Tonnes of CO2 equivalent,Thousands,361540.81
AUS,Australia,CO2,Carbon dioxide,TOTAL,2003,Tonnes of CO2 equivalent,Thousands,369279.512
AUS,Australia,CO2,Carbon dioxide,TOTAL,2004,Tonnes of CO2 equivalent,Thousands,382820.89
AUS,Australia,CO2,Carbon dioxide,TOTAL,2005,Tonnes of CO2 equivalent,Thousands,386153.533
AUS,Australia,CO2,Carbon dioxide,TOTAL,2006,Tonnes of CO2 equivalent,Thousands,392384.302
AUS,Australia,CO2,Carbon dioxide,TOTAL,2007,Tonnes of CO2 equivalent,Thousands,399624.803
AUS,Australia,CO2,Carbon dioxide,TOTAL,2008,Tonnes of CO2 equivalent,Thousands,404233.067
AUS,Australia,CO2,Carbon dioxide,TOTAL,2009,Tonnes of CO2 equivalent,Thousands,407065.015
AUS,Australia,CO2,Carbon dioxide,TOTAL,2010,Tonnes of CO2 equivalent,Thousands,405103.32
AUS,Australia,CO2,Carbon dioxide,TOTAL,2011,Tonnes of CO2 equivalent,Thousands,403828.773
AUS,Australia,CO2,Carbon dioxide,TOTAL,2012,Tonnes of CO2 equivalent,Thousands,406150.91
AUS,Australia,CO2,Carbon dioxide,TOTAL,2013,Tonnes of CO2 equivalent,Thousands,397887.458
AUS,Australia,CO2,Carbon dioxide,TOTAL,2014,Tonnes of CO2 equivalent,Thousands,393952.876
AUS,Australia,CO2,Carbon dioxide,TOTAL,2015,Tonnes of CO2 equivalent,Thousands,401793.062
AUS,Australia,CO2,Carbon dioxide,TOTAL,2016,Tonnes of CO2 equivalent,Thousands,411264.288
AUS,Australia,CO2,Carbon dioxide,TOTAL,2017,Tonnes of CO2 equivalent,Thousands,414358.312
AUS,Australia,CO2,Carbon dioxide,TOTAL,2018,Tonnes of CO2 equivalent,Thousands,416283.827
AUS,Australia,CO2,Carbon dioxide,TOTAL,2019,Tonnes of CO2 equivalent,Thousands,416356.588
AUS,Australia,CO2,Carbon dioxide,TOTAL,2020,Tonnes of CO2 equivalent,Thousands,399922.128
AUS,Australia,CH4,Methane,TOTAL,1990,Tonnes of CO2 equivalent,Thousands,125133.249
AUS,Australia,CH4,Methane,TOTAL,1991,Tonnes of CO2 equivalent,Thousands,124199.252
AUS,Australia,CH4,Methane,TOTAL,1992,Tonnes of CO2 equivalent,Thousands,123239.844
AUS,Australia,CH4,Methane,TOTAL,1993,Tonnes of CO2 equivalent,Thousands,120116.183
AUS,Australia,CH4,Methane,TOTAL,1994,Tonnes of CO2 equivalent,Thousands,117269.417
AUS,Australia,CH4,Methane,TOTAL,1995,Tonnes of CO2 equivalent,Thousands,115838.534
AUS,Australia,CH4,Methane,TOTAL,1996,Tonnes of CO2 equivalent,Thousands,115157.293
AUS,Australia,CH4,Methane,TOTAL,1997,Tonnes of CO2 equivalent,Thousands,118004.542
AUS,Australia,CH4,Methane,TOTAL,1998,Tonnes of CO2 equivalent,Thousands,117834.999
AUS,Australia,CH4,Methane,TOTAL,1999,Tonnes of CO2 equivalent,Thousands,114164.528
AUS,Australia,CH4,Methane,TOTAL,2000,Tonnes of CO2 equivalent,Thousands,118052.176
AUS,Australia,CH4,Methane,TOTAL,2001,Tonnes of CO2 equivalent,Thousands,117110.619
AUS,Australia,CH4,Methane,TOTAL,2002,Tonnes of CO2 equivalent,Thousands,115485.969
AUS,Australia,CH4,Methane,TOTAL,2003,Tonnes of CO2 equivalent,Thousands,108530.051
AUS,Australia,CH4,Methane,TOTAL,2004,Tonnes of CO2 equivalent,Thousands,110016.933
AUS,Australia,CH4,Methane,TOTAL,2005,Tonnes of CO2 equivalent,Thousands,112300.306
AUS,Australia,CH4,Methane,TOTAL,2006,Tonnes of CO2 equivalent,Thousands,111294.128
AUS,Australia,CH4,Methane,TOTAL,2007,Tonnes of CO2 equivalent,Thousands,111645.922
AUS,Australia,CH4,Methane,TOTAL,2008,Tonnes of CO2 equivalent,Thousands,109033.21
AUS,Australia,CH4,Methane,TOTAL,2009,Tonnes of CO2 equivalent,Thousands,107797.783
AUS,Australia,CH4,Methane,TOTAL,2010,Tonnes of CO2 equivalent,Thousands,104768.449
AUS,Australia,CH4,Methane,TOTAL,2011,Tonnes of CO2 equivalent,Thousands,106310.044
AUS,Australia,CH4,Methane,TOTAL,2012,Tonnes of CO2 equivalent,Thousands,106641.053
AUS,Australia,CH4,Methane,TOTAL,2013,Tonnes of CO2 equivalent,Thousands,106249.156
AUS,Australia,CH4,Methane,TOTAL,2014,Tonnes of CO2 equivalent,Thousands,103494.595
AUS,Australia,CH4,Methane,TOTAL,2015,Tonnes of CO2 equivalent,Thousands,103955.984
AUS,Australia,CH4,Methane,TOTAL,2016,Tonnes of CO2 equivalent,Thousands,103078.58
AUS,Australia,CH4,Methane,TOTAL,2017,Tonnes of CO2 equivalent,Thousands,105002.792
AUS,Australia,CH4,Methane,TOTAL,2018,Tonnes of CO2 equivalent,Thousands,105796.248
AUS,Australia,CH4,Methane,TOTAL,2019,Tonnes of CO2 equivalent,Thousands,99367.624
AUS,Australia,CH4,Methane,TOTAL,2020,Tonnes of CO2 equivalent,Thousands,97303.626
AUS,Australia,N2O,Nitrous oxide,TOTAL,1990,Tonnes of CO2 equivalent,Thousands,16084.645
AUS,Australia,N2O,Nitrous oxide,TOTAL,1991,Tonnes of CO2 equivalent,Thousands,15683.914
AUS,Australia,N2O,Nitrous oxide,TOTAL,1992,Tonnes of CO2 equivalent,Thousands,15513.318
AUS,Australia,N2O,Nitrous oxide,TOTAL,1993,Tonnes of CO2 equivalent,Thousands,15972.742
AUS,Australia,N2O,Nitrous oxide,TOTAL,1994,Tonnes of CO2 equivalent,Thousands,16394.37
AUS,Australia,N2O,Nitrous oxide,TOTAL,1995,Tonnes of CO2 equivalent,Thousands,15562.643
AUS,Australia,N2O,Nitrous oxide,TOTAL,1996,Tonnes of CO2 equivalent,Thousands,16826.27
AUS,Australia,N2O,Nitrous oxide,TOTAL,1997,Tonnes of CO2 equivalent,Thousands,17617.69
AUS,Australia,N2O,Nitrous oxide,TOTAL,1998,Tonnes of CO2 equivalent,Thousands,17673.208
AUS,Australia,N2O,Nitrous oxide,TOTAL,1999,Tonnes of CO2 equivalent,Thousands,18148.092
AUS,Australia,N2O,Nitrous oxide,TOTAL,2000,Tonnes of CO2 equivalent,Thousands,19088.84
AUS,Australia,N2O,Nitrous oxide,TOTAL,2001,Tonnes of CO2 equivalent,Thousands,19403.205
AUS,Australia,N2O,Nitrous oxide,TOTAL,2002,Tonnes of CO2 equivalent,Thousands,19909.199
AUS,Australia,N2O,Nitrous oxide,TOTAL,2003,Tonnes of CO2 equivalent,Thousands,18758.96
AUS,Australia,N2O,Nitrous oxide,TOTAL,2004,Tonnes of CO2 equivalent,Thousands,20441.003
AUS,Australia,N2O,Nitrous oxide,TOTAL,2005,Tonnes of CO2 equivalent,Thousands,20511.081
AUS,Australia,N2O,Nitrous oxide,TOTAL,2006,Tonnes of CO2 equivalent,Thousands,20417.383
AUS,Australia,N2O,Nitrous oxide,TOTAL,2007,Tonnes of CO2 equivalent,Thousands,18821.081
AUS,Australia,N2O,Nitrous oxide,TOTAL,2008,Tonnes of CO2 equivalent,Thousands,19147.733
AUS,Australia,N2O,Nitrous oxide,TOTAL,2009,Tonnes of CO2 equivalent,Thousands,19661.263
AUS,Australia,N2O,Nitrous oxide,TOTAL,2010,Tonnes of CO2 equivalent,Thousands,19537.872
AUS,Australia,N2O,Nitrous oxide,TOTAL,2011,Tonnes of CO2 equivalent,Thousands,20287.683
AUS,Australia,N2O,Nitrous oxide,TOTAL,2012,Tonnes of CO2 equivalent,Thousands,20490.296
AUS,Australia,N2O,Nitrous oxide,TOTAL,2013,Tonnes of CO2 equivalent,Thousands,19263.636
AUS,Australia,N2O,Nitrous oxide,TOTAL,2014,Tonnes of CO2 equivalent,Thousands,19673.139
AUS,Australia,N2O,Nitrous oxide,TOTAL,2015,Tonnes of CO2 equivalent,Thousands,19054.832
AUS,Australia,N2O,Nitrous oxide,TOTAL,2016,Tonnes of CO2 equivalent,Thousands,19042.913
AUS,Australia,N2O,Nitrous oxide,TOTAL,2017,Tonnes of CO2 equivalent,Thousands,20719.44
AUS,Australia,N2O,Nitrous oxide,TOTAL,2018,Tonnes of CO2 equivalent,Thousands,19578.735
AUS,Australia,N2O,Nitrous oxide,TOTAL,2019,Tonnes of CO2 equivalent,Thousands,18750.698
AUS,Australia,N2O,Nitrous oxide,TOTAL,2020,Tonnes of CO2 equivalent,Thousands,18585.689
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,1990,Tonnes of CO2 equivalent,Thousands,1424.684
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,1991,Tonnes of CO2 equivalent,Thousands,1424.684
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,1992,Tonnes of CO2 equivalent,Thousands,1333.184
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,1993,Tonnes of CO2 equivalent,Thousands,1829.872
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,1994,Tonnes of CO2 equivalent,Thousands,1028.123
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,1995,Tonnes of CO2 equivalent,Thousands,1018.655
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,1996,Tonnes of CO2 equivalent,Thousands,278.04
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,1997,Tonnes of CO2 equivalent,Thousands,464.725
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,1998,Tonnes of CO2 equivalent,Thousands,660.921
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,1999,Tonnes of CO2 equivalent,Thousands,985.275
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2000,Tonnes of CO2 equivalent,Thousands,1252.657
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2001,Tonnes of CO2 equivalent,Thousands,1685.157
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2002,Tonnes of CO2 equivalent,Thousands,2112.147
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2003,Tonnes of CO2 equivalent,Thousands,2647.354
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2004,Tonnes of CO2 equivalent,Thousands,3185.099
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2005,Tonnes of CO2 equivalent,Thousands,3859.009
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2006,Tonnes of CO2 equivalent,Thousands,4271.7
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2007,Tonnes of CO2 equivalent,Thousands,4957.942
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2008,Tonnes of CO2 equivalent,Thousands,5568.863
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2009,Tonnes of CO2 equivalent,Thousands,6446.187
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2010,Tonnes of CO2 equivalent,Thousands,7070.973
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2011,Tonnes of CO2 equivalent,Thousands,7817.918
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2012,Tonnes of CO2 equivalent,Thousands,8207.617
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2013,Tonnes of CO2 equivalent,Thousands,8566.913
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2014,Tonnes of CO2 equivalent,Thousands,9293.001
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2015,Tonnes of CO2 equivalent,Thousands,9844.642
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2016,Tonnes of CO2 equivalent,Thousands,10248.982
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2017,Tonnes of CO2 equivalent,Thousands,10476.342
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2018,Tonnes of CO2 equivalent,Thousands,10443.946
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2019,Tonnes of CO2 equivalent,Thousands,11285.31
AUS,Australia,HFC,Hydrofluorocarbons,TOTAL,2020,Tonnes of CO2 equivalent,Thousands,11564.388
AUS,Australia,PFC,Perfluorocarbons,TOTAL,1990,Tonnes of CO2 equivalent,Thousands,4607.013
AUS,Australia,PFC,Perfluorocarbons,TOTAL,1991,Tonnes of CO2 equivalent,Thousands,4610.743
AUS,Australia,PFC,Perfluorocarbons,TOTAL,1992,Tonnes of CO2 equivalent,Thousands,4603.283
AUS,Australia,PFC,Perfluorocarbons,TOTAL,1993,Tonnes of CO2 equivalent,Thousands,3315.528
AUS,Australia,PFC,Perfluorocarbons,TOTAL,1994,Tonnes of CO2 equivalent,Thousands,2164.429
AUS,Australia,PFC,Perfluorocarbons,TOTAL,1995,Tonnes of CO2 equivalent,Thousands,1530.836
AUS,Australia,PFC,Perfluorocarbons,TOTAL,1996,Tonnes of CO2 equivalent,Thousands,1410.395
AUS,Australia,PFC,Perfluorocarbons,TOTAL,1997,Tonnes of CO2 equivalent,Thousands,1228.151
AUS,Australia,PFC,Perfluorocarbons,TOTAL,1998,Tonnes of CO2 equivalent,Thousands,1660.519
AUS,Australia,PFC,Perfluorocarbons,TOTAL,1999,Tonnes of CO2 equivalent,Thousands,1139.059
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2000,Tonnes of CO2 equivalent,Thousands,1287.062
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2001,Tonnes of CO2 equivalent,Thousands,1801.882
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2002,Tonnes of CO2 equivalent,Thousands,1727.623
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2003,Tonnes of CO2 equivalent,Thousands,1683.985
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2004,Tonnes of CO2 equivalent,Thousands,1713.849
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2005,Tonnes of CO2 equivalent,Thousands,1791.701
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2006,Tonnes of CO2 equivalent,Thousands,687.06
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2007,Tonnes of CO2 equivalent,Thousands,582.677
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2008,Tonnes of CO2 equivalent,Thousands,444.517
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2009,Tonnes of CO2 equivalent,Thousands,358.552
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2010,Tonnes of CO2 equivalent,Thousands,283.315
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2011,Tonnes of CO2 equivalent,Thousands,301.305
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2012,Tonnes of CO2 equivalent,Thousands,294.883
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2013,Tonnes of CO2 equivalent,Thousands,192.001
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2014,Tonnes of CO2 equivalent,Thousands,192.536
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2015,Tonnes of CO2 equivalent,Thousands,171.324
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2016,Tonnes of CO2 equivalent,Thousands,224.924
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2017,Tonnes of CO2 equivalent,Thousands,202.626
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2018,Tonnes of CO2 equivalent,Thousands,236.003
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2019,Tonnes of CO2 equivalent,Thousands,303.142
AUS,Australia,PFC,Perfluorocarbons,TOTAL,2020,Tonnes of CO2 equivalent,Thousands,270.315
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,1990,Tonnes of CO2 equivalent,Thousands,220.56
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,1991,Tonnes of CO2 equivalent,Thousands,239.342
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,1992,Tonnes of CO2 equivalent,Thousands,258.112
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,1993,Tonnes of CO2 equivalent,Thousands,276.869
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,1994,Tonnes of CO2 equivalent,Thousands,295.606
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,1995,Tonnes of CO2 equivalent,Thousands,316.215
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,1996,Tonnes of CO2 equivalent,Thousands,289.098
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,1997,Tonnes of CO2 equivalent,Thousands,266.773
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,1998,Tonnes of CO2 equivalent,Thousands,240.207
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,1999,Tonnes of CO2 equivalent,Thousands,211.289
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2000,Tonnes of CO2 equivalent,Thousands,212.427
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2001,Tonnes of CO2 equivalent,Thousands,218.796
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2002,Tonnes of CO2 equivalent,Thousands,225.095
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2003,Tonnes of CO2 equivalent,Thousands,229.114
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2004,Tonnes of CO2 equivalent,Thousands,230.665
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2005,Tonnes of CO2 equivalent,Thousands,196.216
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2006,Tonnes of CO2 equivalent,Thousands,186.069
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2007,Tonnes of CO2 equivalent,Thousands,175.128
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2008,Tonnes of CO2 equivalent,Thousands,163.325
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2009,Tonnes of CO2 equivalent,Thousands,146.993
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2010,Tonnes of CO2 equivalent,Thousands,129.809
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2011,Tonnes of CO2 equivalent,Thousands,118.155
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2012,Tonnes of CO2 equivalent,Thousands,114.981
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2013,Tonnes of CO2 equivalent,Thousands,108.17
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2014,Tonnes of CO2 equivalent,Thousands,105.633
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2015,Tonnes of CO2 equivalent,Thousands,116.172
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2016,Tonnes of CO2 equivalent,Thousands,117.125
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2017,Tonnes of CO2 equivalent,Thousands,115.357
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2018,Tonnes of CO2 equivalent,Thousands,145.265
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2019,Tonnes of CO2 equivalent,Thousands,136.862
AUS,Australia,SF6,Sulphur hexafluoride,TOTAL,2020,Tonnes of CO2 equivalent,Thousands,90.902
AUT,Austria,GHG,Greenhouse gases,TOTAL,1990,Tonnes of CO2 equivalent,Thousands,78423.221
AUT,Austria,GHG,Greenhouse gases,TOTAL,1991,Tonnes of CO2 equivalent,Thousands,82095.386
AUT,Austria,GHG,Greenhouse gases,TOTAL,1992,Tonnes of CO2 equivalent,Thousands,75464.122
AUT,Austria,GHG,Greenhouse gases,TOTAL,1993,Tonnes of CO2 equivalent,Thousands,75806.346
AUT,Austria,GHG,Greenhouse gases,TOTAL,1994,Tonnes of CO2 equivalent,Thousands,76039.472
AUT,Austria,GHG,Greenhouse gases,TOTAL,1995,Tonnes of CO2 equivalent,Thousands,79283.43
AUT,Austria,GHG,Greenhouse gases,TOTAL,1996,Tonnes of CO2 equivalent,Thousands,82482.782
AUT,Austria,GHG,Greenhouse gases,TOTAL,1997,Tonnes of CO2 equivalent,Thousands,82134.093
AUT,Austria,GHG,Greenhouse gases,TOTAL,1998,Tonnes of CO2 equivalent,Thousands,81452.381
AUT,Austria,GHG,Greenhouse gases,TOTAL,1999,Tonnes of CO2 equivalent,Thousands,79922.245
AUT,Austria,GHG,Greenhouse gases,TOTAL,2000,Tonnes of CO2 equivalent,Thousands,80085.028
AUT,Austria,GHG,Greenhouse gases,TOTAL,2001,Tonnes of CO2 equivalent,Thousands,83989.24
AUT,Austria,GHG,Greenhouse gases,TOTAL,2002,Tonnes of CO2 equivalent,Thousands,85747.074
AUT,Austria,GHG,Greenhouse gases,TOTAL,2003,Tonnes of CO2 equivalent,Thousands,91209.62
AUT,Austria,GHG,Greenhouse gases,TOTAL,2004,Tonnes of CO2 equivalent,Thousands,90856.236
AUT,Austria,GHG,Greenhouse gases,TOTAL,2005,Tonnes of CO2 equivalent,Thousands,92029.497
AUT,Austria,GHG,Greenhouse gases,TOTAL,2006,Tonnes of CO2 equivalent,Thousands,89606.98
AUT,Austria,GHG,Greenhouse gases,TOTAL,2007,Tonnes of CO2 equivalent,Thousands,86841.362
AUT,Austria,GHG,Greenhouse gases,TOTAL,2008,Tonnes of CO2 equivalent,Thousands,86259.02
AUT,Austria,GHG,Greenhouse gases,TOTAL,2009,Tonnes of CO2 equivalent,Thousands,79584.522
AUT,Austria,GHG,Greenhouse gases,TOTAL,2010,Tonnes of CO2 equivalent,Thousands,84150.225
AUT,Austria,GHG,Greenhouse gases,TOTAL,2011,Tonnes of CO2 equivalent,Thousands,82007.46
AUT,Austria,GHG,Greenhouse gases,TOTAL,2012,Tonnes of CO2 equivalent,Thousands,79309.941
AUT,Austria,GHG,Greenhouse gases,TOTAL,2013,Tonnes of CO2 equivalent,Thousands,79772.019
AUT,Austria,GHG,Greenhouse gases,TOTAL,2014,Tonnes of CO2 equivalent,Thousands,76235.152
AUT,Austria,GHG,Greenhouse gases,TOTAL,2015,Tonnes of CO2 equivalent,Thousands,78486.743
AUT,Austria,GHG,Greenhouse gases,TOTAL,2016,Tonnes of CO2 equivalent,Thousands,79468.297
AUT,Austria,GHG,Greenhouse gases,TOTAL,2017,Tonnes of CO2 equivalent,Thousands,81792.156
AUT,Austria,GHG,Greenhouse gases,TOTAL,2018,Tonnes of CO2 equivalent,Thousands,78558.027
AUT,Austria,GHG,Greenhouse gases,TOTAL,2019,Tonnes of CO2 equivalent,Thousands,79740.738
AUT,Austria,GHG,Greenhouse gases,TOTAL,2020,Tonnes of CO2 equivalent,Thousands,73592.017
AUT,Austria,CO2,Carbon dioxide,TOTAL,1990,Tonnes of CO2 equivalent,Thousands,62145.248
AUT,Austria,CO2,Carbon dioxide,TOTAL,1991,Tonnes of CO2 equivalent,Thousands,65743.938
AUT,Austria,CO2,Carbon dioxide,TOTAL,1992,Tonnes of CO2 equivalent,Thousands,60243.908
AUT,Austria,CO2,Carbon dioxide,TOTAL,1993,Tonnes of CO2 equivalent,Thousands,60670.57
AUT,Austria,CO2,Carbon dioxide,TOTAL,1994,Tonnes of CO2 equivalent,Thousands,61045.756
